% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct
9034	3	25	123	0	28	1479	0	1	1
9038	1	3	58	0	6	209	0	1	1
9045	3	25	123	0	28	1479	0	1	1
9051	1	3	58	0	28	1479	0	1	1
9058	3	25	123	0	28	1479	0	1	1
9059	1	3	58	0	28	1479	0	1	1
9069	1	3	58	0	28	1479	0	1	1
9070	3	25	123	0	28	1479	0	1	1
9073	2	19	62	0	28	2292	0	1	1
9074	3	25	123	0	28	1479	0	1	1
9084	3	25	123	0	28	1479	0	1	1
9093	3	25	123	0	28	1479	0	1	1
9100	3	25	123	0	28	1479	0	1	1
9104	2	19	62	0	28	2292	0	1	1
9125	2	19	62	0	28	2292	0	1	0
9125	3	25	123	0	28	1479	0	1	0
9127	3	25	123	0	28	1479	0	1	1
9129	3	25	123	0	28	1479	0	1	1
9132	1	1	6	0	2	87	0	1	1
9134	1	1	6	0	2	87	0	1	1
9136	1	1	6	0	2	87	0	1	1
9137	1	1	6	0	2	87	0	1	1
9138	1	1	6	0	2	87	0	1	1
9139	1	1	6	0	28	1479	0	1	1
9148	3	25	123	0	28	1479	0	1	1
9150	2	17	21	0	28	2292	0	1	1
9178	1	5	49	0	6	325	0	1	1
9187	3	25	123	0	28	1479	0	1	1
9193	1	5	49	0	28	2292	0	1	0
9193	2	17	21	0	28	2292	0	1	0
9193	2	19	62	0	28	2292	0	1	0
9201	3	25	123	0	28	1479	0	1	1
9203	1	1	6	0	2	65	0	1	1
9203	1	3	58	0	6	153	0	1	0
9204	1	1	6	0	2	65	0	1	1
9204	1	3	58	0	6	153	0	1	0
9205	1	1	6	0	2	65	0	1	1
9205	1	3	58	0	6	153	0	1	0
9206	1	1	6	0	2	65	0	1	1
9206	1	3	58	0	6	153	0	1	0
9207	3	25	123	0	28	1479	0	1	1
9208	1	1	6	0	2	65	0	1	1
9208	1	3	58	0	6	153	0	1	0
9209	1	1	6	0	2	65	0	1	1
9209	1	3	58	0	6	153	0	1	0
9209	3	25	123	0	28	1479	0	1	0
9210	1	1	6	0	28	1095	0	1	1
9258	3	25	123	0	28	1479	0	1	1
9273	3	25	123	0	28	1479	0	1	1
9278	3	25	123	0	28	1479	0	1	1
9283	3	25	123	0	28	1479	0	1	1
9286	3	25	123	0	28	1479	0	1	1
9292	3	25	123	0	28	1479	0	1	1
9296	3	25	123	0	28	1479	0	1	1
9298	1	1	6	0	2	65	0	1	1
9300	1	1	6	0	2	65	0	1	1
9301	1	1	6	0	2	65	0	1	1
9302	1	1	6	0	2	65	0	1	1
9303	1	1	6	0	2	65	0	1	1
9304	1	1	6	0	2	65	0	1	1
9305	1	1	6	0	28	1095	0	1	0
9305	3	25	123	0	28	1479	0	1	0
9334	2	17	21	0	28	2292	0	1	1
9348	2	17	21	0	28	2292	0	1	0
9348	2	19	62	0	28	2292	0	1	1
9350	2	17	21	0	28	2292	0	1	1
9350	2	19	62	0	28	4587	0	1	1
9354	1	5	49	0	6	209	0	1	0
9354	1	3	58	0	6	209	0	1	1
9357	1	5	49	0	6	209	0	1	0
9357	1	3	58	0	6	209	0	1	1
9360	1	5	49	0	6	209	0	1	1
9360	1	3	58	0	6	209	0	1	0
9366	1	3	58	0	28	1479	0	1	1
9383	1	5	49	0	28	1479	0	1	1
9383	1	3	58	0	28	1479	0	1	0
9385	1	5	49	0	28	1479	0	1	1
9385	1	3	58	0	28	1479	0	1	1
9387	2	19	62	0	28	2292	0	1	1
9388	1	5	49	0	28	1479	0	1	0
9388	1	3	58	0	28	1479	0	1	1
9392	1	1	6	0	4	105	0	1	1
9392	1	5	49	0	28	1095	0	1	1
9392	1	3	58	0	28	1095	0	1	0
9393	1	1	6	0	4	105	0	1	1
9393	1	5	49	0	28	1095	0	1	1
9393	1	3	58	0	28	1095	0	1	0
9394	1	1	6	0	4	105	0	1	1
9394	1	5	49	0	28	1095	0	1	1
9394	1	3	58	0	28	1095	0	1	0
9395	1	1	6	0	4	105	0	1	1
9395	1	3	58	0	28	1095	0	1	0
9396	1	1	6	0	2	87	0	1	1
9397	1	1	6	0	2	87	0	1	1
9398	1	1	6	0	2	87	0	1	1
9399	1	1	6	0	2	87	0	1	1
9400	1	1	6	0	2	87	0	1	1
9402	1	1	6	0	2	87	0	1	1
9404	1	1	6	0	28	1479	0	1	1
9409	2	19	62	0	28	2292	0	1	1
9416	2	19	62	0	28	2292	0	1	1
9418	3	25	123	0	28	1479	0	1	1
9422	2	19	62	0	28	2292	0	1	1
9428	2	19	62	0	28	2292	0	1	1
9431	3	25	123	0	28	1479	0	1	1
9435	3	25	123	0	28	1479	0	1	1
9438	2	19	62	0	28	2292	0	1	1
9453	3	25	123	0	28	1479	0	1	1
9456	2	19	62	0	28	2292	0	1	1
9462	2	19	62	0	28	2292	0	1	1
9465	3	25	123	0	28	1479	0	1	1
9470	2	17	21	0	28	2292	0	1	0
9470	2	19	62	0	28	2292	0	1	0
9470	3	25	123	0	28	1479	0	1	0
9472	3	25	123	0	28	1479	0	1	1
9474	3	25	123	0	28	1479	0	1	1
9487	1	1	6	0	2	65	0	1	1
9487	1	5	49	0	28	1095	0	1	0
9488	1	1	6	0	2	65	0	1	1
9488	1	5	49	0	28	1095	0	1	0
9490	1	1	6	0	2	87	0	1	1
9492	1	1	6	0	2	87	0	1	1
9493	1	1	6	0	2	87	0	1	1
9494	3	25	123	0	28	1479	0	1	1
9496	1	1	6	0	2	87	0	1	1
9497	1	1	6	0	28	1479	0	1	1
9511	2	19	62	0	28	2292	0	1	1
9512	3	25	123	0	28	1479	0	1	1
9513	2	19	62	0	28	2292	0	1	1
9521	3	25	123	0	28	1479	0	1	1
9522	2	19	62	0	28	2292	0	1	1
9524	2	19	62	0	28	2292	0	1	1
9531	2	19	62	0	28	2292	0	1	1
9541	3	25	123	0	28	1479	0	1	1
9545	3	25	123	0	28	1479	0	1	1
9551	3	25	123	0	28	1479	0	1	1
9560	3	25	123	0	28	1479	0	1	1
9568	3	25	123	0	28	1479	0	1	1
9578	3	25	123	0	28	1479	0	1	1
9580	1	1	6	0	28	1095	0	1	1
9580	1	5	49	0	6	153	0	1	0
9580	1	3	58	0	6	153	0	1	0
9592	3	25	123	0	28	1479	0	1	1
9614	2	19	62	0	28	2292	0	1	1
9616	3	25	123	0	28	1479	0	1	1
9619	2	19	62	0	28	2292	0	1	1
9640	3	25	123	0	28	1479	0	1	1
9644	2	17	21	0	28	4587	0	1	1
9644	2	19	62	0	28	2292	0	1	1
9656	1	5	49	0	6	209	0	1	1
9669	1	5	49	0	6	325	0	1	1
9674	1	1	6	0	2	65	0	1	1
9674	1	5	49	0	28	1095	0	1	0
9674	1	3	58	0	6	153	0	1	0
9675	1	1	6	0	2	65	0	1	1
9675	1	5	49	0	28	1095	0	1	0
9675	1	3	58	0	6	153	0	1	0
9677	1	1	6	0	2	65	0	1	1
9677	1	5	49	0	28	1095	0	1	1
9677	1	3	58	0	6	153	0	1	0
9678	1	1	6	0	2	65	0	1	1
9678	1	5	49	0	28	1095	0	1	0
9678	1	3	58	0	6	153	0	1	1
9679	1	1	6	0	2	65	0	1	1
9679	1	5	49	0	28	1095	0	1	0
9679	1	3	58	0	6	153	0	1	0
9679	3	25	123	0	28	1479	0	1	0
9680	1	1	6	0	2	65	0	1	1
9680	1	5	49	0	28	1095	0	1	0
9680	1	3	58	0	6	153	0	1	0
9681	2	17	21	0	28	2292	0	1	1
9681	2	19	62	0	28	2292	0	1	0
9683	1	1	6	0	28	1095	0	1	1
9735	3	25	123	0	28	1479	0	1	1
9739	2	17	21	0	28	2292	0	1	1
9748	3	25	123	0	28	1479	0	1	1
9759	2	17	21	0	28	2292	0	1	1
9761	3	25	123	0	28	1479	0	1	1
9768	1	1	6	0	28	1095	0	1	1
9777	2	17	21	0	28	2292	0	1	1
9789	2	17	21	0	28	2292	0	1	1
9790	2	17	21	0	28	2292	0	1	1
9808	3	25	123	0	28	1479	0	1	1
9815	1	5	49	0	6	209	0	1	1
9822	1	5	49	0	28	1479	0	1	1
9823	3	25	123	0	28	1479	0	1	1
9826	3	25	123	0	28	1479	0	1	1
9828	1	5	49	0	28	1479	0	1	1
9828	1	3	58	0	6	209	0	1	0
9832	2	17	21	0	28	2292	0	1	1
9832	2	19	62	0	28	2292	0	1	1
9834	3	25	123	0	28	1479	0	1	1
9837	1	5	49	0	28	1479	0	1	1
9842	2	17	21	0	28	2292	0	1	1
9842	2	19	62	0	28	2292	0	1	0
9843	2	17	21	0	28	2292	0	1	0
9843	2	19	62	0	28	2292	0	1	1
9845	2	17	21	0	28	2292	0	1	1
9845	2	19	62	0	28	2292	0	1	0
9846	2	17	21	0	28	2292	0	1	0
9846	2	19	62	0	28	2292	0	1	1
9847	2	17	21	0	28	2292	0	1	0
9847	2	19	62	0	28	2292	0	1	1
9853	3	25	123	0	28	1479	0	1	1
9863	1	1	6	0	28	1095	0	1	1
9863	1	5	49	0	28	1095	0	1	0
9883	3	25	123	0	28	1479	0	1	1
9885	3	25	123	0	28	1479	0	1	1
9929	3	25	123	0	28	1479	0	1	1
9931	3	25	123	0	28	1479	0	1	1
9957	1	1	6	0	2	65	0	1	1
9958	1	1	6	0	2	65	0	1	1
9961	1	1	6	0	2	65	0	1	1
9962	1	1	6	0	2	65	0	1	0
9962	2	17	21	0	28	2292	0	1	0
9962	2	19	62	0	28	2292	0	1	0
9963	1	1	6	0	2	65	0	1	1
9966	1	1	6	0	28	1095	0	1	1
9968	2	17	21	0	28	2292	0	1	0
9968	2	19	62	0	28	2292	0	1	1
9975	2	19	62	0	28	2292	0	1	1
9978	2	19	62	0	28	2292	0	1	1
9981	1	5	49	0	6	209	0	1	1
9982	2	19	62	0	28	2292	0	1	1
9984	2	19	62	0	28	2292	0	1	1
9986	2	19	62	0	28	2292	0	1	1
9990	3	25	123	0	28	1479	0	1	1
9995	1	5	49	0	28	1479	0	1	0
9995	1	3	58	0	6	209	0	1	1
