% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
2.789	2	17	279	10	21	28	2292
2.789	2	19	279	10	62	28	2292
2.789	3	25	279	10	123	28	1479
2.79	2	17	280	1	21	28	2292
2.79	2	19	280	1	62	28	2292
2.79	3	25	280	1	123	28	1479
2.791	2	19	280	2	62	28	2292
2.791	3	25	280	2	123	28	1479
2.792	3	25	280	3	123	28	1479
2.793	2	19	280	4	62	28	2292
2.793	3	25	280	4	123	28	1479
2.794	2	19	280	5	62	28	2292
2.794	3	25	280	5	123	28	1479
2.795	1	3	280	6	58	6	153
2.795	1	1	280	6	6	2	65
2.795	1	5	280	6	49	6	153
2.795	2	19	280	6	62	28	2292
2.795	3	25	280	6	123	28	1479
2.796	1	3	280	7	58	6	153
2.796	1	1	280	7	6	2	65
2.796	1	5	280	7	49	6	153
2.796	2	19	280	7	62	28	2292
2.796	3	25	280	7	123	28	1479
2.797	1	3	280	8	58	6	153
2.797	1	1	280	8	6	2	65
2.797	1	5	280	8	49	6	153
2.797	2	19	280	8	62	28	2292
2.797	3	25	280	8	123	28	1479
2.798	1	3	280	9	58	6	153
2.798	1	1	280	9	6	2	65
2.798	1	5	280	9	49	6	153
2.798	2	19	280	9	62	28	2292
2.798	3	25	280	9	123	28	1479
2.799	1	3	280	10	58	6	153
2.799	1	1	280	10	6	2	65
2.799	1	5	280	10	49	6	153
2.799	2	19	280	10	62	28	2292
2.799	3	25	280	10	123	28	1479
2.8	1	3	281	1	58	6	153
2.8	1	1	281	1	6	2	65
2.8	1	5	281	1	49	6	153
2.8	2	19	281	1	62	28	2292
2.8	3	25	281	1	123	28	1479
2.801	1	3	281	2	58	6	153
2.801	1	1	281	2	6	2	65
2.801	1	5	281	2	49	6	153
2.801	2	19	281	2	62	28	2292
2.801	3	25	281	2	123	28	1479
2.802	1	1	281	3	6	28	1095
2.802	2	19	281	3	62	28	2292
2.802	3	25	281	3	123	28	1479
2.803	2	19	281	4	62	28	2292
2.803	3	25	281	4	123	28	1479
2.804	1	1	281	5	6	28	1095
2.804	3	25	281	5	123	28	1479
2.805	1	1	281	6	6	28	1095
2.805	2	19	281	6	62	28	2292
2.805	3	25	281	6	123	28	1479
2.806	1	1	281	7	6	28	1095
2.806	2	19	281	7	62	28	2292
2.806	3	25	281	7	123	28	1479
2.807	1	1	281	8	6	28	1095
2.807	2	19	281	8	62	28	2292
2.807	3	25	281	8	123	28	1479
2.808	1	1	281	9	6	28	1095
2.808	2	19	281	9	62	28	2292
2.808	3	25	281	9	123	28	1479
2.809	1	1	281	10	6	28	1095
2.809	2	19	281	10	62	28	2292
2.809	3	25	281	10	123	28	1479
2.81	2	19	282	1	62	28	2292
2.81	3	25	282	1	123	28	1479
2.811	3	25	282	2	123	28	1479
2.812	3	25	282	3	123	28	1479
2.813	3	25	282	4	123	28	1479
2.814	2	19	282	5	62	28	2292
2.814	3	25	282	5	123	28	1479
2.815	2	19	282	6	62	28	2292
2.815	3	25	282	6	123	28	1479
2.816	2	19	282	7	62	28	2292
2.816	3	25	282	7	123	28	1479
2.817	2	19	282	8	62	28	2292
2.817	3	25	282	8	123	28	1479
2.818	2	19	282	9	62	28	2292
2.818	3	25	282	9	123	28	1479
2.819	2	19	282	10	62	28	2292
2.819	3	25	282	10	123	28	1479
2.82	2	19	283	1	62	28	2292
2.82	3	25	283	1	123	28	1479
2.821	2	19	283	2	62	28	2292
2.821	3	25	283	2	123	28	1479
2.822	2	19	283	3	62	28	2292
2.822	3	25	283	3	123	28	1479
2.823	2	19	283	4	62	28	2292
2.823	3	25	283	4	123	28	1479
2.824	2	19	283	5	62	28	2292
2.824	3	25	283	5	123	28	1479
2.825	2	19	283	6	62	28	2292
2.825	3	25	283	6	123	28	1479
2.826	2	19	283	7	62	28	2292
2.826	3	25	283	7	123	28	1479
2.827	2	19	283	8	62	28	2292
2.827	3	25	283	8	123	28	1479
2.828	2	19	283	9	62	28	2292
2.828	3	25	283	9	123	28	1479
2.829	2	19	283	10	62	28	2292
2.829	3	25	283	10	123	28	1479
2.83	3	25	284	1	123	28	1479
2.831	3	25	284	2	123	28	1479
2.832	3	25	284	3	123	28	1479
2.833	3	25	284	4	123	28	1479
2.834	3	25	284	5	123	28	1479
2.835	2	19	284	6	62	28	2292
2.835	3	25	284	6	123	28	1479
2.836	2	19	284	7	62	28	2292
2.836	3	25	284	7	123	28	1479
2.837	3	25	284	8	123	28	1479
2.838	3	25	284	9	123	28	1479
2.839	3	25	284	10	123	28	1479
2.84	3	25	285	1	123	28	1479
2.841	3	25	285	2	123	28	1479
2.842	2	19	285	3	62	28	2292
2.842	3	25	285	3	123	28	1479
2.843	2	19	285	4	62	28	2292
2.843	3	25	285	4	123	28	1479
2.844	2	19	285	5	62	28	2292
2.844	3	25	285	5	123	28	1479
2.845	3	25	285	6	123	28	1479
2.846	3	25	285	7	123	28	1479
2.847	3	25	285	8	123	28	1479
2.848	3	25	285	9	123	28	1479
2.849	2	19	285	10	62	28	2292
2.849	3	25	285	10	123	28	1479
2.85	2	19	286	1	62	28	2292
2.85	3	25	286	1	123	28	1479
2.851	2	19	286	2	62	28	2292
2.851	3	25	286	2	123	28	1479
2.852	3	25	286	3	123	28	1479
2.853	3	25	286	4	123	28	1479
2.854	3	25	286	5	123	28	1479
2.855	2	19	286	6	62	28	2292
2.855	3	25	286	6	123	28	1479
2.856	2	19	286	7	62	28	2292
2.856	3	25	286	7	123	28	1479
2.857	2	19	286	8	62	28	2292
2.857	3	25	286	8	123	28	1479
2.858	2	19	286	9	62	28	2292
2.858	3	25	286	9	123	28	1479
2.859	3	25	286	10	123	28	1479
2.86	3	25	287	1	123	28	1479
2.861	3	25	287	2	123	28	1479
2.862	2	19	287	3	62	28	2292
2.862	3	25	287	3	123	28	1479
2.863	2	19	287	4	62	28	2292
2.863	3	25	287	4	123	28	1479
2.864	2	19	287	5	62	28	2292
2.864	3	25	287	5	123	28	1479
2.865	2	19	287	6	62	28	2292
2.865	3	25	287	6	123	28	1479
2.866	3	25	287	7	123	28	1479
2.867	3	25	287	8	123	28	1479
2.868	3	25	287	9	123	28	1479
2.869	2	19	287	10	62	28	2292
2.869	3	25	287	10	123	28	1479
2.87	2	19	288	1	62	28	2292
2.87	3	25	288	1	123	28	1479
2.871	2	19	288	2	62	28	2292
2.871	3	25	288	2	123	28	1479
2.872	2	19	288	3	62	28	2292
2.872	3	25	288	3	123	28	1479
2.873	2	19	288	4	62	28	2292
2.873	3	25	288	4	123	28	1479
2.874	3	25	288	5	123	28	1479
2.875	3	25	288	6	123	28	1479
2.876	2	19	288	7	62	28	2292
2.876	3	25	288	7	123	28	1479
2.877	2	19	288	8	62	28	2292
2.877	3	25	288	8	123	28	1479
2.878	2	19	288	9	62	28	2292
2.878	3	25	288	9	123	28	1479
2.879	2	19	288	10	62	28	2292
2.879	3	25	288	10	123	28	1479
2.88	2	19	289	1	62	28	2292
2.88	3	25	289	1	123	28	1479
2.881	2	19	289	2	62	28	2292
2.881	3	25	289	2	123	28	1479
2.882	2	19	289	3	62	28	2292
2.882	3	25	289	3	123	28	1479
2.883	2	19	289	4	62	28	2292
2.883	3	25	289	4	123	28	1479
2.884	2	19	289	5	62	28	2292
2.884	3	25	289	5	123	28	1479
2.885	2	19	289	6	62	28	2292
2.885	3	25	289	6	123	28	1479
2.886	2	19	289	7	62	28	2292
2.886	3	25	289	7	123	28	1479
2.887	2	19	289	8	62	28	2292
2.887	3	25	289	8	123	28	1479
2.888	3	25	289	9	123	28	1479
2.889	1	1	289	10	6	2	65
2.889	2	19	289	10	62	28	2292
2.889	3	25	289	10	123	28	1479
2.89	1	1	290	1	6	2	65
2.89	2	19	290	1	62	28	2292
2.89	3	25	290	1	123	28	1479
2.891	1	1	290	2	6	2	65
2.891	2	19	290	2	62	28	2292
2.891	3	25	290	2	123	28	1479
2.892	1	1	290	3	6	2	65
2.892	2	19	290	3	62	28	2292
2.892	3	25	290	3	123	28	1479
2.893	1	1	290	4	6	2	65
2.893	2	19	290	4	62	28	2292
2.893	3	25	290	4	123	28	1479
2.894	1	1	290	5	6	2	65
2.894	2	19	290	5	62	28	2292
2.894	3	25	290	5	123	28	1479
2.895	1	1	290	6	6	2	65
2.895	2	19	290	6	62	28	2292
2.896	1	1	290	7	6	28	1095
2.896	2	19	290	7	62	28	2292
2.896	3	25	290	7	123	28	1479
2.897	2	19	290	8	62	28	2292
2.897	3	25	290	8	123	28	1479
2.898	1	1	290	9	6	28	1095
2.898	2	19	290	9	62	28	2292
2.898	3	25	290	9	123	28	1479
2.899	1	1	290	10	6	28	1095
2.899	3	25	290	10	123	28	1479
2.9	1	1	291	1	6	28	1095
2.9	3	25	291	1	123	28	1479
2.901	1	1	291	2	6	28	1095
2.901	2	17	291	2	21	28	4587
2.901	3	25	291	2	123	28	1479
2.902	1	1	291	3	6	28	1095
2.902	2	17	291	3	21	28	4587
2.903	1	1	291	4	6	28	1095
2.903	2	19	291	4	62	28	2292
2.903	2	17	291	4	21	28	2292
2.903	3	25	291	4	123	28	1479
2.904	2	19	291	5	62	28	2292
2.904	2	17	291	5	21	28	2292
2.904	3	25	291	5	123	28	1479
2.905	2	19	291	6	62	28	2292
2.905	2	17	291	6	21	28	2292
2.905	3	25	291	6	123	28	1479
2.906	2	17	291	7	21	28	4587
2.906	3	25	291	7	123	28	1479
2.907	3	25	291	8	123	28	1479
2.908	3	25	291	9	123	28	1479
2.909	3	25	291	10	123	28	1479
2.91	2	19	292	1	62	28	2292
2.91	3	25	292	1	123	28	1479
2.911	2	19	292	2	62	28	2292
2.911	3	25	292	2	123	28	1479
2.912	2	19	292	3	62	28	2292
2.912	3	25	292	3	123	28	1479
2.913	2	19	292	4	62	28	2292
2.913	3	25	292	4	123	28	1479
2.914	2	19	292	5	62	28	2292
2.914	3	25	292	5	123	28	1479
2.915	2	19	292	6	62	28	2292
2.915	3	25	292	6	123	28	1479
2.916	2	19	292	7	62	28	2292
2.916	3	25	292	7	123	28	1479
2.917	2	19	292	8	62	28	2292
2.917	3	25	292	8	123	28	1479
2.918	2	19	292	9	62	28	2292
2.918	3	25	292	9	123	28	1479
2.919	2	19	292	10	62	28	2292
2.919	3	25	292	10	123	28	1479
2.92	2	19	293	1	62	28	2292
2.92	3	25	293	1	123	28	1479
2.921	2	19	293	2	62	28	2292
2.921	3	25	293	2	123	28	1479
2.922	2	19	293	3	62	28	2292
2.922	3	25	293	3	123	28	1479
2.923	2	19	293	4	62	28	2292
2.923	3	25	293	4	123	28	1479
2.924	2	19	293	5	62	28	2292
2.924	3	25	293	5	123	28	1479
2.925	2	19	293	6	62	28	2292
2.925	3	25	293	6	123	28	1479
2.926	3	25	293	7	123	28	1479
2.927	3	25	293	8	123	28	1479
2.928	3	25	293	9	123	28	1479
2.929	1	5	293	10	49	6	209
2.929	3	25	293	10	123	28	1479
2.93	1	5	294	1	49	6	209
2.93	2	19	294	1	62	28	2292
2.93	3	25	294	1	123	28	1479
2.931	1	5	294	2	49	6	209
2.931	2	19	294	2	62	28	2292
2.931	3	25	294	2	123	28	1479
2.932	1	5	294	3	49	6	209
2.932	2	19	294	3	62	28	2292
2.932	3	25	294	3	123	28	1479
2.933	1	5	294	4	49	6	209
2.933	2	19	294	4	62	28	2292
2.933	3	25	294	4	123	28	1479
2.934	1	5	294	5	49	6	209
2.934	2	19	294	5	62	28	2292
2.934	3	25	294	5	123	28	1479
2.935	1	5	294	6	49	6	209
2.935	2	19	294	6	62	28	2292
2.935	3	25	294	6	123	28	1479
2.936	1	5	294	7	49	6	209
2.936	2	19	294	7	62	28	2292
2.936	3	25	294	7	123	28	1479
2.937	1	5	294	8	49	6	209
2.937	2	19	294	8	62	28	2292
2.937	3	25	294	8	123	28	1479
2.938	1	3	294	9	58	6	209
2.938	1	5	294	9	49	6	209
2.938	3	25	294	9	123	28	1479
2.939	1	3	294	10	58	6	209
2.939	1	5	294	10	49	6	209
2.939	3	25	294	10	123	28	1479
2.94	1	3	295	1	58	6	209
2.94	1	5	295	1	49	6	209
2.94	3	25	295	1	123	28	1479
2.941	1	3	295	2	58	6	209
2.941	1	5	295	2	49	6	209
2.941	3	25	295	2	123	28	1479
2.942	1	3	295	3	58	6	209
2.942	1	5	295	3	49	6	209
2.942	3	25	295	3	123	28	1479
2.943	1	3	295	4	58	6	209
2.943	1	5	295	4	49	6	209
2.943	3	25	295	4	123	28	1479
2.944	1	3	295	5	58	6	209
2.944	1	5	295	5	49	6	209
2.944	2	19	295	5	62	28	2292
2.944	3	25	295	5	123	28	1479
2.945	1	3	295	6	58	6	209
2.945	1	5	295	6	49	6	209
2.945	3	25	295	6	123	28	1479
2.946	1	3	295	7	58	28	1479
2.946	3	25	295	7	123	28	1479
2.947	1	3	295	8	58	28	1479
2.947	3	25	295	8	123	28	1479
2.948	1	3	295	9	58	28	1479
2.948	3	25	295	9	123	28	1479
2.949	1	3	295	10	58	28	1479
2.949	3	25	295	10	123	28	1479
2.95	1	3	296	1	58	28	1479
2.95	3	25	296	1	123	28	1479
2.951	1	5	296	2	49	28	1479
2.951	2	19	296	2	62	28	2292
2.951	3	25	296	2	123	28	1479
2.952	3	25	296	3	123	28	1479
2.953	1	5	296	4	49	28	1479
2.953	3	25	296	4	123	28	1479
2.954	1	5	296	5	49	28	1479
2.954	3	25	296	5	123	28	1479
2.955	1	5	296	6	49	28	1479
2.955	3	25	296	6	123	28	1479
2.956	1	5	296	7	49	28	1479
2.956	3	25	296	7	123	28	1479
2.957	1	5	296	8	49	28	1479
2.957	3	25	296	8	123	28	1479
2.958	1	5	296	9	49	28	1479
2.958	2	19	296	9	62	28	2292
2.958	3	25	296	9	123	28	1479
2.959	1	5	296	10	49	28	1479
2.959	2	19	296	10	62	28	2292
2.959	3	25	296	10	123	28	1479
2.96	1	5	297	1	49	28	1479
2.96	3	25	297	1	123	28	1479
2.961	1	5	297	2	49	28	1479
2.961	3	25	297	2	123	28	1479
2.962	1	5	297	3	49	28	1479
2.962	3	25	297	3	123	28	1479
2.963	1	5	297	4	49	28	1479
2.963	3	25	297	4	123	28	1479
2.964	1	5	297	5	49	28	1479
2.964	3	25	297	5	123	28	1479
2.965	1	5	297	6	49	28	1479
2.965	2	19	297	6	62	28	2292
2.965	3	25	297	6	123	28	1479
2.966	1	5	297	7	49	28	1479
2.966	2	19	297	7	62	28	2292
2.966	3	25	297	7	123	28	1479
2.967	1	5	297	8	49	28	1479
2.967	2	19	297	8	62	28	2292
2.967	3	25	297	8	123	28	1479
2.968	1	5	297	9	49	28	1479
2.968	2	19	297	9	62	28	2292
2.968	3	25	297	9	123	28	1479
2.969	1	5	297	10	49	28	1479
2.969	2	19	297	10	62	28	2292
2.969	3	25	297	10	123	28	1479
2.97	1	5	298	1	49	28	1479
2.97	2	19	298	1	62	28	2292
2.97	3	25	298	1	123	28	1479
2.971	1	5	298	2	49	28	1479
2.971	2	19	298	2	62	28	2292
2.971	3	25	298	2	123	28	1479
2.972	1	5	298	3	49	28	1479
2.972	2	19	298	3	62	28	2292
2.972	3	25	298	3	123	28	1479
2.973	1	5	298	4	49	28	1479
2.973	3	25	298	4	123	28	1479
2.974	1	5	298	5	49	28	1479
2.974	3	25	298	5	123	28	1479
2.975	1	5	298	6	49	28	1479
2.975	3	25	298	6	123	28	1479
2.976	1	5	298	7	49	28	1479
2.976	3	25	298	7	123	28	1479
2.977	1	5	298	8	49	28	1479
2.978	1	5	298	9	49	28	1479
2.978	2	19	298	9	62	28	2292
2.978	3	25	298	9	123	28	1479
2.979	1	5	298	10	49	28	1479
2.979	2	19	298	10	62	28	2292
2.979	3	25	298	10	123	28	1479
2.98	1	5	299	1	49	28	1479
2.98	2	19	299	1	62	28	2292
2.98	3	25	299	1	123	28	1479
2.981	1	5	299	2	49	28	1479
2.981	3	25	299	2	123	28	1479
2.982	1	5	299	3	49	28	1479
2.982	3	25	299	3	123	28	1479
2.983	1	1	299	4	6	28	1095
2.983	1	5	299	4	49	28	1095
2.983	3	25	299	4	123	28	1479
2.984	1	1	299	5	6	28	1095
2.984	1	5	299	5	49	28	1095
2.985	2	19	299	6	62	28	2292
2.985	3	25	299	6	123	28	1479
2.986	2	19	299	7	62	28	2292
2.986	3	25	299	7	123	28	1479
2.987	2	19	299	8	62	28	2292
2.987	3	25	299	8	123	28	1479
2.988	3	25	299	9	123	28	1479
2.989	1	5	299	10	49	28	1479
2.989	3	25	299	10	123	28	1479
2.99	3	25	300	1	123	28	1479
2.991	3	25	300	2	123	28	1479
2.992	2	19	300	3	62	28	2292
2.992	3	25	300	3	123	28	1479
2.993	2	19	300	4	62	28	2292
2.993	3	25	300	4	123	28	1479
2.994	2	19	300	5	62	28	2292
2.994	3	25	300	5	123	28	1479
2.995	3	25	300	6	123	28	1479
2.996	3	25	300	7	123	28	1479
2.997	3	25	300	8	123	28	1479
2.998	3	25	300	9	123	28	1479
2.999	2	19	300	10	62	28	2292
2.999	3	25	300	10	123	28	1479
3	2	19	301	1	62	28	2292
3	3	25	301	1	123	28	1479
3.001	2	19	301	2	62	28	2292
3.001	3	25	301	2	123	28	1479
3.002	2	19	301	3	62	28	2292
3.002	3	25	301	3	123	28	1479
3.003	3	25	301	4	123	28	1479
3.004	3	25	301	5	123	28	1479
3.005	3	25	301	6	123	28	1479
3.006	2	19	301	7	62	28	2292
3.006	3	25	301	7	123	28	1479
3.007	2	19	301	8	62	28	2292
3.007	3	25	301	8	123	28	1479
3.008	2	19	301	9	62	28	2292
3.008	3	25	301	9	123	28	1479
3.009	2	19	301	10	62	28	2292
3.009	3	25	301	10	123	28	1479
3.01	2	19	302	1	62	28	2292
3.01	3	25	302	1	123	28	1479
3.011	2	19	302	2	62	28	2292
3.011	3	25	302	2	123	28	1479
3.012	2	19	302	3	62	28	2292
3.012	3	25	302	3	123	28	1479
3.013	2	19	302	4	62	28	2292
3.013	3	25	302	4	123	28	1479
3.014	2	19	302	5	62	28	2292
3.014	3	25	302	5	123	28	1479
3.015	3	25	302	6	123	28	1479
3.016	3	25	302	7	123	28	1479
3.017	3	25	302	8	123	28	1479
3.018	3	25	302	9	123	28	1479
3.019	2	19	302	10	62	28	2292
3.019	3	25	302	10	123	28	1479
3.02	2	19	303	1	62	28	2292
3.02	3	25	303	1	123	28	1479
3.021	2	19	303	2	62	28	2292
3.021	3	25	303	2	123	28	1479
3.022	2	19	303	3	62	28	2292
3.022	3	25	303	3	123	28	1479
3.023	2	19	303	4	62	28	2292
3.023	3	25	303	4	123	28	1479
3.024	2	19	303	5	62	28	2292
3.024	3	25	303	5	123	28	1479
3.025	2	19	303	6	62	28	2292
3.025	3	25	303	6	123	28	1479
3.026	2	19	303	7	62	28	2292
3.026	3	25	303	7	123	28	1479
3.027	2	19	303	8	62	28	2292
3.027	3	25	303	8	123	28	1479
3.028	2	19	303	9	62	28	2292
3.028	3	25	303	9	123	28	1479
3.029	3	25	303	10	123	28	1479
3.03	3	25	304	1	123	28	1479
3.031	3	25	304	2	123	28	1479
3.032	3	25	304	3	123	28	1479
3.033	2	19	304	4	62	28	2292
3.033	3	25	304	4	123	28	1479
3.034	2	19	304	5	62	28	2292
3.034	3	25	304	5	123	28	1479
3.035	2	19	304	6	62	28	2292
3.035	3	25	304	6	123	28	1479
3.036	3	25	304	7	123	28	1479
3.037	3	25	304	8	123	28	1479
3.038	3	25	304	9	123	28	1479
3.039	3	25	304	10	123	28	1479
3.04	2	19	305	1	62	28	2292
3.04	3	25	305	1	123	28	1479
3.041	2	19	305	2	62	28	2292
3.041	3	25	305	2	123	28	1479
3.042	2	19	305	3	62	28	2292
3.042	3	25	305	3	123	28	1479
3.043	2	19	305	4	62	28	2292
3.043	3	25	305	4	123	28	1479
3.044	2	19	305	5	62	28	2292
3.044	3	25	305	5	123	28	1479
3.045	2	19	305	6	62	28	2292
3.045	3	25	305	6	123	28	1479
3.046	2	19	305	7	62	28	2292
3.046	3	25	305	7	123	28	1479
3.047	2	19	305	8	62	28	2292
3.047	3	25	305	8	123	28	1479
3.048	2	19	305	9	62	28	2292
3.048	3	25	305	9	123	28	1479
3.049	3	25	305	10	123	28	1479
3.05	3	25	306	1	123	28	1479
3.051	3	25	306	2	123	28	1479
3.052	3	25	306	3	123	28	1479
3.053	2	19	306	4	62	28	2292
3.053	3	25	306	4	123	28	1479
3.054	2	19	306	5	62	28	2292
3.054	3	25	306	5	123	28	1479
3.055	2	19	306	6	62	28	2292
3.055	3	25	306	6	123	28	1479
3.056	2	19	306	7	62	28	2292
3.056	3	25	306	7	123	28	1479
3.057	3	25	306	8	123	28	1479
3.058	3	25	306	9	123	28	1479
3.059	3	25	306	10	123	28	1479
3.06	2	19	307	1	62	28	2292
3.06	3	25	307	1	123	28	1479
3.061	2	19	307	2	62	28	2292
3.061	2	17	307	2	21	28	2292
3.061	3	25	307	2	123	28	1479
3.062	2	19	307	3	62	28	2292
3.062	2	17	307	3	21	28	2292
3.062	3	25	307	3	123	28	1479
3.063	2	19	307	4	62	28	2292
3.063	2	17	307	4	21	28	2292
3.063	3	25	307	4	123	28	1479
3.064	2	19	307	5	62	28	2292
3.064	2	17	307	5	21	28	2292
3.065	2	19	307	6	62	28	2292
3.065	2	17	307	6	21	28	2292
3.066	2	19	307	7	62	28	4587
3.067	2	17	307	8	21	28	2292
3.067	2	19	307	8	62	28	2292
3.067	3	25	307	8	123	28	1479
3.068	2	17	307	9	21	28	2292
3.068	2	19	307	9	62	28	2292
3.068	3	25	307	9	123	28	1479
3.069	2	17	307	10	21	28	2292
3.069	2	19	307	10	62	28	2292
3.069	3	25	307	10	123	28	1479
3.07	3	25	308	1	123	28	1479
3.071	2	17	308	2	21	28	2292
3.071	2	19	308	2	62	28	2292
3.071	3	25	308	2	123	28	1479
3.072	2	17	308	3	21	28	2292
3.072	2	19	308	3	62	28	2292
3.073	2	19	308	4	62	28	4587
3.074	2	17	308	5	21	28	2292
3.074	2	19	308	5	62	28	2292
3.074	3	25	308	5	123	28	1479
3.075	2	17	308	6	21	28	2292
3.075	2	19	308	6	62	28	2292
3.075	3	25	308	6	123	28	1479
3.076	2	17	308	7	21	28	2292
3.076	2	19	308	7	62	28	2292
3.076	3	25	308	7	123	28	1479
3.077	1	1	308	8	6	2	65
3.077	3	25	308	8	123	28	1479
3.078	1	1	308	9	6	2	65
3.078	3	25	308	9	123	28	1479
3.079	1	1	308	10	6	2	65
3.079	3	25	308	10	123	28	1479
3.08	1	1	309	1	6	2	65
3.081	1	1	309	2	6	2	65
3.081	2	17	309	2	21	28	2292
3.081	2	19	309	2	62	28	2292
3.081	3	25	309	2	123	28	1479
3.082	1	1	309	3	6	2	65
3.082	2	17	309	3	21	28	2292
3.082	2	19	309	3	62	28	2292
3.082	3	25	309	3	123	28	1479
3.083	1	1	309	4	6	2	65
3.083	2	17	309	4	21	28	2292
3.083	2	19	309	4	62	28	2292
3.083	3	25	309	4	123	28	1479
3.084	1	1	309	5	6	28	1095
3.084	3	25	309	5	123	28	1479
3.085	3	25	309	6	123	28	1479
3.086	1	1	309	7	6	28	1095
3.086	3	25	309	7	123	28	1479
3.087	1	1	309	8	6	28	1095
3.087	2	17	309	8	21	28	2292
3.087	2	19	309	8	62	28	2292
3.087	3	25	309	8	123	28	1479
3.088	1	1	309	9	6	28	1095
3.088	2	17	309	9	21	28	2292
3.088	2	19	309	9	62	28	2292
3.088	3	25	309	9	123	28	1479
3.089	1	1	309	10	6	28	1095
3.089	1	5	309	10	49	6	153
3.089	2	17	309	10	21	28	2292
3.089	2	19	309	10	62	28	2292
3.089	3	25	309	10	123	28	1479
3.09	1	1	310	1	6	28	1095
3.09	1	5	310	1	49	6	153
3.09	2	17	310	1	21	28	2292
3.09	2	19	310	1	62	28	2292
3.09	3	25	310	1	123	28	1479
3.091	1	1	310	2	6	28	1095
3.091	1	5	310	2	49	6	153
3.091	3	25	310	2	123	28	1479
3.092	1	1	310	3	6	28	1095
3.092	1	5	310	3	49	6	153
3.092	3	25	310	3	123	28	1479
3.093	1	1	310	4	6	28	1095
3.093	1	5	310	4	49	6	153
3.093	3	25	310	4	123	28	1479
3.094	1	5	310	5	49	6	209
3.094	2	17	310	5	21	28	2292
3.094	2	19	310	5	62	28	2292
3.094	3	25	310	5	123	28	1479
3.095	1	5	310	6	49	6	209
3.095	2	17	310	6	21	28	2292
3.095	2	19	310	6	62	28	2292
3.095	3	25	310	6	123	28	1479
3.096	1	5	310	7	49	6	209
3.096	2	17	310	7	21	28	2292
3.096	2	19	310	7	62	28	2292
3.096	3	25	310	7	123	28	1479
3.097	1	5	310	8	49	6	209
3.097	2	17	310	8	21	28	2292
3.097	3	25	310	8	123	28	1479
3.098	1	3	310	9	58	6	209
3.098	1	5	310	9	49	6	209
3.098	2	17	310	9	21	28	2292
3.098	3	25	310	9	123	28	1479
3.099	1	3	310	10	58	6	209
3.099	1	5	310	10	49	6	209
3.099	2	17	310	10	21	28	2292
3.099	3	25	310	10	123	28	1479
3.1	1	3	311	1	58	6	209
3.1	1	5	311	1	49	6	209
3.1	2	17	311	1	21	28	2292
3.1	3	25	311	1	123	28	1479
3.101	1	3	311	2	58	6	209
3.101	1	5	311	2	49	6	209
3.101	2	17	311	2	21	28	2292
3.101	3	25	311	2	123	28	1479
3.102	1	3	311	3	58	6	209
3.102	1	5	311	3	49	6	209
3.102	2	17	311	3	21	28	2292
3.102	2	19	311	3	62	28	2292
3.102	3	25	311	3	123	28	1479
3.103	1	3	311	4	58	6	209
3.103	1	5	311	4	49	6	209
3.103	2	17	311	4	21	28	2292
3.103	3	25	311	4	123	28	1479
3.104	1	3	311	5	58	6	209
3.104	1	5	311	5	49	6	209
3.104	2	17	311	5	21	28	2292
3.104	3	25	311	5	123	28	1479
3.105	1	5	311	6	49	28	1479
3.105	2	17	311	6	21	28	2292
3.105	3	25	311	6	123	28	1479
3.106	1	5	311	7	49	28	1479
3.106	2	17	311	7	21	28	2292
3.106	3	25	311	7	123	28	1479
3.107	1	5	311	8	49	28	1479
3.107	2	17	311	8	21	28	2292
3.107	3	25	311	8	123	28	1479
3.108	1	5	311	9	49	28	1479
3.108	2	17	311	9	21	28	2292
3.108	3	25	311	9	123	28	1479
3.109	1	5	311	10	49	28	1479
3.109	2	17	311	10	21	28	2292
3.109	3	25	311	10	123	28	1479
3.11	1	5	312	1	49	28	1479
3.11	2	17	312	1	21	28	2292
3.11	3	25	312	1	123	28	1479
3.111	1	5	312	2	49	28	1479
3.111	2	17	312	2	21	28	2292
3.111	3	25	312	2	123	28	1479
3.112	1	5	312	3	49	28	1479
3.112	3	25	312	3	123	28	1479
3.113	1	5	312	4	49	28	1479
3.113	3	25	312	4	123	28	1479
3.114	1	5	312	5	49	28	1479
3.114	3	25	312	5	123	28	1479
3.115	1	5	312	6	49	28	1479
3.115	2	17	312	6	21	28	2292
3.115	3	25	312	6	123	28	1479
3.116	1	5	312	7	49	28	1479
3.116	2	17	312	7	21	28	2292
3.116	3	25	312	7	123	28	1479
3.117	1	5	312	8	49	28	1479
3.117	2	17	312	8	21	28	2292
3.117	3	25	312	8	123	28	1479
3.118	1	5	312	9	49	28	1479
3.118	3	25	312	9	123	28	1479
3.119	1	5	312	10	49	28	1479
3.119	3	25	312	10	123	28	1479
3.12	1	5	313	1	49	28	1479
3.12	3	25	313	1	123	28	1479
3.121	1	5	313	2	49	28	1479
3.121	3	25	313	2	123	28	1479
3.122	1	5	313	3	49	28	1479
3.122	2	17	313	3	21	28	2292
3.122	3	25	313	3	123	28	1479
3.123	1	5	313	4	49	28	1479
3.123	2	17	313	4	21	28	2292
3.123	3	25	313	4	123	28	1479
3.124	1	5	313	5	49	28	1479
3.124	2	17	313	5	21	28	2292
3.124	3	25	313	5	123	28	1479
3.125	1	5	313	6	49	28	1479
