% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
1.006	1	1	101	7	6	2	65
1.006	1	5	101	7	49	6	153
1.006	1	3	101	7	58	6	153
1.006	2	17	101	7	21	28	2292
1.006	2	19	101	7	62	28	2292
1.006	3	25	101	7	123	28	1479
1.007	1	1	101	8	6	2	65
1.007	1	5	101	8	49	6	153
1.007	1	3	101	8	58	6	153
1.008	1	1	101	9	6	2	65
1.008	1	5	101	9	49	6	153
1.008	1	3	101	9	58	6	153
1.009	1	1	101	10	6	2	65
1.009	1	5	101	10	49	6	153
1.009	1	3	101	10	58	6	153
1.01	1	1	102	1	6	2	65
1.01	1	5	102	1	49	6	153
1.01	1	3	102	1	58	6	153
1.011	1	1	102	2	6	2	65
1.011	1	5	102	2	49	6	153
1.011	1	3	102	2	58	6	153
1.012	1	1	102	3	6	2	65
1.012	1	5	102	3	49	6	153
1.012	1	3	102	3	58	6	153
1.012	2	17	102	3	21	28	2292
1.012	2	19	102	3	62	28	2292
1.012	3	25	102	3	123	28	1479
1.013	1	1	102	4	6	28	1095
1.013	3	25	102	4	123	28	1479
1.015	1	1	102	6	6	28	1095
1.016	1	1	102	7	6	28	1095
1.017	1	1	102	8	6	28	1095
1.018	1	1	102	9	6	28	1095
1.018	1	3	102	9	58	6	153
1.019	1	1	102	10	6	2	87
1.019	2	17	102	10	21	28	2292
1.019	2	19	102	10	62	28	2292
1.019	3	25	102	10	123	28	1479
1.02	1	1	103	1	6	28	1095
1.02	1	3	103	1	58	6	153
1.02	2	17	103	1	21	28	2292
1.02	2	19	103	1	62	28	2292
1.02	3	25	103	1	123	28	1479
1.021	1	3	103	2	58	6	209
1.021	3	25	103	2	123	28	1479
1.022	1	3	103	3	58	6	209
1.023	1	3	103	4	58	6	209
1.024	1	3	103	5	58	6	209
1.025	1	3	103	6	58	6	209
1.026	1	3	103	7	58	6	209
1.026	2	17	103	7	21	28	2292
1.026	2	19	103	7	62	28	2292
1.026	3	25	103	7	123	28	1479
1.027	1	3	103	8	58	6	209
1.027	2	17	103	8	21	28	2292
1.027	2	19	103	8	62	28	2292
1.027	3	25	103	8	123	28	1479
1.028	1	3	103	9	58	28	1479
1.028	2	17	103	9	21	28	2292
1.028	2	19	103	9	62	28	2292
1.028	3	25	103	9	123	28	1479
1.029	1	3	103	10	58	28	1479
1.029	3	25	103	10	123	28	1479
1.03	1	3	104	1	58	28	1479
1.031	1	3	104	2	58	28	1479
1.032	1	3	104	3	58	28	1479
1.033	1	3	104	4	58	28	1479
1.033	2	17	104	4	21	28	2292
1.033	2	19	104	4	62	28	2292
1.033	3	25	104	4	123	28	1479
1.034	1	3	104	5	58	28	1479
1.034	2	17	104	5	21	28	2292
1.034	2	19	104	5	62	28	2292
1.034	3	25	104	5	123	28	1479
1.035	1	3	104	6	58	28	1479
1.035	2	17	104	6	21	28	2292
1.035	2	19	104	6	62	28	2292
1.035	3	25	104	6	123	28	1479
1.036	1	3	104	7	58	28	1479
1.036	3	25	104	7	123	28	1479
1.037	1	3	104	8	58	28	1479
1.038	1	3	104	9	58	28	1479
1.039	1	3	104	10	58	28	1479
1.04	1	3	105	1	58	28	1479
1.04	2	17	105	1	21	28	2292
1.04	2	19	105	1	62	28	2292
1.04	3	25	105	1	123	28	1479
1.041	1	3	105	2	58	28	1479
1.041	2	17	105	2	21	28	2292
1.041	2	19	105	2	62	28	2292
1.041	3	25	105	2	123	28	1479
1.042	1	3	105	3	58	28	1479
1.042	2	17	105	3	21	28	2292
1.042	2	19	105	3	62	28	2292
1.042	3	25	105	3	123	28	1479
1.043	1	3	105	4	58	28	1479
1.043	3	25	105	4	123	28	1479
1.044	1	3	105	5	58	28	1479
1.044	3	25	105	5	123	28	1479
1.045	1	3	105	6	58	28	1479
1.046	1	3	105	7	58	28	1479
1.046	2	17	105	7	21	28	2292
1.046	2	19	105	7	62	28	2292
1.046	3	25	105	7	123	28	1479
1.047	2	17	105	8	21	28	2292
1.047	2	19	105	8	62	28	2292
1.047	3	25	105	8	123	28	1479
1.048	2	17	105	9	21	28	2292
1.048	2	19	105	9	62	28	2292
1.048	3	25	105	9	123	28	1479
1.049	2	17	105	10	21	28	2292
1.049	2	19	105	10	62	28	2292
1.049	3	25	105	10	123	28	1479
1.05	3	25	106	1	123	28	1479
1.051	3	25	106	2	123	28	1479
1.053	2	17	106	4	21	28	2292
1.053	2	19	106	4	62	28	2292
1.053	3	25	106	4	123	28	1479
1.054	2	17	106	5	21	28	2292
1.054	2	19	106	5	62	28	2292
1.054	3	25	106	5	123	28	1479
1.055	2	17	106	6	21	28	2292
1.055	2	19	106	6	62	28	2292
1.055	3	25	106	6	123	28	1479
1.056	2	19	106	7	62	28	2292
1.056	3	25	106	7	123	28	1479
1.057	3	25	106	8	123	28	1479
1.058	2	19	106	9	62	28	2292
1.058	3	25	106	9	123	28	1479
1.059	2	19	106	10	62	28	2292
1.059	3	25	106	10	123	28	1479
1.06	2	19	107	1	62	28	2292
1.06	3	25	107	1	123	28	1479
1.061	2	19	107	2	62	28	2292
1.061	3	25	107	2	123	28	1479
1.062	2	19	107	3	62	28	2292
1.062	3	25	107	3	123	28	1479
1.063	2	19	107	4	62	28	2292
1.063	3	25	107	4	123	28	1479
1.064	3	25	107	5	123	28	1479
1.065	3	25	107	6	123	28	1479
1.066	3	25	107	7	123	28	1479
1.067	2	19	107	8	62	28	2292
1.067	3	25	107	8	123	28	1479
1.068	2	19	107	9	62	28	2292
1.068	3	25	107	9	123	28	1479
1.069	2	19	107	10	62	28	2292
1.069	3	25	107	10	123	28	1479
1.07	2	19	108	1	62	28	2292
1.07	3	25	108	1	123	28	1479
1.071	2	19	108	2	62	28	2292
1.071	3	25	108	2	123	28	1479
1.072	2	19	108	3	62	28	2292
1.072	3	25	108	3	123	28	1479
1.073	2	19	108	4	62	28	2292
1.074	2	19	108	5	62	28	2292
1.074	3	25	108	5	123	28	1479
1.075	2	19	108	6	62	28	2292
1.075	3	25	108	6	123	28	1479
1.076	2	19	108	7	62	28	2292
1.076	3	25	108	7	123	28	1479
1.077	2	19	108	8	62	28	2292
1.077	3	25	108	8	123	28	1479
1.078	2	19	108	9	62	28	2292
1.078	3	25	108	9	123	28	1479
1.079	2	19	108	10	62	28	2292
1.079	3	25	108	10	123	28	1479
1.08	2	19	109	1	62	28	2292
1.081	2	19	109	2	62	28	2292
1.081	3	25	109	2	123	28	1479
1.082	2	19	109	3	62	28	2292
1.082	3	25	109	3	123	28	1479
1.083	2	19	109	4	62	28	2292
1.083	3	25	109	4	123	28	1479
1.084	2	19	109	5	62	28	2292
1.084	3	25	109	5	123	28	1479
1.085	2	19	109	6	62	28	2292
1.085	3	25	109	6	123	28	1479
1.086	2	19	109	7	62	28	2292
1.086	3	25	109	7	123	28	1479
1.087	2	19	109	8	62	28	2292
1.087	3	25	109	8	123	28	1479
1.088	2	19	109	9	62	28	2292
1.088	3	25	109	9	123	28	1479
1.089	2	19	109	10	62	28	2292
1.089	3	25	109	10	123	28	1479
1.09	3	25	110	1	123	28	1479
1.091	3	25	110	2	123	28	1479
1.092	3	25	110	3	123	28	1479
1.093	3	25	110	4	123	28	1479
1.094	2	19	110	5	62	28	2292
1.094	3	25	110	5	123	28	1479
1.095	2	19	110	6	62	28	2292
1.095	3	25	110	6	123	28	1479
1.096	3	25	110	7	123	28	1479
1.097	3	25	110	8	123	28	1479
1.098	3	25	110	9	123	28	1479
1.099	3	25	110	10	123	28	1479
1.1	1	1	111	1	6	28	1095
1.1	1	3	111	1	58	28	1095
1.1	3	25	111	1	123	28	1479
1.101	1	1	111	2	6	28	1095
1.101	1	3	111	2	58	28	1095
1.101	2	19	111	2	62	28	2292
1.101	3	25	111	2	123	28	1479
1.102	2	19	111	3	62	28	2292
1.102	3	25	111	3	123	28	1479
1.103	2	19	111	4	62	28	2292
1.103	3	25	111	4	123	28	1479
1.104	2	19	111	5	62	28	2292
1.104	3	25	111	5	123	28	1479
1.105	2	19	111	6	62	28	2292
1.105	3	25	111	6	123	28	1479
1.106	2	19	111	7	62	28	2292
1.106	3	25	111	7	123	28	1479
1.107	2	19	111	8	62	28	2292
1.107	3	25	111	8	123	28	1479
1.108	2	19	111	9	62	28	2292
1.108	3	25	111	9	123	28	1479
1.109	2	19	111	10	62	28	2292
1.109	3	25	111	10	123	28	1479
1.11	3	25	112	1	123	28	1479
1.111	3	25	112	2	123	28	1479
1.112	3	25	112	3	123	28	1479
1.113	3	25	112	4	123	28	1479
1.114	3	25	112	5	123	28	1479
1.115	2	19	112	6	62	28	2292
1.115	3	25	112	6	123	28	1479
1.116	2	19	112	7	62	28	2292
1.116	3	25	112	7	123	28	1479
1.117	2	19	112	8	62	28	2292
1.117	3	25	112	8	123	28	1479
1.118	3	25	112	9	123	28	1479
1.119	3	25	112	10	123	28	1479
1.12	3	25	113	1	123	28	1479
1.121	3	25	113	2	123	28	1479
1.122	2	19	113	3	62	28	2292
1.122	3	25	113	3	123	28	1479
1.123	2	19	113	4	62	28	2292
1.123	3	25	113	4	123	28	1479
1.124	2	19	113	5	62	28	2292
1.124	3	25	113	5	123	28	1479
1.125	3	25	113	6	123	28	1479
1.126	3	25	113	7	123	28	1479
1.127	3	25	113	8	123	28	1479
1.128	2	19	113	9	62	28	2292
1.128	3	25	113	9	123	28	1479
1.129	2	19	113	10	62	28	2292
1.129	3	25	113	10	123	28	1479
1.13	2	19	114	1	62	28	2292
1.13	3	25	114	1	123	28	1479
1.131	3	25	114	2	123	28	1479
1.132	3	25	114	3	123	28	1479
1.133	3	25	114	4	123	28	1479
1.134	3	25	114	5	123	28	1479
1.135	2	19	114	6	62	28	2292
1.135	3	25	114	6	123	28	1479
1.136	2	19	114	7	62	28	2292
1.136	3	25	114	7	123	28	1479
1.137	2	19	114	8	62	28	2292
1.137	3	25	114	8	123	28	1479
1.138	2	19	114	9	62	28	2292
1.138	3	25	114	9	123	28	1479
1.139	2	19	114	10	62	28	2292
1.139	3	25	114	10	123	28	1479
1.14	2	19	115	1	62	28	2292
1.14	3	25	115	1	123	28	1479
1.141	2	17	115	2	21	28	2292
1.141	2	19	115	2	62	28	2292
1.141	3	25	115	2	123	28	1479
1.142	2	17	115	3	21	28	2292
1.142	2	19	115	3	62	28	2292
1.142	3	25	115	3	123	28	1479
1.143	2	17	115	4	21	28	2292
1.143	2	19	115	4	62	28	2292
1.143	3	25	115	4	123	28	1479
1.144	2	17	115	5	21	28	2292
1.144	2	19	115	5	62	28	2292
1.144	3	25	115	5	123	28	1479
1.145	2	17	115	6	21	28	4587
1.145	3	25	115	6	123	28	1479
1.146	3	25	115	7	123	28	1479
1.147	3	25	115	8	123	28	1479
1.148	3	25	115	9	123	28	1479
1.149	2	19	115	10	62	28	2292
1.149	2	17	115	10	21	28	2292
1.149	3	25	115	10	123	28	1479
1.15	2	19	116	1	62	28	2292
1.15	2	17	116	1	21	28	2292
1.15	3	25	116	1	123	28	1479
1.151	2	19	116	2	62	28	2292
1.151	2	17	116	2	21	28	2292
1.151	3	25	116	2	123	28	1479
1.152	2	19	116	3	62	28	2292
1.152	2	17	116	3	21	28	2292
1.152	3	25	116	3	123	28	1479
1.153	2	17	116	4	21	28	4587
1.153	3	25	116	4	123	28	1479
1.154	3	25	116	5	123	28	1479
1.155	3	25	116	6	123	28	1479
1.156	2	19	116	7	62	28	2292
1.156	2	17	116	7	21	28	2292
1.156	3	25	116	7	123	28	1479
1.157	2	19	116	8	62	28	2292
1.157	3	25	116	8	123	28	1479
1.158	3	25	116	9	123	28	1479
1.159	3	25	116	10	123	28	1479
1.16	3	25	117	1	123	28	1479
1.161	3	25	117	2	123	28	1479
1.162	3	25	117	3	123	28	1479
1.163	3	25	117	4	123	28	1479
1.164	3	25	117	5	123	28	1479
1.165	3	25	117	6	123	28	1479
1.166	3	25	117	7	123	28	1479
1.167	3	25	117	8	123	28	1479
1.169	1	5	117	10	49	6	325
1.169	3	25	117	10	123	28	1479
1.17	1	5	118	1	49	6	325
1.17	3	25	118	1	123	28	1479
1.171	1	5	118	2	49	6	325
1.171	3	25	118	2	123	28	1479
1.172	1	5	118	3	49	6	325
1.172	3	25	118	3	123	28	1479
1.173	1	5	118	4	49	6	325
1.173	3	25	118	4	123	28	1479
1.174	1	5	118	5	49	6	325
1.174	3	25	118	5	123	28	1479
1.175	1	5	118	6	49	6	325
1.176	3	25	118	7	123	28	1479
1.177	3	25	118	8	123	28	1479
1.178	3	25	118	9	123	28	1479
1.179	1	5	118	10	49	28	2292
1.179	3	25	118	10	123	28	1479
1.18	1	5	119	1	49	28	2292
1.18	3	25	119	1	123	28	1479
1.181	1	5	119	2	49	28	2292
1.181	3	25	119	2	123	28	1479
1.182	1	5	119	3	49	28	2292
1.182	2	19	119	3	62	28	2292
1.182	3	25	119	3	123	28	1479
1.183	1	5	119	4	49	28	2292
1.183	2	19	119	4	62	28	2292
1.183	3	25	119	4	123	28	1479
1.184	1	5	119	5	49	28	2292
1.184	2	19	119	5	62	28	2292
1.184	3	25	119	5	123	28	1479
1.185	1	5	119	6	49	28	2292
1.185	2	19	119	6	62	28	2292
1.185	3	25	119	6	123	28	1479
1.186	1	5	119	7	49	28	2292
1.186	2	19	119	7	62	28	2292
1.186	3	25	119	7	123	28	1479
1.187	1	5	119	8	49	28	2292
1.187	2	19	119	8	62	28	2292
1.187	3	25	119	8	123	28	1479
1.188	1	5	119	9	49	28	2292
1.188	3	25	119	9	123	28	1479
1.189	1	5	119	10	49	28	2292
1.189	3	25	119	10	123	28	1479
1.19	1	5	120	1	49	28	2292
1.19	2	19	120	1	62	28	2292
1.19	3	25	120	1	123	28	1479
1.191	1	5	120	2	49	28	2292
1.191	2	19	120	2	62	28	2292
1.191	3	25	120	2	123	28	1479
1.192	1	5	120	3	49	28	2292
1.192	2	19	120	3	62	28	2292
1.192	3	25	120	3	123	28	1479
1.193	1	5	120	4	49	28	2292
1.193	2	19	120	4	62	28	2292
1.193	3	25	120	4	123	28	1479
1.194	1	3	120	5	58	6	153
1.194	1	1	120	5	6	2	65
1.194	1	5	120	5	49	28	1095
1.194	2	19	120	5	62	28	2292
1.194	3	25	120	5	123	28	1479
1.195	1	3	120	6	58	6	153
1.195	1	1	120	6	6	2	65
1.195	1	5	120	6	49	28	1095
1.195	3	25	120	6	123	28	1479
1.196	1	3	120	7	58	6	153
1.196	1	1	120	7	6	2	65
1.196	1	5	120	7	49	28	1095
1.197	1	3	120	8	58	6	209
1.197	1	1	120	8	6	2	87
1.197	2	19	120	8	62	28	2292
1.197	3	25	120	8	123	28	1479
1.198	1	3	120	9	58	6	209
1.198	1	1	120	9	6	2	87
1.198	2	19	120	9	62	28	2292
1.198	3	25	120	9	123	28	1479
1.199	1	3	120	10	58	6	209
1.199	1	1	120	10	6	2	87
1.199	2	19	120	10	62	28	2292
1.199	3	25	120	10	123	28	1479
1.2	1	3	121	1	58	6	209
1.2	1	1	121	1	6	2	87
1.2	2	19	121	1	62	28	2292
1.2	3	25	121	1	123	28	1479
1.201	1	1	121	2	6	2	137
1.201	2	19	121	2	62	28	2292
1.201	3	25	121	2	123	28	1479
1.202	1	1	121	3	6	2	87
1.202	3	25	121	3	123	28	1479
1.203	1	1	121	4	6	2	87
1.203	2	19	121	4	62	28	2292
1.203	3	25	121	4	123	28	1479
1.204	1	1	121	5	6	2	87
1.204	2	19	121	5	62	28	2292
1.204	3	25	121	5	123	28	1479
1.205	1	1	121	6	6	2	87
1.205	2	19	121	6	62	28	2292
1.205	3	25	121	6	123	28	1479
1.206	1	1	121	7	6	2	87
1.206	2	19	121	7	62	28	2292
1.206	3	25	121	7	123	28	1479
1.207	1	1	121	8	6	2	87
1.207	2	19	121	8	62	28	2292
1.207	3	25	121	8	123	28	1479
1.208	1	1	121	9	6	2	87
1.208	3	25	121	9	123	28	1479
1.209	1	1	121	10	6	28	1479
1.209	3	25	121	10	123	28	1479
1.21	1	1	122	1	6	2	87
1.21	2	19	122	1	62	28	2292
1.21	3	25	122	1	123	28	1479
1.211	1	1	122	2	6	28	1479
1.211	3	25	122	2	123	28	1479
1.212	1	1	122	3	6	28	1479
1.212	3	25	122	3	123	28	1479
1.213	1	1	122	4	6	2	87
1.213	2	19	122	4	62	28	2292
1.213	3	25	122	4	123	28	1479
1.214	1	1	122	5	6	28	1479
1.214	3	25	122	5	123	28	1479
1.215	1	1	122	6	6	28	1479
1.215	3	25	122	6	123	28	1479
1.216	1	1	122	7	6	28	1479
1.216	3	25	122	7	123	28	1479
1.217	3	25	122	8	123	28	1479
1.218	3	25	122	9	123	28	1479
1.219	3	25	122	10	123	28	1479
1.22	3	25	123	1	123	28	1479
1.221	3	25	123	2	123	28	1479
1.222	3	25	123	3	123	28	1479
1.223	3	25	123	4	123	28	1479
1.224	3	25	123	5	123	28	1479
1.225	3	25	123	6	123	28	1479
1.226	3	25	123	7	123	28	1479
1.227	3	25	123	8	123	28	1479
1.228	3	25	123	9	123	28	1479
1.229	3	25	123	10	123	28	1479
1.23	3	25	124	1	123	28	1479
1.231	3	25	124	2	123	28	1479
1.232	3	25	124	3	123	28	1479
1.233	3	25	124	4	123	28	1479
1.234	3	25	124	5	123	28	1479
1.235	3	25	124	6	123	28	1479
1.236	3	25	124	7	123	28	1479
1.237	3	25	124	8	123	28	1479
1.238	3	25	124	9	123	28	1479
1.239	3	25	124	10	123	28	1479
1.24	3	25	125	1	123	28	1479
1.241	3	25	125	2	123	28	1479
1.242	3	25	125	3	123	28	1479
1.243	3	25	125	4	123	28	1479
1.244	3	25	125	5	123	28	1479
1.245	3	25	125	6	123	28	1479
1.246	3	25	125	7	123	28	1479
1.247	3	25	125	8	123	28	1479
1.248	3	25	125	9	123	28	1479
1.249	3	25	125	10	123	28	1479
1.25	3	25	126	1	123	28	1479
1.251	3	25	126	2	123	28	1479
1.252	3	25	126	3	123	28	1479
1.253	3	25	126	4	123	28	1479
1.254	3	25	126	5	123	28	1479
1.255	3	25	126	6	123	28	1479
1.256	3	25	126	7	123	28	1479
1.257	3	25	126	8	123	28	1479
1.258	3	25	126	9	123	28	1479
1.259	3	25	126	10	123	28	1479
1.26	3	25	127	1	123	28	1479
1.261	3	25	127	2	123	28	1479
1.262	3	25	127	3	123	28	1479
1.263	3	25	127	4	123	28	1479
1.265	3	25	127	6	123	28	1479
1.266	3	25	127	7	123	28	1479
1.267	3	25	127	8	123	28	1479
1.268	3	25	127	9	123	28	1479
1.269	3	25	127	10	123	28	1479
1.27	3	25	128	1	123	28	1479
1.272	3	25	128	3	123	28	1479
1.273	3	25	128	4	123	28	1479
1.274	3	25	128	5	123	28	1479
1.275	3	25	128	6	123	28	1479
1.276	3	25	128	7	123	28	1479
1.277	3	25	128	8	123	28	1479
1.278	3	25	128	9	123	28	1479
1.279	3	25	128	10	123	28	1479
1.28	3	25	129	1	123	28	1479
1.281	3	25	129	2	123	28	1479
1.282	3	25	129	3	123	28	1479
1.283	3	25	129	4	123	28	1479
1.284	3	25	129	5	123	28	1479
1.285	3	25	129	6	123	28	1479
1.286	3	25	129	7	123	28	1479
1.287	3	25	129	8	123	28	1479
1.288	1	1	129	9	6	2	65
1.288	3	25	129	9	123	28	1479
1.289	1	1	129	10	6	2	65
1.289	3	25	129	10	123	28	1479
1.29	1	1	130	1	6	2	65
1.29	3	25	130	1	123	28	1479
1.291	1	1	130	2	6	2	65
1.292	1	1	130	3	6	2	65
1.292	3	25	130	3	123	28	1479
1.293	1	1	130	4	6	2	65
1.293	3	25	130	4	123	28	1479
1.294	1	1	130	5	6	2	65
1.294	3	25	130	5	123	28	1479
1.295	1	1	130	6	6	28	1095
1.295	3	25	130	6	123	28	1479
1.296	3	25	130	7	123	28	1479
1.297	1	1	130	8	6	28	1095
1.297	3	25	130	8	123	28	1479
1.298	1	1	130	9	6	28	1095
1.298	3	25	130	9	123	28	1479
1.299	1	1	130	10	6	4	105
1.299	3	25	130	10	123	28	1479
1.3	1	1	131	1	6	28	1095
1.301	1	1	131	2	6	28	1095
1.301	2	17	131	2	21	28	2292
1.302	1	1	131	3	6	28	1095
1.302	2	17	131	3	21	28	2292
1.303	2	17	131	4	21	28	2292
1.304	2	17	131	5	21	28	2292
1.305	2	17	131	6	21	28	2292
1.306	2	17	131	7	21	28	2292
1.307	2	17	131	8	21	28	2292
1.308	2	17	131	9	21	28	2292
1.309	2	17	131	10	21	28	2292
1.31	2	17	132	1	21	28	2292
1.311	2	17	132	2	21	28	2292
1.312	2	17	132	3	21	28	2292
1.313	2	17	132	4	21	28	2292
1.314	2	17	132	5	21	28	2292
1.315	2	17	132	6	21	28	2292
1.316	2	17	132	7	21	28	2292
1.319	2	17	132	10	21	28	2292
1.32	2	17	133	1	21	28	2292
1.321	2	17	133	2	21	28	2292
1.322	2	17	133	3	21	28	2292
1.323	2	17	133	4	21	28	2292
1.324	2	17	133	5	21	28	2292
1.325	2	17	133	6	21	28	2292
1.326	2	17	133	7	21	28	2292
1.327	2	17	133	8	21	28	2292
1.328	2	17	133	9	21	28	2292
1.329	1	5	133	10	49	6	209
1.329	2	17	133	10	21	28	2292
1.33	1	5	134	1	49	6	209
1.331	1	5	134	2	49	6	209
1.332	1	5	134	3	49	6	209
1.333	1	5	134	4	49	6	209
1.333	2	17	134	4	21	28	2292
1.334	1	5	134	5	49	6	209
1.334	2	17	134	5	21	28	2292
1.335	1	5	134	6	49	6	209
1.335	2	17	134	6	21	28	2292
1.336	1	5	134	7	49	28	1479
1.336	2	17	134	7	21	28	2292
1.337	2	17	134	8	21	28	2292
1.338	1	3	134	9	58	6	209
1.338	1	5	134	9	49	28	1479
1.339	1	3	134	10	58	6	209
1.339	1	5	134	10	49	28	1479
1.34	1	3	135	1	58	6	209
1.34	1	5	135	1	49	28	1479
1.34	2	17	135	1	21	28	2292
1.341	1	3	135	2	58	6	209
1.341	1	5	135	2	49	28	1479
1.341	2	17	135	2	21	28	2292
1.342	1	3	135	3	58	6	209
1.342	1	5	135	3	49	28	1479
1.342	2	19	135	3	62	28	2292
1.342	2	17	135	3	21	28	2292
1.343	1	3	135	4	58	6	209
1.343	1	5	135	4	49	28	1479
1.343	2	19	135	4	62	28	2292
1.343	2	17	135	4	21	28	2292
1.344	1	3	135	5	58	6	325
1.344	2	19	135	5	62	28	2292
1.344	2	17	135	5	21	28	2292
1.345	1	3	135	6	58	6	325
1.345	2	19	135	6	62	28	4587
1.346	1	3	135	7	58	6	325
1.347	2	17	135	8	21	28	2292
1.347	2	19	135	8	62	28	2292
1.348	2	17	135	9	21	28	2292
1.348	2	19	135	9	62	28	2292
1.349	2	17	135	10	21	28	2292
1.349	2	19	135	10	62	28	2292
1.35	2	17	136	1	21	28	2292
1.35	2	19	136	1	62	28	2292
1.351	2	17	136	2	21	28	2292
1.351	2	19	136	2	62	28	2292
1.352	2	17	136	3	21	28	4587
1.353	2	17	136	4	21	28	4587
1.354	2	17	136	5	21	28	2292
1.355	2	17	136	6	21	28	2292
1.356	2	17	136	7	21	28	2292
1.357	2	17	136	8	21	28	2292
1.36	2	17	137	1	21	28	2292
1.361	2	17	137	2	21	28	2292
1.362	2	17	137	3	21	28	2292
1.364	2	17	137	5	21	28	2292
1.365	2	17	137	6	21	28	2292
1.366	2	17	137	7	21	28	2292
1.367	2	17	137	8	21	28	2292
1.368	2	17	137	9	21	28	2292
1.369	2	17	137	10	21	28	2292
1.371	2	17	138	2	21	28	2292
1.374	2	17	138	5	21	28	2292
1.381	2	17	139	2	21	28	2292
1.382	1	3	139	3	58	6	153
1.382	1	1	139	3	6	28	1095
1.382	1	5	139	3	49	28	1095
1.383	1	3	139	4	58	6	153
1.383	1	1	139	4	6	28	1095
1.383	1	5	139	4	49	28	1095
1.384	1	3	139	5	58	6	325
1.385	1	3	139	6	58	6	325
1.386	1	3	139	7	58	6	325
1.387	1	3	139	8	58	6	325
1.388	1	3	139	9	58	6	325
1.388	2	17	139	9	21	28	2292
1.395	1	3	140	6	58	28	2292
1.395	2	17	140	6	21	28	2292
1.396	2	17	140	7	21	28	2292
1.397	1	3	140	8	58	28	2292
1.398	1	3	140	9	58	28	2292
1.399	1	3	140	10	58	28	2292
1.4	1	3	141	1	58	28	2292
1.401	1	3	141	2	58	28	2292
1.401	2	17	141	2	21	28	2292
1.402	1	3	141	3	58	28	2292
1.402	2	17	141	3	21	28	2292
1.403	1	3	141	4	58	28	2292
1.403	2	17	141	4	21	28	2292
1.403	3	25	141	4	123	28	1479
1.404	1	3	141	5	58	28	2292
1.404	3	25	141	5	123	28	1479
1.405	1	3	141	6	58	28	2292
1.405	3	25	141	6	123	28	1479
1.406	1	3	141	7	58	28	2292
1.406	3	25	141	7	123	28	1479
1.407	1	3	141	8	58	28	2292
1.407	3	25	141	8	123	28	1479
1.408	1	3	141	9	58	28	2292
1.408	2	17	141	9	21	28	2292
1.408	3	25	141	9	123	28	1479
1.409	1	3	141	10	58	28	2292
1.409	2	17	141	10	21	28	2292
1.409	3	25	141	10	123	28	1479
1.41	1	3	142	1	58	28	2292
1.41	2	17	142	1	21	28	2292
1.41	3	25	142	1	123	28	1479
1.411	1	3	142	2	58	28	2292
1.411	3	25	142	2	123	28	1479
1.412	1	3	142	3	58	28	2292
1.412	2	17	142	3	21	28	2292
1.412	3	25	142	3	123	28	1479
1.413	1	3	142	4	58	28	2292
1.413	2	17	142	4	21	28	2292
1.413	3	25	142	4	123	28	1479
1.414	1	3	142	5	58	28	2292
1.414	2	17	142	5	21	28	2292
1.414	3	25	142	5	123	28	1479
1.415	1	3	142	6	58	28	2292
1.415	2	17	142	6	21	28	2292
1.415	3	25	142	6	123	28	1479
1.416	1	3	142	7	58	28	2292
1.416	2	17	142	7	21	28	2292
1.416	3	25	142	7	123	28	1479
1.417	1	3	142	8	58	28	2292
1.417	2	17	142	8	21	28	2292
1.417	3	25	142	8	123	28	1479
1.418	1	3	142	9	58	28	2292
1.418	3	25	142	9	123	28	1479
1.419	1	3	142	10	58	28	2292
1.419	3	25	142	10	123	28	1479
1.42	1	3	143	1	58	28	2292
1.42	3	25	143	1	123	28	1479
1.421	1	3	143	2	58	28	2292
1.421	3	25	143	2	123	28	1479
1.422	1	3	143	3	58	28	2292
1.422	2	17	143	3	21	28	2292
1.422	3	25	143	3	123	28	1479
1.423	1	3	143	4	58	28	2292
1.423	2	17	143	4	21	28	2292
1.423	3	25	143	4	123	28	1479
1.424	1	3	143	5	58	28	2292
1.424	2	17	143	5	21	28	2292
1.424	3	25	143	5	123	28	1479
1.425	1	3	143	6	58	28	2292
1.425	3	25	143	6	123	28	1479
1.426	1	3	143	7	58	28	2292
1.426	3	25	143	7	123	28	1479
1.427	1	3	143	8	58	28	2292
1.427	3	25	143	8	123	28	1479
1.428	1	3	143	9	58	28	2292
1.428	3	25	143	9	123	28	1479
1.429	1	3	143	10	58	28	2292
1.429	2	17	143	10	21	28	2292
1.429	3	25	143	10	123	28	1479
1.43	1	3	144	1	58	28	2292
1.43	2	17	144	1	21	28	2292
1.43	3	25	144	1	123	28	1479
1.431	1	3	144	2	58	28	2292
1.431	2	17	144	2	21	28	2292
1.431	3	25	144	2	123	28	1479
1.432	1	3	144	3	58	28	2292
1.432	3	25	144	3	123	28	1479
1.433	1	3	144	4	58	28	2292
1.433	3	25	144	4	123	28	1479
1.434	1	3	144	5	58	28	2292
1.434	3	25	144	5	123	28	1479
1.435	1	3	144	6	58	28	2292
1.435	3	25	144	6	123	28	1479
1.436	1	3	144	7	58	28	2292
1.436	2	17	144	7	21	28	2292
1.436	3	25	144	7	123	28	1479
1.437	1	3	144	8	58	28	2292
1.437	2	17	144	8	21	28	2292
1.437	3	25	144	8	123	28	1479
1.438	1	3	144	9	58	28	2292
1.438	2	17	144	9	21	28	2292
1.438	3	25	144	9	123	28	1479
1.439	2	17	144	10	21	28	2292
