-500	-500	1.5	0.150427
-500	-489.899	1.5	0.152434
-500	-479.798	1.5	0.154432
-500	-469.697	1.5	0.156417
-500	-459.596	1.5	0.158387
-500	-449.495	1.5	0.160337
-500	-439.394	1.5	0.162263
-500	-429.293	1.5	0.164162
-500	-419.192	1.5	0.166029
-500	-409.091	1.5	0.16786
-500	-398.99	1.5	0.16965
-500	-388.889	1.5	0.171395
-500	-378.788	1.5	0.173089
-500	-368.687	1.5	0.174729
-500	-358.586	1.5	0.176308
-500	-348.485	1.5	0.177823
-500	-338.384	1.5	0.179268
-500	-328.283	1.5	0.180638
-500	-318.182	1.5	0.181929
-500	-308.081	1.5	0.183135
-500	-297.98	1.5	0.184253
-500	-287.879	1.5	0.185459
-500	-277.778	1.5	0.188801
-500	-267.677	1.5	0.192194
-500	-257.576	1.5	0.195635
-500	-247.475	1.5	0.199122
-500	-237.374	1.5	0.202652
-500	-227.273	1.5	0.20622
-500	-217.172	1.5	0.209824
-500	-207.071	1.5	0.213459
-500	-196.97	1.5	0.217118
-500	-186.869	1.5	0.220797
-500	-176.768	1.5	0.224487
-500	-166.667	1.5	0.228182
-500	-156.566	1.5	0.231872
-500	-146.465	1.5	0.23555
-500	-136.364	1.5	0.239204
-500	-126.263	1.5	0.242824
-500	-116.162	1.5	0.246399
-500	-106.061	1.5	0.249915
-500	-95.9596	1.5	0.25336
-500	-85.8586	1.5	0.256721
-500	-75.7576	1.5	0.259983
-500	-65.6566	1.5	0.263131
-500	-55.5556	1.5	0.266151
-500	-45.4545	1.5	0.269028
-500	-35.3535	1.5	0.271747
-500	-25.2525	1.5	0.274294
-500	-15.1515	1.5	0.276654
-500	-5.05051	1.5	0.278814
-500	5.05051	1.5	0.280761
-500	15.1515	1.5	0.282484
-500	25.2525	1.5	0.283971
-500	35.3535	1.5	0.285214
-500	45.4545	1.5	0.286205
-500	55.5556	1.5	0.286938
-500	65.6566	1.5	0.287408
-500	75.7576	1.5	0.287612
-500	85.8586	1.5	0.287551
-500	95.9596	1.5	0.287224
-500	106.061	1.5	0.286635
-500	116.162	1.5	0.285787
-500	126.263	1.5	0.284688
-500	136.364	1.5	0.283343
-500	146.465	1.5	0.281763
-500	156.566	1.5	0.279956
-500	166.667	1.5	0.277935
-500	176.768	1.5	0.275712
-500	186.869	1.5	0.273298
-500	196.97	1.5	0.270707
-500	207.071	1.5	0.267952
-500	217.172	1.5	0.265048
-500	227.273	1.5	0.262008
-500	237.374	1.5	0.258846
-500	247.475	1.5	0.255575
-500	257.576	1.5	0.252208
-500	267.677	1.5	0.248759
-500	277.778	1.5	0.245239
-500	287.879	1.5	0.24166
-500	297.98	1.5	0.238034
-500	308.081	1.5	0.234371
-500	318.182	1.5	0.230681
-500	328.283	1.5	0.226972
-500	338.384	1.5	0.223255
-500	348.485	1.5	0.219536
-500	358.586	1.5	0.215823
-500	368.687	1.5	0.212123
-500	378.788	1.5	0.208442
-500	388.889	1.5	0.204784
-500	398.99	1.5	0.201156
-500	409.091	1.5	0.19756
-500	419.192	1.5	0.194003
-500	429.293	1.5	0.190486
-500	439.394	1.5	0.187012
-500	449.495	1.5	0.183585
-500	459.596	1.5	0.180207
-500	469.697	1.5	0.176879
-500	479.798	1.5	0.173603
-500	489.899	1.5	0.17038
-500	500	1.5	0.167212
-489.899	-500	1.5	0.153309
-489.899	-489.899	1.5	0.1554
-489.899	-479.798	1.5	0.157482
-489.899	-469.697	1.5	0.159553
-489.899	-459.596	1.5	0.161608
-489.899	-449.495	1.5	0.163644
-489.899	-439.394	1.5	0.165657
-489.899	-429.293	1.5	0.167641
-489.899	-419.192	1.5	0.169594
-489.899	-409.091	1.5	0.17151
-489.899	-398.99	1.5	0.173384
-489.899	-388.889	1.5	0.175211
-489.899	-378.788	1.5	0.176986
-489.899	-368.687	1.5	0.178704
-489.899	-358.586	1.5	0.180359
-489.899	-348.485	1.5	0.181947
-489.899	-338.384	1.5	0.183461
-489.899	-328.283	1.5	0.184897
-489.899	-318.182	1.5	0.186249
