% time	cellId	IMSI	RNTI	sinrLinear
7.481	4	36	121	1642.15
7.483	3	25	123	310.735
7.486	4	33	126	1112.09
7.505	4	35	145	1820.75
7.52	3	22	160	320.401
7.521	3	21	237	0.00320559
7.521	6	57	1	1.29103
7.521	7	69	1	137.232
7.522	6	58	2	2.13828
7.522	7	70	2	45.905
7.523	1	4	3	1.07165
7.523	6	59	3	0.762166
7.523	7	63	3	50.1255
7.524	3	28	219	0.194347
7.524	7	65	4	76.5454
7.525	7	68	5	27272.9
7.526	1	1	6	0.952817
7.526	7	62	6	16.2387
7.527	1	8	7	0.926507
7.527	7	61	7	46.8656
7.528	1	7	8	0.505694
7.528	6	60	8	0.38221
7.528	7	64	8	135.493
7.531	7	66	11	27391.8
7.532	5	42	12	0.377296
7.532	6	53	12	0.0495388
7.532	7	67	12	12.176
7.535	1	10	15	0.0039477
7.535	2	20	15	0.381015
7.539	1	2	19	1629.93
7.541	2	17	21	450.692
7.543	1	9	23	0.751805
7.543	3	23	23	0.114909
7.543	5	43	23	0.00672945
7.55	6	52	30	1459.33
7.553	4	40	33	0.514981
7.553	5	45	33	0.430058
7.554	2	11	34	428.744
7.556	2	18	36	484.862
7.557	4	38	37	922.747
7.56	6	55	40	905.497
7.562	4	37	42	1226.22
7.564	2	16	44	433.954
7.565	5	50	45	501.236
7.569	1	5	49	4.18281
7.569	5	47	49	0.364205
7.574	6	56	54	1123.92
7.575	6	54	55	1613.37
7.576	5	46	56	500.21
7.578	1	3	58	3.994
7.578	5	41	58	0.268403
7.579	1	6	59	1.31032
7.579	3	30	59	0.227698
7.582	2	19	62	444.422
7.585	3	27	65	319.381
7.587	5	49	67	440.372
7.593	2	12	73	464.834
7.594	4	39	74	1197.36
7.597	5	48	77	473.291
7.601	6	51	81	947.006
7.605	3	29	85	366.646
7.609	4	34	89	1278.1
7.613	4	31	93	1853.03
7.614	3	24	94	413.058
7.619	2	15	99	513.098
7.622	3	26	102	360.762
7.625	5	44	105	361.899
7.628	2	14	108	470.493
7.63	4	32	110	948.443
7.636	2	13	116	487.216
7.641	4	36	121	1642.15
7.643	3	25	123	310.735
7.646	4	33	126	1112.09
7.665	4	35	145	1820.75
7.68	3	22	160	320.401
7.681	3	21	237	0.00320559
7.681	6	57	1	1.29103
7.681	7	69	1	137.232
7.682	6	58	2	2.13828
7.682	7	70	2	45.905
7.683	1	4	3	1.07165
7.683	6	59	3	0.762166
7.683	7	63	3	50.1255
7.684	3	28	219	0.194347
7.684	7	65	4	76.5454
7.685	7	68	5	27272.9
7.686	1	1	6	0.952817
7.686	7	62	6	16.2387
7.687	1	8	7	0.926507
7.687	7	61	7	46.8656
7.688	1	7	8	0.505694
7.688	6	60	8	0.38221
7.688	7	64	8	135.493
7.691	7	66	11	27391.8
7.692	5	42	12	0.377296
7.692	6	53	12	0.0495388
7.692	7	67	12	12.176
7.695	1	10	15	0.0039477
7.695	2	20	15	0.381015
7.699	1	2	19	1629.93
7.701	2	17	21	450.692
7.703	1	9	23	0.751805
7.703	3	23	23	0.114909
7.703	5	43	23	0.00672945
7.71	6	52	30	1459.33
7.713	4	40	33	0.514981
7.713	5	45	33	0.430058
7.714	2	11	34	428.744
7.716	2	18	36	484.862
7.717	4	38	37	922.747
7.72	6	55	40	905.497
7.722	4	37	42	1226.22
7.724	2	16	44	433.954
7.725	5	50	45	501.236
7.729	1	5	49	4.18281
7.729	5	47	49	0.364205
7.734	6	56	54	1123.92
7.735	6	54	55	1613.37
7.736	5	46	56	500.21
7.738	1	3	58	3.994
7.738	5	41	58	0.268403
7.739	1	6	59	1.31032
7.739	3	30	59	0.227698
7.742	2	19	62	444.422
7.745	3	27	65	319.381
7.747	5	49	67	440.372
7.753	2	12	73	464.834
7.754	4	39	74	1197.36
7.757	5	48	77	473.291
7.761	6	51	81	947.006
7.765	3	29	85	366.646
7.769	4	34	89	1278.1
7.773	4	31	93	1853.03
7.774	3	24	94	413.058
7.779	2	15	99	513.098
7.782	3	26	102	360.762
7.785	5	44	105	361.899
7.788	2	14	108	470.493
7.79	4	32	110	948.443
7.796	2	13	116	487.216
7.801	4	36	121	1642.15
7.803	3	25	123	310.735
7.806	4	33	126	1112.09
7.825	4	35	145	1820.75
7.84	3	22	160	320.401
7.841	3	21	237	0.00320559
7.841	6	57	1	1.29103
7.841	7	69	1	137.232
7.842	6	58	2	2.13828
7.842	7	70	2	45.905
7.843	1	4	3	1.07165
7.843	6	59	3	0.762166
7.843	7	63	3	50.1255
7.844	3	28	219	0.194347
7.844	7	65	4	76.5454
7.845	7	68	5	27272.9
7.846	1	1	6	0.952817
7.846	7	62	6	16.2387
7.847	1	8	7	0.926507
7.847	7	61	7	46.8656
7.848	1	7	8	0.505694
7.848	6	60	8	0.38221
7.848	7	64	8	135.493
7.851	7	66	11	27391.8
7.852	5	42	12	0.377296
7.852	6	53	12	0.0495388
7.852	7	67	12	12.176
7.855	1	10	15	0.0039477
7.855	2	20	15	0.381015
7.859	1	2	19	1629.93
7.861	2	17	21	450.692
7.863	1	9	23	0.751805
7.863	3	23	23	0.114909
7.863	5	43	23	0.00672945
7.87	6	52	30	1459.33
7.873	4	40	33	0.514981
7.873	5	45	33	0.430058
7.874	2	11	34	428.744
7.876	2	18	36	484.862
7.877	4	38	37	922.747
7.88	6	55	40	905.497
7.882	4	37	42	1226.22
7.884	2	16	44	433.954
7.885	5	50	45	501.236
7.889	1	5	49	4.18281
7.889	5	47	49	0.364205
7.894	6	56	54	1123.92
7.895	6	54	55	1613.37
7.896	5	46	56	500.21
7.898	1	3	58	3.994
7.898	5	41	58	0.268403
7.899	1	6	59	1.31032
7.899	3	30	59	0.227698
7.902	2	19	62	444.422
7.905	3	27	65	319.381
7.907	5	49	67	440.372
7.913	2	12	73	464.834
7.914	4	39	74	1197.36
7.917	5	48	77	473.291
7.921	6	51	81	947.006
7.925	3	29	85	366.646
7.929	4	34	89	1278.1
7.933	4	31	93	1853.03
7.934	3	24	94	413.058
7.939	2	15	99	513.098
7.942	3	26	102	360.762
7.945	5	44	105	361.899
7.948	2	14	108	470.493
7.95	4	32	110	948.443
7.956	2	13	116	487.216
7.961	4	36	121	1642.15
7.963	3	25	123	310.735
7.966	4	33	126	1112.09
7.985	4	35	145	1820.75
8	3	22	160	320.401
8.001	3	21	237	0.00320559
8.001	6	57	1	1.29103
8.001	7	69	1	137.232
8.002	6	58	2	2.13828
8.002	7	70	2	45.905
8.003	1	4	3	1.07165
8.003	6	59	3	0.762166
8.003	7	63	3	50.1255
8.004	3	28	219	0.194347
8.004	7	65	4	76.5454
8.005	7	68	5	27272.9
8.006	1	1	6	0.952817
8.006	7	62	6	16.2387
8.007	1	8	7	0.926507
8.007	7	61	7	46.8656
8.008	1	7	8	0.505694
8.008	6	60	8	0.38221
8.008	7	64	8	135.493
8.011	7	66	11	27391.8
8.012	5	42	12	0.377296
8.012	6	53	12	0.0495388
8.012	7	67	12	12.176
8.015	1	10	15	0.0039477
8.015	2	20	15	0.381015
8.019	1	2	19	1629.93
8.021	2	17	21	450.692
8.023	1	9	23	0.751805
8.023	3	23	23	0.114909
8.023	5	43	23	0.00672945
8.03	6	52	30	1459.33
8.033	4	40	33	0.514981
8.033	5	45	33	0.430058
8.034	2	11	34	428.744
8.036	2	18	36	484.862
8.037	4	38	37	922.747
8.04	6	55	40	905.497
8.042	4	37	42	1226.22
8.044	2	16	44	433.954
8.045	5	50	45	501.236
8.049	1	5	49	4.18281
8.049	5	47	49	0.364205
8.054	6	56	54	1123.92
8.055	6	54	55	1613.37
8.056	5	46	56	500.21
8.058	1	3	58	3.994
8.058	5	41	58	0.268403
8.059	1	6	59	1.31032
8.059	3	30	59	0.227698
8.062	2	19	62	444.422
8.065	3	27	65	319.381
8.067	5	49	67	440.372
8.073	2	12	73	464.834
8.074	4	39	74	1197.36
8.077	5	48	77	473.291
8.081	6	51	81	947.006
8.085	3	29	85	366.646
8.089	4	34	89	1278.1
8.093	4	31	93	1853.03
8.094	3	24	94	413.058
8.099	2	15	99	513.098
8.102	3	26	102	360.762
8.105	5	44	105	361.899
8.108	2	14	108	470.493
8.11	4	32	110	948.443
8.116	2	13	116	487.216
8.121	4	36	121	1642.15
8.123	3	25	123	310.735
8.126	4	33	126	1112.09
8.145	4	35	145	1820.75
8.16	3	22	160	320.401
8.161	3	21	237	0.00320559
8.161	6	57	1	1.29103
8.161	7	69	1	137.232
8.162	6	58	2	2.13828
8.162	7	70	2	45.905
8.163	1	4	3	1.07165
8.163	6	59	3	0.762166
8.163	7	63	3	50.1255
8.164	3	28	219	0.194347
8.164	7	65	4	76.5454
8.165	7	68	5	27272.9
8.166	1	1	6	0.952817
8.166	7	62	6	16.2387
8.167	1	8	7	0.926507
8.167	7	61	7	46.8656
8.168	1	7	8	0.505694
8.168	6	60	8	0.38221
8.168	7	64	8	135.493
8.171	7	66	11	27391.8
8.172	5	42	12	0.377296
8.172	6	53	12	0.0495388
8.172	7	67	12	12.176
8.175	1	10	15	0.0039477
8.175	2	20	15	0.381015
8.179	1	2	19	1629.93
8.181	2	17	21	450.692
8.183	1	9	23	0.751805
8.183	3	23	23	0.114909
8.183	5	43	23	0.00672945
8.19	6	52	30	1459.33
8.193	4	40	33	0.514981
8.193	5	45	33	0.430058
8.194	2	11	34	428.744
8.196	2	18	36	484.862
8.197	4	38	37	922.747
8.2	6	55	40	905.497
8.202	4	37	42	1226.22
8.204	2	16	44	433.954
8.205	5	50	45	501.236
8.209	1	5	49	4.18281
8.209	5	47	49	0.364205
8.214	6	56	54	1123.92
8.215	6	54	55	1613.37
8.216	5	46	56	500.21
8.218	1	3	58	3.994
8.218	5	41	58	0.268403
8.219	1	6	59	1.31032
8.219	3	30	59	0.227698
8.222	2	19	62	444.422
8.225	3	27	65	319.381
8.227	5	49	67	440.372
8.233	2	12	73	464.834
8.234	4	39	74	1197.36
8.237	5	48	77	473.291
8.241	6	51	81	947.006
8.245	3	29	85	366.646
8.249	4	34	89	1278.1
8.253	4	31	93	1853.03
8.254	3	24	94	413.058
8.259	2	15	99	513.098
8.262	3	26	102	360.762
8.265	5	44	105	361.899
8.268	2	14	108	470.493
8.27	4	32	110	948.443
8.276	2	13	116	487.216
8.281	4	36	121	1642.15
8.283	3	25	123	310.735
8.286	4	33	126	1112.09
8.305	4	35	145	1820.75
8.32	3	22	160	320.401
8.321	3	21	237	0.00320559
8.321	6	57	1	1.29103
8.321	7	69	1	137.232
8.322	6	58	2	2.13828
8.322	7	70	2	45.905
8.323	1	4	3	1.07165
8.323	6	59	3	0.762166
8.323	7	63	3	50.1255
8.324	3	28	219	0.194347
8.324	7	65	4	76.5454
8.325	7	68	5	27272.9
8.326	1	1	6	0.952817
8.326	7	62	6	16.2387
8.327	1	8	7	0.926507
8.327	7	61	7	46.8656
8.328	1	7	8	0.505694
8.328	6	60	8	0.38221
8.328	7	64	8	135.493
8.331	7	66	11	27391.8
8.332	5	42	12	0.377296
8.332	6	53	12	0.0495388
8.332	7	67	12	12.176
8.335	1	10	15	0.0039477
8.335	2	20	15	0.381015
8.339	1	2	19	1629.93
8.341	2	17	21	450.692
8.343	1	9	23	0.751805
8.343	3	23	23	0.114909
8.343	5	43	23	0.00672945
8.35	6	52	30	1459.33
8.353	4	40	33	0.514981
8.353	5	45	33	0.430058
8.354	2	11	34	428.744
8.356	2	18	36	484.862
8.357	4	38	37	922.747
8.36	6	55	40	905.497
8.362	4	37	42	1226.22
8.364	2	16	44	433.954
8.365	5	50	45	501.236
8.369	1	5	49	4.18281
8.369	5	47	49	0.364205
8.374	6	56	54	1123.92
8.375	6	54	55	1613.37
8.376	5	46	56	500.21
8.378	1	3	58	3.994
8.378	5	41	58	0.268403
8.379	1	6	59	1.31032
8.379	3	30	59	0.227698
8.382	2	19	62	444.422
8.385	3	27	65	319.381
8.387	5	49	67	440.372
8.393	2	12	73	464.834
8.394	4	39	74	1197.36
8.397	5	48	77	473.291
8.401	6	51	81	947.006
8.405	3	29	85	366.646
8.409	4	34	89	1278.1
8.413	4	31	93	1853.03
8.414	3	24	94	413.058
8.419	2	15	99	513.098
8.422	3	26	102	360.762
8.425	5	44	105	361.899
8.428	2	14	108	470.493
8.43	4	32	110	948.443
8.436	2	13	116	487.216
8.441	4	36	121	1642.15
8.443	3	25	123	310.735
8.446	4	33	126	1112.09
8.465	4	35	145	1820.75
8.48	3	22	160	320.401
8.481	3	21	237	0.00320559
8.481	6	57	1	1.29103
8.481	7	69	1	137.232
8.482	6	58	2	2.13828
8.482	7	70	2	45.905
8.483	1	4	3	1.07165
8.483	6	59	3	0.762166
8.483	7	63	3	50.1255
8.484	3	28	219	0.194347
8.484	7	65	4	76.5454
8.485	7	68	5	27272.9
8.486	1	1	6	0.952817
8.486	7	62	6	16.2387
8.487	1	8	7	0.926507
8.487	7	61	7	46.8656
8.488	1	7	8	0.505694
8.488	6	60	8	0.38221
8.488	7	64	8	135.493
8.491	7	66	11	27391.8
8.492	5	42	12	0.377296
8.492	6	53	12	0.0495388
8.492	7	67	12	12.176
8.495	1	10	15	0.0039477
8.495	2	20	15	0.381015
8.499	1	2	19	1629.93
8.501	2	17	21	450.692
8.503	1	9	23	0.751805
8.503	3	23	23	0.114909
8.503	5	43	23	0.00672945
8.51	6	52	30	1459.33
8.513	4	40	33	0.514981
8.513	5	45	33	0.430058
8.514	2	11	34	428.744
8.516	2	18	36	484.862
8.517	4	38	37	922.747
8.52	6	55	40	905.497
8.522	4	37	42	1226.22
8.524	2	16	44	433.954
8.525	5	50	45	501.236
8.529	1	5	49	4.18281
8.529	5	47	49	0.364205
8.534	6	56	54	1123.92
8.535	6	54	55	1613.37
8.536	5	46	56	500.21
8.538	1	3	58	3.994
8.538	5	41	58	0.268403
8.539	1	6	59	1.31032
8.539	3	30	59	0.227698
8.542	2	19	62	444.422
8.545	3	27	65	319.381
8.547	5	49	67	440.372
8.553	2	12	73	464.834
8.554	4	39	74	1197.36
8.557	5	48	77	473.291
8.561	6	51	81	947.006
8.565	3	29	85	366.646
8.569	4	34	89	1278.1
8.573	4	31	93	1853.03
8.574	3	24	94	413.058
8.579	2	15	99	513.098
8.582	3	26	102	360.762
8.585	5	44	105	361.899
8.588	2	14	108	470.493
8.59	4	32	110	948.443
8.596	2	13	116	487.216
8.601	4	36	121	1642.15
8.603	3	25	123	310.735
8.606	4	33	126	1112.09
8.625	4	35	145	1820.75
8.64	3	22	160	320.401
8.641	3	21	237	0.00320559
8.641	6	57	1	1.29103
8.641	7	69	1	137.232
8.642	6	58	2	2.13828
8.642	7	70	2	45.905
8.643	1	4	3	1.07165
8.643	6	59	3	0.762166
8.643	7	63	3	50.1255
8.644	3	28	219	0.194347
8.644	7	65	4	76.5454
8.645	7	68	5	27272.9
8.646	1	1	6	0.952817
8.646	7	62	6	16.2387
8.647	1	8	7	0.926507
8.647	7	61	7	46.8656
8.648	1	7	8	0.505694
8.648	6	60	8	0.38221
8.648	7	64	8	135.493
8.651	7	66	11	27391.8
8.652	5	42	12	0.377296
8.652	6	53	12	0.0495388
8.652	7	67	12	12.176
8.655	1	10	15	0.0039477
8.655	2	20	15	0.381015
8.659	1	2	19	1629.93
8.661	2	17	21	450.692
8.663	1	9	23	0.751805
8.663	3	23	23	0.114909
8.663	5	43	23	0.00672945
8.67	6	52	30	1459.33
8.673	4	40	33	0.514981
8.673	5	45	33	0.430058
8.674	2	11	34	428.744
8.676	2	18	36	484.862
8.677	4	38	37	922.747
8.68	6	55	40	905.497
8.682	4	37	42	1226.22
8.684	2	16	44	433.954
8.685	5	50	45	501.236
8.689	1	5	49	4.18281
8.689	5	47	49	0.364205
8.694	6	56	54	1123.92
8.695	6	54	55	1613.37
8.696	5	46	56	500.21
8.698	1	3	58	3.994
8.698	5	41	58	0.268403
8.699	1	6	59	1.31032
8.699	3	30	59	0.227698
8.702	2	19	62	444.422
8.705	3	27	65	319.381
8.707	5	49	67	440.372
8.713	2	12	73	464.834
8.714	4	39	74	1197.36
8.717	5	48	77	473.291
8.721	6	51	81	947.006
8.725	3	29	85	366.646
8.729	4	34	89	1278.1
8.733	4	31	93	1853.03
8.734	3	24	94	413.058
8.739	2	15	99	513.098
8.742	3	26	102	360.762
8.745	5	44	105	361.899
8.748	2	14	108	470.493
8.75	4	32	110	948.443
8.756	2	13	116	487.216
8.761	4	36	121	1642.15
8.763	3	25	123	310.735
8.766	4	33	126	1112.09
8.785	4	35	145	1820.75
8.8	3	22	160	320.401
8.801	3	21	237	0.00320559
8.801	6	57	1	1.29103
8.801	7	69	1	137.232
8.802	6	58	2	2.13828
8.802	7	70	2	45.905
8.803	1	4	3	1.07165
8.803	6	59	3	0.762166
8.803	7	63	3	50.1255
8.804	3	28	219	0.194347
8.804	7	65	4	76.5454
8.805	7	68	5	27272.9
8.806	1	1	6	0.952817
8.806	7	62	6	16.2387
8.807	1	8	7	0.926507
8.807	7	61	7	46.8656
8.808	1	7	8	0.505694
8.808	6	60	8	0.38221
8.808	7	64	8	135.493
8.811	7	66	11	27391.8
8.812	5	42	12	0.377296
8.812	6	53	12	0.0495388
8.812	7	67	12	12.176
8.815	1	10	15	0.0039477
8.815	2	20	15	0.381015
8.819	1	2	19	1629.93
8.821	2	17	21	450.692
8.823	1	9	23	0.751805
8.823	3	23	23	0.114909
8.823	5	43	23	0.00672945
8.83	6	52	30	1459.33
8.833	4	40	33	0.514981
8.833	5	45	33	0.430058
8.834	2	11	34	428.744
8.836	2	18	36	484.862
8.837	4	38	37	922.747
8.84	6	55	40	905.497
8.842	4	37	42	1226.22
8.844	2	16	44	433.954
8.845	5	50	45	501.236
8.849	1	5	49	4.18281
8.849	5	47	49	0.364205
8.854	6	56	54	1123.92
8.855	6	54	55	1613.37
8.856	5	46	56	500.21
8.858	1	3	58	3.994
8.858	5	41	58	0.268403
8.859	1	6	59	1.31032
8.859	3	30	59	0.227698
8.862	2	19	62	444.422
8.865	3	27	65	319.381
8.867	5	49	67	440.372
8.873	2	12	73	464.834
8.874	4	39	74	1197.36
8.877	5	48	77	473.291
8.881	6	51	81	947.006
8.885	3	29	85	366.646
8.889	4	34	89	1278.1
8.893	4	31	93	1853.03
8.894	3	24	94	413.058
8.899	2	15	99	513.098
8.902	3	26	102	360.762
8.905	5	44	105	361.899
8.908	2	14	108	470.493
8.91	4	32	110	948.443
8.916	2	13	116	487.216
8.921	4	36	121	1642.15
8.923	3	25	123	310.735
8.926	4	33	126	1112.09
8.945	4	35	145	1820.75
8.96	3	22	160	320.401
8.961	3	21	237	0.00320559
8.961	6	57	1	1.29103
8.961	7	69	1	137.232
8.962	6	58	2	2.13828
8.962	7	70	2	45.905
8.963	1	4	3	1.07165
8.963	6	59	3	0.762166
8.963	7	63	3	50.1255
8.964	3	28	219	0.194347
8.964	7	65	4	76.5454
8.965	7	68	5	27272.9
8.966	1	1	6	0.952817
8.966	7	62	6	16.2387
8.967	1	8	7	0.926507
8.967	7	61	7	46.8656
8.968	1	7	8	0.505694
8.968	6	60	8	0.38221
8.968	7	64	8	135.493
8.971	7	66	11	27391.8
8.972	5	42	12	0.377296
8.972	6	53	12	0.0495388
8.972	7	67	12	12.176
8.975	1	10	15	0.0039477
8.975	2	20	15	0.381015
8.979	1	2	19	1629.93
8.981	2	17	21	450.692
8.983	1	9	23	0.751805
8.983	3	23	23	0.114909
8.983	5	43	23	0.00672945
8.99	6	52	30	1459.33
8.993	4	40	33	0.514981
8.993	5	45	33	0.430058
8.994	2	11	34	428.744
8.996	2	18	36	484.862
8.997	4	38	37	922.747
9	6	55	40	905.497
9.002	4	37	42	1226.22
9.004	2	16	44	433.954
9.005	5	50	45	501.236
9.009	1	5	49	4.18281
9.009	5	47	49	0.364205
9.014	6	56	54	1123.92
9.015	6	54	55	1613.37
9.016	5	46	56	500.21
9.018	1	3	58	3.994
9.018	5	41	58	0.268403
9.019	1	6	59	1.31032
9.019	3	30	59	0.227698
9.022	2	19	62	444.422
9.025	3	27	65	319.381
9.027	5	49	67	440.372
9.033	2	12	73	464.834
9.034	4	39	74	1197.36
9.037	5	48	77	473.291
9.041	6	51	81	947.006
9.045	3	29	85	366.646
9.049	4	34	89	1278.1
9.053	4	31	93	1853.03
9.054	3	24	94	413.058
9.059	2	15	99	513.098
9.062	3	26	102	360.762
9.065	5	44	105	361.899
9.068	2	14	108	470.493
9.07	4	32	110	948.443
9.076	2	13	116	487.216
9.081	4	36	121	1642.15
9.083	3	25	123	310.735
9.086	4	33	126	1112.09
9.105	4	35	145	1820.75
9.12	3	22	160	320.401
9.121	3	21	237	0.00320559
9.121	6	57	1	1.29103
9.121	7	69	1	137.232
9.122	6	58	2	2.13828
9.122	7	70	2	45.905
9.123	1	4	3	1.07165
9.123	6	59	3	0.762166
9.123	7	63	3	50.1255
9.124	3	28	219	0.194347
9.124	7	65	4	76.5454
9.125	7	68	5	27272.9
9.126	1	1	6	0.952817
9.126	7	62	6	16.2387
9.127	1	8	7	0.926507
9.127	7	61	7	46.8656
9.128	1	7	8	0.505694
9.128	6	60	8	0.38221
9.128	7	64	8	135.493
9.131	7	66	11	27391.8
9.132	5	42	12	0.377296
9.132	6	53	12	0.0495388
9.132	7	67	12	12.176
9.135	1	10	15	0.0039477
9.135	2	20	15	0.381015
9.139	1	2	19	1629.93
9.141	2	17	21	450.692
9.143	1	9	23	0.751805
9.143	3	23	23	0.114909
9.143	5	43	23	0.00672945
9.15	6	52	30	1459.33
9.153	4	40	33	0.514981
9.153	5	45	33	0.430058
9.154	2	11	34	428.744
9.156	2	18	36	484.862
9.157	4	38	37	922.747
9.16	6	55	40	905.497
9.162	4	37	42	1226.22
9.164	2	16	44	433.954
9.165	5	50	45	501.236
9.169	1	5	49	4.18281
9.169	5	47	49	0.364205
9.174	6	56	54	1123.92
9.175	6	54	55	1613.37
9.176	5	46	56	500.21
9.178	1	3	58	3.994
9.178	5	41	58	0.268403
9.179	1	6	59	1.31032
9.179	3	30	59	0.227698
9.182	2	19	62	444.422
9.185	3	27	65	319.381
9.187	5	49	67	440.372
9.193	2	12	73	464.834
9.194	4	39	74	1197.36
9.197	5	48	77	473.291
9.201	6	51	81	947.006
9.205	3	29	85	366.646
9.209	4	34	89	1278.1
9.213	4	31	93	1853.03
9.214	3	24	94	413.058
9.219	2	15	99	513.098
9.222	3	26	102	360.762
9.225	5	44	105	361.899
9.228	2	14	108	470.493
9.23	4	32	110	948.443
9.236	2	13	116	487.216
9.241	4	36	121	1642.15
9.243	3	25	123	310.735
9.246	4	33	126	1112.09
9.265	4	35	145	1820.75
9.28	3	22	160	320.401
9.281	3	21	237	0.00320559
9.281	6	57	1	1.29103
9.281	7	69	1	137.232
9.282	6	58	2	2.13828
9.282	7	70	2	45.905
9.283	1	4	3	1.07165
9.283	6	59	3	0.762166
9.283	7	63	3	50.1255
9.284	3	28	219	0.194347
9.284	7	65	4	76.5454
9.285	7	68	5	27272.9
9.286	1	1	6	0.952817
9.286	7	62	6	16.2387
9.287	1	8	7	0.926507
9.287	7	61	7	46.8656
9.288	1	7	8	0.505694
9.288	6	60	8	0.38221
9.288	7	64	8	135.493
9.291	7	66	11	27391.8
9.292	5	42	12	0.377296
9.292	6	53	12	0.0495388
9.292	7	67	12	12.176
9.295	1	10	15	0.0039477
9.295	2	20	15	0.381015
9.299	1	2	19	1629.93
9.301	2	17	21	450.692
9.303	1	9	23	0.751805
9.303	3	23	23	0.114909
9.303	5	43	23	0.00672945
9.31	6	52	30	1459.33
9.313	4	40	33	0.514981
9.313	5	45	33	0.430058
9.314	2	11	34	428.744
9.316	2	18	36	484.862
9.317	4	38	37	922.747
9.32	6	55	40	905.497
9.322	4	37	42	1226.22
9.324	2	16	44	433.954
9.325	5	50	45	501.236
9.329	1	5	49	4.18281
9.329	5	47	49	0.364205
9.334	6	56	54	1123.92
9.335	6	54	55	1613.37
9.336	5	46	56	500.21
9.338	1	3	58	3.994
9.338	5	41	58	0.268403
9.339	1	6	59	1.31032
9.339	3	30	59	0.227698
9.342	2	19	62	444.422
9.345	3	27	65	319.381
9.347	5	49	67	440.372
9.353	2	12	73	464.834
9.354	4	39	74	1197.36
9.357	5	48	77	473.291
9.361	6	51	81	947.006
9.365	3	29	85	366.646
9.369	4	34	89	1278.1
9.373	4	31	93	1853.03
9.374	3	24	94	413.058
9.379	2	15	99	513.098
9.382	3	26	102	360.762
9.385	5	44	105	361.899
9.388	2	14	108	470.493
9.39	4	32	110	948.443
9.396	2	13	116	487.216
9.401	4	36	121	1642.15
9.403	3	25	123	310.735
9.406	4	33	126	1112.09
9.425	4	35	145	1820.75
9.44	3	22	160	320.401
9.441	3	21	237	0.00320559
9.441	6	57	1	1.29103
9.441	7	69	1	137.232
9.442	6	58	2	2.13828
9.442	7	70	2	45.905
9.443	1	4	3	1.07165
9.443	6	59	3	0.762166
9.443	7	63	3	50.1255
9.444	3	28	219	0.194347
9.444	7	65	4	76.5454
9.445	7	68	5	27272.9
9.446	1	1	6	0.952817
9.446	7	62	6	16.2387
9.447	1	8	7	0.926507
9.447	7	61	7	46.8656
9.448	1	7	8	0.505694
9.448	6	60	8	0.38221
9.448	7	64	8	135.493
9.451	7	66	11	27391.8
9.452	5	42	12	0.377296
9.452	6	53	12	0.0495388
9.452	7	67	12	12.176
9.455	1	10	15	0.0039477
9.455	2	20	15	0.381015
9.459	1	2	19	1629.93
9.461	2	17	21	450.692
9.463	1	9	23	0.751805
9.463	3	23	23	0.114909
9.463	5	43	23	0.00672945
9.47	6	52	30	1459.33
9.473	4	40	33	0.514981
9.473	5	45	33	0.430058
9.474	2	11	34	428.744
9.476	2	18	36	484.862
9.477	4	38	37	922.747
9.48	6	55	40	905.497
9.482	4	37	42	1226.22
9.484	2	16	44	433.954
9.485	5	50	45	501.236
9.489	1	5	49	4.18281
9.489	5	47	49	0.364205
9.494	6	56	54	1123.92
9.495	6	54	55	1613.37
9.496	5	46	56	500.21
9.498	1	3	58	3.994
9.498	5	41	58	0.268403
9.499	1	6	59	1.31032
9.499	3	30	59	0.227698
9.502	2	19	62	444.422
9.505	3	27	65	319.381
9.507	5	49	67	440.372
9.513	2	12	73	464.834
9.514	4	39	74	1197.36
9.517	5	48	77	473.291
9.521	6	51	81	947.006
9.525	3	29	85	366.646
9.529	4	34	89	1278.1
9.533	4	31	93	1853.03
9.534	3	24	94	413.058
9.539	2	15	99	513.098
9.542	3	26	102	360.762
9.545	5	44	105	361.899
9.548	2	14	108	470.493
9.55	4	32	110	948.443
9.556	2	13	116	487.216
9.561	4	36	121	1642.15
9.563	3	25	123	310.735
9.566	4	33	126	1112.09
9.585	4	35	145	1820.75
9.6	3	22	160	320.401
9.601	3	21	237	0.00320559
9.601	6	57	1	1.29103
9.601	7	69	1	137.232
9.602	6	58	2	2.13828
9.602	7	70	2	45.905
9.603	1	4	3	1.07165
9.603	6	59	3	0.762166
9.603	7	63	3	50.1255
9.604	3	28	219	0.194347
9.604	7	65	4	76.5454
9.605	7	68	5	27272.9
9.606	1	1	6	0.952817
9.606	7	62	6	16.2387
9.607	1	8	7	0.926507
9.607	7	61	7	46.8656
9.608	1	7	8	0.505694
9.608	6	60	8	0.38221
9.608	7	64	8	135.493
9.611	7	66	11	27391.8
9.612	5	42	12	0.377296
9.612	6	53	12	0.0495388
9.612	7	67	12	12.176
9.615	1	10	15	0.0039477
9.615	2	20	15	0.381015
9.619	1	2	19	1629.93
9.621	2	17	21	450.692
9.623	1	9	23	0.751805
9.623	3	23	23	0.114909
9.623	5	43	23	0.00672945
9.63	6	52	30	1459.33
9.633	4	40	33	0.514981
9.633	5	45	33	0.430058
9.634	2	11	34	428.744
9.636	2	18	36	484.862
9.637	4	38	37	922.747
9.64	6	55	40	905.497
9.642	4	37	42	1226.22
9.644	2	16	44	433.954
9.645	5	50	45	501.236
