% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
3602	7	62	6	0	0	6	621	0	1	1
3603	2	12	73	0	0	0	165	0	1	0
3603	4	39	74	0	0	0	165	0	1	0
3603	7	66	11	0	0	4	437	0	1	1
3604	6	51	81	0	0	0	165	0	1	0
3604	7	64	8	0	0	18	1980	0	1	1
3605	1	8	7	0	0	0	165	1	0	1
3605	6	57	1	0	0	0	165	0	1	0
3605	7	69	1	0	0	16	1836	0	1	1
3606	5	50	45	0	0	0	165	0	1	0
3606	7	67	12	0	0	4	437	0	1	1
3607	7	63	3	0	0	14	1527	0	1	1
3608	1	1	6	0	0	0	165	0	1	1
3608	7	65	4	0	0	6	621	0	1	1
3609	7	70	2	0	0	12	1191	0	1	1
3610	1	7	8	0	0	0	165	0	1	0
3610	7	68	5	0	0	4	437	0	1	1
3611	7	61	7	0	0	10	935	0	1	1
3612	1	10	15	0	0	0	165	0	1	0
3612	6	57	1	0	0	0	165	1	0	1
3612	7	66	11	0	0	4	437	0	1	1
3613	1	3	58	0	0	0	165	0	1	0
3613	2	13	116	0	0	0	165	0	1	0
3613	7	64	8	0	0	18	1980	0	1	1
3614	7	69	1	0	0	16	1836	0	1	1
3615	7	62	6	0	0	6	621	0	1	1
3616	1	4	3	0	0	0	165	0	1	1
3616	7	67	12	0	0	4	437	0	1	1
3617	2	14	108	0	0	0	165	0	1	0
3617	7	63	3	0	0	14	1527	0	1	1
3618	1	2	19	0	0	0	165	0	1	0
3618	7	70	2	0	0	12	1191	0	1	1
3619	6	59	3	0	0	0	165	0	1	0
3619	7	68	5	0	0	4	437	0	1	1
3620	2	13	116	0	0	0	165	1	0	0
3620	7	65	4	0	0	6	621	0	1	1
3621	1	1	6	0	0	0	165	0	1	1
3621	2	12	73	0	0	0	165	0	1	0
3621	7	61	7	0	0	10	935	0	1	1
3622	7	66	11	0	0	4	437	0	1	1
3623	7	64	8	0	0	18	1980	0	1	1
3624	7	69	1	0	0	16	1836	0	1	1
3625	7	62	6	0	0	6	621	0	1	1
3626	2	11	34	0	0	0	165	0	1	0
3626	6	59	3	0	0	0	165	1	0	1
3626	7	67	12	0	0	4	437	0	1	1
3627	7	63	3	0	0	14	1527	0	1	1
3628	2	12	73	0	0	0	165	1	0	1
3628	7	70	2	0	0	12	1191	0	1	1
3629	4	33	126	0	0	0	165	0	1	0
3629	7	68	5	0	0	4	437	0	1	1
3630	1	4	3	0	0	0	165	0	1	1
3630	7	61	7	0	0	10	935	0	1	1
3631	1	2	19	0	0	0	165	0	1	0
3631	7	65	4	0	0	6	621	0	1	1
3632	1	1	6	0	0	0	165	0	1	1
3632	6	53	12	0	0	0	165	0	1	0
3632	7	66	11	0	0	4	437	0	1	1
3633	7	64	8	0	0	18	1980	0	1	1
3634	7	69	1	0	0	16	1836	0	1	1
3635	7	67	12	0	0	4	437	0	1	1
3636	7	62	6	0	0	6	621	0	1	1
3637	2	14	108	0	0	0	165	0	1	0
3637	7	63	3	0	0	14	1527	0	1	1
3638	7	70	2	0	0	12	1191	0	1	1
3639	1	9	23	0	0	0	165	0	1	0
3639	7	68	5	0	0	4	437	0	1	1
3640	7	61	7	0	0	10	935	0	1	1
3641	7	64	8	0	0	18	1980	0	1	1
3642	5	48	77	0	0	0	165	0	1	0
3642	7	66	11	0	0	4	437	0	1	1
3643	1	1	6	0	0	0	165	0	1	1
3643	7	65	4	0	0	6	621	0	1	1
3644	7	69	1	0	0	16	1836	0	1	1
3645	3	27	65	0	0	0	165	0	1	0
3645	7	67	12	0	0	4	437	0	1	1
3646	1	9	23	0	0	0	165	1	0	1
3646	5	45	33	0	0	0	165	0	1	0
3646	7	63	3	0	0	14	1527	0	1	1
3647	7	70	2	0	0	12	1191	0	1	1
3648	7	62	6	0	0	6	621	0	1	1
3649	5	48	77	0	0	0	165	1	0	1
3649	7	68	5	0	0	4	437	0	1	1
3650	7	61	7	0	0	10	935	0	1	1
3651	7	64	8	0	0	18	1980	0	1	1
3652	4	40	33	0	0	0	165	0	1	0
3652	7	66	11	0	0	4	437	0	1	1
3653	7	69	1	0	0	16	1836	0	1	1
3654	1	1	6	0	0	0	165	0	1	1
3654	7	65	4	0	0	6	621	0	1	1
3655	7	67	12	0	0	4	437	0	1	1
3656	7	63	3	0	0	14	1527	0	1	1
3657	7	70	2	0	0	12	1191	0	1	1
3658	7	68	5	0	0	4	437	0	1	1
3659	2	13	116	0	0	0	165	0	1	0
3659	7	62	6	0	0	6	621	0	1	1
3660	1	9	23	0	0	0	165	0	1	0
3660	7	61	7	0	0	10	935	0	1	1
3661	7	64	8	0	0	18	1980	0	1	1
3662	1	4	3	0	0	0	165	0	1	1
3662	3	23	23	0	0	0	165	0	1	0
3662	7	66	11	0	0	4	437	0	1	1
3663	1	2	19	0	0	0	165	0	1	0
3663	7	69	1	0	0	16	1836	0	1	1
3664	1	1	6	0	0	0	165	0	1	1
3664	7	65	4	0	0	6	621	0	1	1
3665	7	67	12	0	0	4	437	0	1	1
3666	1	7	8	0	0	0	165	0	1	0
3666	5	42	12	0	0	0	165	0	1	0
3666	7	63	3	0	0	14	1527	0	1	1
3667	1	9	23	0	0	0	165	1	0	1
3667	7	70	2	0	0	12	1191	0	1	1
3668	7	68	5	0	0	4	437	0	1	1
3669	7	61	7	0	0	10	935	0	1	1
3670	7	62	6	0	0	6	621	0	1	1
3671	4	33	126	0	0	0	165	0	1	0
3671	5	46	56	0	0	0	165	0	1	0
3671	7	64	8	0	0	18	1980	0	1	1
3672	7	69	1	0	0	16	1836	0	1	1
3673	7	66	11	0	0	4	437	0	1	1
3674	7	67	12	0	0	4	437	0	1	1
3675	7	63	3	0	0	14	1527	0	1	1
3676	7	70	2	0	0	12	1191	0	1	1
3677	1	1	6	0	0	0	165	0	1	1
3677	6	54	55	0	0	0	165	0	1	0
3677	7	65	4	0	0	6	621	0	1	1
3678	7	68	5	0	0	4	437	0	1	1
3679	1	7	8	0	0	0	165	0	1	0
3679	4	31	93	0	0	0	165	0	1	0
3679	7	61	7	0	0	10	935	0	1	1
3680	7	64	8	0	0	18	1980	0	1	1
3681	7	69	1	0	0	16	1836	0	1	1
3682	7	66	11	0	0	4	437	0	1	1
3683	1	9	23	0	0	0	165	0	1	0
3683	7	62	6	0	0	6	621	0	1	1
3684	7	67	12	0	0	4	437	0	1	1
3685	1	4	3	0	0	0	165	0	1	1
3685	7	63	3	0	0	14	1527	0	1	1
3686	1	7	8	0	0	0	165	1	0	1
3686	7	70	2	0	0	12	1191	0	1	1
3687	1	2	19	0	0	0	165	0	1	0
3687	6	56	54	0	0	0	165	0	1	0
3687	7	65	4	0	0	6	621	0	1	1
3688	7	68	5	0	0	4	437	0	1	1
3689	7	61	7	0	0	10	935	0	1	1
3690	1	9	23	0	0	0	165	1	0	1
3690	7	64	8	0	0	18	1980	0	1	1
3691	4	32	110	0	0	0	165	0	1	0
3691	7	69	1	0	0	16	1836	0	1	1
3692	4	36	121	0	0	0	165	0	1	0
3692	7	66	11	0	0	4	437	0	1	1
3693	3	29	85	0	0	0	165	0	1	0
3693	7	62	6	0	0	6	621	0	1	1
3694	1	2	19	0	0	0	165	1	0	1
3694	7	63	3	0	0	14	1527	0	1	1
3695	5	49	67	0	0	0	165	0	1	0
3695	7	67	12	0	0	4	437	0	1	1
3696	4	38	37	0	0	0	165	0	1	0
3696	7	70	2	0	0	12	1191	0	1	1
3697	4	37	42	0	0	0	165	0	1	0
3697	7	68	5	0	0	4	437	0	1	1
3698	1	4	3	0	0	0	165	0	1	1
3698	7	61	7	0	0	10	935	0	1	1
3699	7	65	4	0	0	6	621	0	1	1
3700	1	1	6	0	0	0	165	0	1	1
3700	7	64	8	0	0	18	1980	0	1	1
3701	5	50	45	0	0	0	165	0	1	0
3701	6	57	1	0	0	0	165	0	1	0
3701	7	69	1	0	0	16	1836	0	1	1
3702	1	7	8	0	0	0	165	0	1	0
3702	7	66	11	0	0	4	437	0	1	1
3703	4	38	37	0	0	0	165	1	0	0
3703	7	63	3	0	0	14	1527	0	1	1
3704	5	46	56	0	0	0	165	0	1	0
3704	7	62	6	0	0	6	621	0	1	1
3705	7	67	12	0	0	4	437	0	1	1
3706	7	70	2	0	0	12	1191	0	1	1
3707	6	55	40	0	0	0	165	0	1	0
3707	7	68	5	0	0	4	437	0	1	1
3708	7	61	7	0	0	10	935	0	1	1
3709	7	64	8	0	0	18	1980	0	1	1
3710	7	69	1	0	0	16	1836	0	1	1
3711	1	1	6	0	0	0	165	0	1	1
3711	7	65	4	0	0	6	621	0	1	1
3712	7	66	11	0	0	4	437	0	1	1
3713	7	63	3	0	0	14	1527	0	1	1
3714	7	67	12	0	0	4	437	0	1	1
3715	7	70	2	0	0	12	1191	0	1	1
3716	7	62	6	0	0	6	621	0	1	1
3717	7	61	7	0	0	10	935	0	1	1
3718	2	15	99	0	0	0	165	0	1	0
3718	7	68	5	0	0	4	437	0	1	1
3719	1	4	3	0	0	0	165	0	1	1
3719	7	64	8	0	0	18	1980	0	1	1
3720	7	69	1	0	0	16	1836	0	1	1
3721	1	1	6	0	0	0	165	0	1	1
3721	7	66	11	0	0	4	437	0	1	1
3722	7	65	4	0	0	6	621	0	1	1
3723	1	7	8	0	0	0	165	0	1	0
3723	7	63	3	0	0	14	1527	0	1	1
3724	7	70	2	0	0	12	1191	0	1	1
3725	7	67	12	0	0	4	437	0	1	1
3726	7	62	6	0	0	6	621	0	1	1
3727	1	9	23	0	0	0	165	0	1	0
3727	3	23	23	0	0	0	165	0	1	0
3727	7	61	7	0	0	10	935	0	1	1
3728	7	68	5	0	0	4	437	0	1	1
3729	1	4	3	0	0	0	165	0	1	1
3729	2	15	99	0	0	0	165	0	1	0
3729	3	27	65	0	0	0	165	0	1	0
3729	5	48	77	0	0	0	165	0	1	0
3729	7	64	8	0	0	18	1980	0	1	1
3730	1	7	8	0	0	0	165	1	0	1
3730	6	56	54	0	0	0	165	0	1	0
3730	7	69	1	0	0	16	1836	0	1	1
3731	7	66	11	0	0	4	437	0	1	1
3732	1	1	6	0	0	0	165	0	1	1
3732	7	65	4	0	0	6	621	0	1	1
3733	6	57	1	0	0	0	165	0	1	0
3733	7	63	3	0	0	14	1527	0	1	1
3734	7	70	2	0	0	12	1191	0	1	1
3735	7	67	12	0	0	4	437	0	1	1
3736	7	61	7	0	0	10	935	0	1	1
3737	7	68	5	0	0	4	437	0	1	1
3738	7	64	8	0	0	18	1980	0	1	1
3739	1	9	23	0	0	0	165	0	1	0
3739	2	12	73	0	0	0	165	0	1	0
3739	7	62	6	0	0	6	621	0	1	1
3740	7	69	1	0	0	16	1836	0	1	1
3741	1	4	3	0	0	0	165	0	1	1
3741	7	66	11	0	0	4	437	0	1	1
3742	7	63	3	0	0	14	1527	0	1	1
3743	1	1	6	0	0	0	165	0	1	1
3743	3	26	102	0	0	0	165	0	1	0
3743	7	70	2	0	0	12	1191	0	1	1
3744	7	65	4	0	0	6	621	0	1	1
3745	2	15	99	0	0	0	165	0	1	0
3745	7	67	12	0	0	4	437	0	1	1
3746	7	61	7	0	0	10	935	0	1	1
3747	3	23	23	0	0	0	165	0	1	0
3747	7	68	5	0	0	4	437	0	1	1
3748	7	64	8	0	0	18	1980	0	1	1
3749	7	69	1	0	0	16	1836	0	1	1
3750	1	9	23	0	0	0	165	0	1	0
3750	3	26	102	0	0	0	165	1	0	1
3750	7	62	6	0	0	6	621	0	1	1
3751	7	66	11	0	0	4	437	0	1	1
3752	7	63	3	0	0	14	1527	0	1	1
3753	1	2	19	0	0	0	165	0	1	0
3753	7	70	2	0	0	12	1191	0	1	1
3754	1	1	6	0	0	0	165	0	1	1
3754	4	34	89	0	0	0	165	0	1	0
3754	7	67	12	0	0	4	437	0	1	1
3755	7	65	4	0	0	6	621	0	1	1
3756	7	61	7	0	0	10	935	0	1	1
3757	2	15	99	0	0	0	165	0	1	0
3757	4	36	121	0	0	0	165	0	1	0
3757	7	68	5	0	0	4	437	0	1	1
3758	2	14	108	0	0	0	165	0	1	0
3758	7	64	8	0	0	18	1980	0	1	1
3759	7	69	1	0	0	16	1836	0	1	1
3760	3	27	65	0	0	0	165	0	1	0
3760	7	66	11	0	0	4	437	0	1	1
3761	6	55	40	0	0	0	165	0	1	0
3761	7	62	6	0	0	6	621	0	1	1
3762	4	38	37	0	0	0	165	0	1	0
3762	7	63	3	0	0	14	1527	0	1	1
3763	7	70	2	0	0	12	1191	0	1	1
3764	1	4	3	0	0	0	165	0	1	1
3764	5	45	33	0	0	0	165	0	1	0
3764	7	67	12	0	0	4	437	0	1	1
3765	7	61	7	0	0	10	935	0	1	1
3766	1	1	6	0	0	0	165	0	1	1
3766	7	65	4	0	0	6	621	0	1	1
3767	7	68	5	0	0	4	437	0	1	1
3768	7	64	8	0	0	18	1980	0	1	1
3769	4	38	37	0	0	0	165	1	0	1
3769	7	69	1	0	0	16	1836	0	1	1
3770	7	66	11	0	0	4	437	0	1	1
3771	1	3	58	0	0	0	165	0	1	0
3771	7	63	3	0	0	14	1527	0	1	1
3772	7	70	2	0	0	12	1191	0	1	1
3773	7	62	6	0	0	6	621	0	1	1
3774	1	4	3	0	0	0	165	0	1	1
3774	7	67	12	0	0	4	437	0	1	1
3775	1	2	19	0	0	0	165	0	1	0
3775	3	22	160	0	0	0	165	0	1	0
3775	5	45	33	0	0	0	165	0	1	0
3775	6	51	81	0	0	0	165	0	1	0
3775	7	61	7	0	0	10	935	0	1	1
3776	1	1	6	0	0	0	165	0	1	1
3776	3	28	219	0	0	0	165	0	1	0
3776	7	64	8	0	0	18	1980	0	1	1
3777	7	68	5	0	0	4	437	0	1	1
3778	2	16	44	0	0	0	165	0	1	0
3778	4	31	93	0	0	0	165	0	1	0
3778	7	69	1	0	0	16	1836	0	1	1
3779	7	65	4	0	0	6	621	0	1	1
3780	7	66	11	0	0	4	437	0	1	1
3781	7	63	3	0	0	14	1527	0	1	1
3782	1	2	19	0	0	0	165	1	0	1
3782	7	70	2	0	0	12	1191	0	1	1
3783	7	62	6	0	0	6	621	0	1	1
3784	1	9	23	0	0	0	165	0	1	0
3784	7	67	12	0	0	4	437	0	1	1
3785	7	61	7	0	0	10	935	0	1	1
3786	1	4	3	0	0	0	165	0	1	0
3786	7	64	8	0	0	18	1980	0	1	1
3787	1	2	19	0	0	0	165	0	1	0
3787	7	68	5	0	0	4	437	0	1	1
3788	1	1	6	0	0	0	165	0	1	1
3788	7	69	1	0	0	16	1836	0	1	1
3789	3	30	59	0	0	0	165	0	1	0
3789	6	59	3	0	0	0	165	0	1	0
3789	7	65	4	0	0	6	621	0	1	1
3790	7	66	11	0	0	4	437	0	1	1
3791	1	9	23	0	0	0	165	1	0	1
3791	7	63	3	0	0	14	1527	0	1	1
3792	7	70	2	0	0	12	1191	0	1	1
3793	3	26	102	0	0	0	165	0	1	0
3793	7	67	12	0	0	4	437	0	1	1
3794	5	42	12	0	0	0	165	0	1	0
3794	7	61	7	0	0	10	935	0	1	1
3795	7	62	6	0	0	6	621	0	1	1
3796	7	64	8	0	0	18	1980	0	1	1
3797	1	9	23	0	0	0	165	0	1	0
3797	6	51	81	0	0	0	165	0	1	0
3797	7	69	1	0	0	16	1836	0	1	1
3798	7	68	5	0	0	4	437	0	1	1
3799	1	4	3	0	0	0	165	0	1	1
3799	7	66	11	0	0	4	437	0	1	1
3800	1	2	19	0	0	0	165	0	1	0
3800	5	41	58	0	0	0	165	0	1	0
3800	7	63	3	0	0	14	1527	0	1	1
3801	1	1	6	0	0	0	165	0	1	1
3801	7	65	4	0	0	6	621	0	1	1
3802	7	70	2	0	0	12	1191	0	1	1
3803	7	67	12	0	0	4	437	0	1	1
3804	7	61	7	0	0	10	935	0	1	1
3805	2	12	73	0	0	0	165	0	1	0
3805	3	25	123	0	0	0	165	0	1	0
3805	7	64	8	0	0	18	1980	0	1	1
3806	5	43	23	0	0	0	165	0	1	0
3806	7	69	1	0	0	16	1836	0	1	1
3807	1	2	19	0	0	0	165	1	0	1
3807	7	62	6	0	0	6	621	0	1	1
3808	7	68	5	0	0	4	437	0	1	1
3809	1	9	23	0	0	0	165	0	1	0
3809	7	66	11	0	0	4	437	0	1	1
3810	7	63	3	0	0	14	1527	0	1	1
3811	1	4	3	0	0	0	165	0	1	1
3811	7	70	2	0	0	12	1191	0	1	1
3812	1	2	19	0	0	0	165	0	1	0
3812	7	65	4	0	0	6	621	0	1	1
3813	1	1	6	0	0	0	165	0	1	1
3813	7	67	12	0	0	4	437	0	1	1
3814	2	14	108	0	0	0	165	0	1	0
3814	4	40	33	0	0	0	165	0	1	0
3814	7	61	7	0	0	10	935	0	1	1
3815	7	64	8	0	0	18	1980	0	1	1
3816	7	69	1	0	0	16	1836	0	1	1
3817	7	68	5	0	0	4	437	0	1	1
3818	7	62	6	0	0	6	621	0	1	1
3819	2	15	99	0	0	0	165	0	1	0
3819	3	30	59	0	0	0	165	0	1	0
3819	7	66	11	0	0	4	437	0	1	1
3820	3	27	65	0	0	0	165	0	1	0
3820	7	63	3	0	0	14	1527	0	1	1
3821	6	59	3	0	0	0	165	0	1	0
3821	7	70	2	0	0	12	1191	0	1	1
3822	7	67	12	0	0	4	437	0	1	1
3823	1	4	3	0	0	0	165	0	1	0
3823	7	65	4	0	0	6	621	0	1	1
3824	1	2	19	0	0	0	165	0	1	0
3824	6	52	30	0	0	0	165	0	1	0
3824	7	61	7	0	0	10	935	0	1	1
3825	1	1	6	0	0	0	165	0	1	1
3825	7	64	8	0	0	18	1980	0	1	1
3826	7	69	1	0	0	16	1836	0	1	1
3827	3	27	65	0	0	0	165	1	0	1
3827	4	37	42	0	0	0	165	0	1	0
3827	7	68	5	0	0	4	437	0	1	1
3828	3	28	219	0	0	0	165	0	1	0
3828	7	62	6	0	0	6	621	0	1	1
3829	7	63	3	0	0	14	1527	0	1	1
3830	1	4	3	0	0	0	165	1	0	1
3830	7	66	11	0	0	4	437	0	1	1
3831	1	2	19	0	0	0	165	1	0	1
3831	7	70	2	0	0	12	1191	0	1	1
3832	7	67	12	0	0	4	437	0	1	1
3833	7	61	7	0	0	10	935	0	1	1
3834	7	64	8	0	0	18	1980	0	1	1
3835	1	4	3	0	0	0	165	0	1	1
3835	5	48	77	0	0	0	165	0	1	0
3835	6	53	12	0	0	0	165	0	1	0
3835	7	65	4	0	0	6	621	0	1	1
3836	7	69	1	0	0	16	1836	0	1	1
3837	1	1	6	0	0	0	165	0	1	1
3837	7	68	5	0	0	4	437	0	1	1
3838	7	63	3	0	0	14	1527	0	1	1
3839	6	54	55	0	0	0	165	0	1	0
3839	7	66	11	0	0	4	437	0	1	1
3840	2	14	108	0	0	0	165	0	1	0
3840	7	70	2	0	0	12	1191	0	1	1
3841	7	62	6	0	0	6	621	0	1	1
3842	2	16	44	0	0	0	165	0	1	0
3842	7	67	12	0	0	4	437	0	1	1
3843	7	61	7	0	0	10	935	0	1	1
3844	3	26	102	0	0	0	165	0	1	0
3844	7	64	8	0	0	18	1980	0	1	1
3845	7	69	1	0	0	16	1836	0	1	1
3846	1	2	19	0	0	0	165	0	1	0
3846	3	22	160	0	0	0	165	0	1	0
3846	7	65	4	0	0	6	621	0	1	1
3847	1	1	6	0	0	0	165	0	1	1
3847	7	68	5	0	0	4	437	0	1	1
3848	7	63	3	0	0	14	1527	0	1	1
3849	6	55	40	0	0	0	165	0	1	0
3849	7	66	11	0	0	4	437	0	1	1
3850	7	70	2	0	0	12	1191	0	1	1
3851	2	11	34	0	0	0	165	0	1	0
3851	7	62	6	0	0	6	621	0	1	1
3852	3	29	85	0	0	0	165	0	1	0
3852	7	61	7	0	0	10	935	0	1	1
3853	7	67	12	0	0	4	437	0	1	1
3854	7	64	8	0	0	18	1980	0	1	1
3855	7	69	1	0	0	16	1836	0	1	1
3856	1	4	3	0	0	0	165	0	1	1
3856	7	68	5	0	0	4	437	0	1	1
3857	2	11	34	0	0	0	165	0	1	0
3857	4	38	37	0	0	0	165	0	1	0
3857	7	65	4	0	0	6	621	0	1	1
3858	1	1	6	0	0	0	165	0	1	1
3858	7	63	3	0	0	14	1527	0	1	1
3859	7	70	2	0	0	12	1191	0	1	1
3860	7	66	11	0	0	4	437	0	1	1
3861	7	61	7	0	0	10	935	0	1	1
3862	3	27	65	0	0	0	165	0	1	0
3862	7	67	12	0	0	4	437	0	1	1
3863	7	62	6	0	0	6	621	0	1	1
3864	1	9	23	0	0	0	165	0	1	0
3864	7	64	8	0	0	18	1980	0	1	1
3865	7	69	1	0	0	16	1836	0	1	1
3866	1	4	3	0	0	0	165	0	1	1
3866	3	25	123	0	0	0	165	0	1	0
3866	7	68	5	0	0	4	437	0	1	1
3867	7	63	3	0	0	14	1527	0	1	1
3868	7	65	4	0	0	6	621	0	1	1
3869	7	70	2	0	0	12	1191	0	1	1
3870	7	66	11	0	0	4	437	0	1	1
3871	7	61	7	0	0	10	935	0	1	1
3872	7	67	12	0	0	4	437	0	1	1
3873	5	46	56	0	0	0	165	0	1	0
3873	7	64	8	0	0	18	1980	0	1	1
3874	7	69	1	0	0	16	1836	0	1	1
3875	7	62	6	0	0	6	621	0	1	1
3876	7	68	5	0	0	4	437	0	1	1
3877	1	4	3	0	0	0	165	0	1	1
3877	7	63	3	0	0	14	1527	0	1	1
3878	1	2	19	0	0	0	165	0	1	0
3878	7	70	2	0	0	12	1191	0	1	1
3879	1	1	6	0	0	0	165	0	1	1
3879	4	37	42	0	0	0	165	0	1	0
3879	7	66	11	0	0	4	437	0	1	1
3880	2	14	108	0	0	0	165	0	1	0
3880	7	65	4	0	0	6	621	0	1	1
3881	7	61	7	0	0	10	935	0	1	1
3882	3	27	65	0	0	0	165	0	1	0
3882	7	67	12	0	0	4	437	0	1	1
3883	7	64	8	0	0	18	1980	0	1	1
3884	7	69	1	0	0	16	1836	0	1	1
3885	1	2	19	0	0	0	165	1	0	1
3885	7	62	6	0	0	6	621	0	1	1
3886	1	9	23	0	0	0	165	0	1	0
3886	3	25	123	0	0	0	165	0	1	0
3886	7	68	5	0	0	4	437	0	1	1
3887	7	63	3	0	0	14	1527	0	1	1
3888	1	4	3	0	0	0	165	0	1	1
3888	5	44	105	0	0	0	165	0	1	0
3888	7	70	2	0	0	12	1191	0	1	1
3889	7	66	11	0	0	4	437	0	1	1
3890	1	1	6	0	0	0	165	0	1	1
3890	7	61	7	0	0	10	935	0	1	1
3891	7	65	4	0	0	6	621	0	1	1
3892	7	67	12	0	0	4	437	0	1	1
3893	4	31	93	0	0	0	165	0	1	0
3893	7	64	8	0	0	18	1980	0	1	1
3894	7	69	1	0	0	16	1836	0	1	1
3895	7	68	5	0	0	4	437	0	1	1
3896	7	63	3	0	0	14	1527	0	1	1
3897	7	62	6	0	0	6	621	0	1	1
3898	5	48	77	0	0	0	165	0	1	0
3898	7	70	2	0	0	12	1191	0	1	1
3899	7	66	11	0	0	4	437	0	1	1
3900	1	2	19	0	0	0	165	0	1	1
3900	7	61	7	0	0	10	935	0	1	1
3901	7	67	12	0	0	4	437	0	1	1
3902	4	39	74	0	0	0	165	0	1	0
3902	7	64	8	0	0	18	1980	0	1	1
3903	7	69	1	0	0	16	1836	0	1	1
3904	7	65	4	0	0	6	621	0	1	1
3905	7	68	5	0	0	4	437	0	1	1
3906	7	63	3	0	0	14	1527	0	1	1
3907	1	9	23	0	0	0	165	0	1	0
3907	7	70	2	0	0	12	1191	0	1	1
3908	7	62	6	0	0	6	621	0	1	1
3909	1	4	3	0	0	0	165	0	1	1
3909	7	66	11	0	0	4	437	0	1	1
3910	4	40	33	0	0	0	165	0	1	0
3910	7	61	7	0	0	10	935	0	1	1
3911	1	1	6	0	0	0	165	0	1	1
3911	2	14	108	0	0	0	165	0	1	0
3911	7	64	8	0	0	18	1980	0	1	1
3912	7	67	12	0	0	4	437	0	1	1
3913	3	24	94	0	0	0	165	0	1	0
3913	7	69	1	0	0	16	1836	0	1	1
3914	7	65	4	0	0	6	621	0	1	1
3915	7	68	5	0	0	4	437	0	1	1
3916	7	63	3	0	0	14	1527	0	1	1
3917	7	70	2	0	0	12	1191	0	1	1
3918	1	9	23	0	0	0	165	0	1	0
3918	6	53	12	0	0	0	165	0	1	0
3918	7	66	11	0	0	4	437	0	1	1
3919	7	62	6	0	0	6	621	0	1	1
3920	1	4	3	0	0	0	165	0	1	1
3920	7	61	7	0	0	10	935	0	1	1
3921	6	56	54	0	0	0	165	0	1	0
3921	7	64	8	0	0	18	1980	0	1	1
3922	5	43	23	0	0	0	165	0	1	0
3922	6	54	55	0	0	0	165	0	1	0
3922	7	67	12	0	0	4	437	0	1	1
3923	7	69	1	0	0	16	1836	0	1	1
3924	7	68	5	0	0	4	437	0	1	1
3925	1	9	23	0	0	0	165	1	0	1
3925	2	13	116	0	0	0	165	0	1	0
3925	5	47	49	0	0	0	165	0	1	0
3925	6	53	12	0	0	0	165	1	0	1
3925	7	65	4	0	0	6	621	0	1	1
3926	7	63	3	0	0	14	1527	0	1	1
3927	3	28	219	0	0	0	165	0	1	0
3927	7	70	2	0	0	12	1191	0	1	1
3928	7	66	11	0	0	4	437	0	1	1
3929	3	30	59	0	0	0	165	0	1	0
3929	7	61	7	0	0	10	935	0	1	1
3930	1	5	49	0	0	0	165	0	1	0
3930	3	27	65	0	0	0	165	0	1	0
3930	7	62	6	0	0	6	621	0	1	1
3931	7	64	8	0	0	18	1980	0	1	1
3932	1	2	19	0	0	0	165	0	1	0
3932	7	69	1	0	0	16	1836	0	1	1
3933	1	1	6	0	0	0	165	0	1	1
3933	2	16	44	0	0	0	165	0	1	0
3933	7	67	12	0	0	4	437	0	1	1
3934	6	56	54	0	0	0	165	0	1	0
3934	7	68	5	0	0	4	437	0	1	1
3935	6	54	55	0	0	0	165	0	1	0
3935	7	63	3	0	0	14	1527	0	1	1
3936	3	30	59	0	0	0	165	1	0	0
3936	4	31	93	0	0	0	165	0	1	0
3936	7	70	2	0	0	12	1191	0	1	1
3937	5	47	49	0	0	0	165	0	1	0
3937	7	65	4	0	0	6	621	0	1	1
3938	6	58	2	0	0	0	165	0	1	0
3938	7	66	11	0	0	4	437	0	1	1
3939	6	59	3	0	0	0	165	0	1	0
3939	7	61	7	0	0	10	935	0	1	1
3940	7	64	8	0	0	18	1980	0	1	1
3941	6	56	54	0	0	0	165	1	0	0
3941	7	69	1	0	0	16	1836	0	1	1
3942	7	67	12	0	0	4	437	0	1	1
3943	1	4	3	0	0	0	165	0	1	1
3943	7	62	6	0	0	6	621	0	1	1
3944	4	37	42	0	0	0	165	0	1	0
3944	7	68	5	0	0	4	437	0	1	1
3945	1	1	6	0	0	0	165	0	1	1
3945	5	43	23	0	0	0	165	0	1	0
3945	7	63	3	0	0	14	1527	0	1	1
3946	1	8	7	0	0	0	165	0	1	0
3946	4	34	89	0	0	0	165	0	1	0
3946	7	70	2	0	0	12	1191	0	1	1
3947	3	25	123	0	0	0	165	0	1	0
3947	5	50	45	0	0	0	165	0	1	0
3947	7	65	4	0	0	6	621	0	1	1
3948	4	32	110	0	0	0	165	0	1	0
3948	6	56	54	0	0	0	165	2	0	0
3948	7	66	11	0	0	4	437	0	1	1
3949	3	28	219	0	0	0	165	0	1	0
3949	5	46	56	0	0	0	165	0	1	0
3949	7	61	7	0	0	10	935	0	1	1
3950	7	64	8	0	0	18	1980	0	1	1
3951	7	69	1	0	0	16	1836	0	1	1
3952	3	27	65	0	0	0	165	0	1	0
3952	4	35	145	0	0	0	165	0	1	0
3952	7	67	12	0	0	4	437	0	1	1
3953	7	62	6	0	0	6	621	0	1	1
3954	7	63	3	0	0	14	1527	0	1	1
3955	7	68	5	0	0	4	437	0	1	1
3956	1	1	6	0	0	0	165	0	1	1
3956	7	70	2	0	0	12	1191	0	1	1
3957	7	66	11	0	0	4	437	0	1	1
