% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
5816	7	67	12	0	0	4	437	0	1	1
5817	7	61	7	0	0	10	935	0	1	1
5818	7	64	8	0	0	18	1980	0	1	1
5819	1	4	3	0	0	0	165	1	0	1
5819	4	32	110	0	0	0	165	0	1	0
5819	7	69	1	0	0	16	1836	0	1	1
5820	7	68	5	0	0	4	437	0	1	1
5821	7	62	6	0	0	6	621	0	1	1
5822	2	16	44	0	0	0	165	1	0	1
5822	7	63	3	0	0	14	1527	0	1	1
5823	7	66	11	0	0	4	437	0	1	1
5824	7	70	2	0	0	12	1191	0	1	1
5825	1	4	3	0	0	0	165	0	1	1
5825	6	56	54	0	0	0	165	0	1	0
5825	7	67	12	0	0	4	437	0	1	1
5826	1	2	19	0	0	0	165	0	1	0
5826	7	61	7	0	0	10	935	0	1	1
5827	1	1	6	0	0	0	165	0	1	1
5827	7	65	4	0	0	6	621	0	1	1
5828	1	8	7	0	0	0	165	0	1	0
5828	7	64	8	0	0	18	1980	0	1	1
5829	7	69	1	0	0	16	1836	0	1	1
5830	7	68	5	0	0	4	437	0	1	1
5831	1	10	15	0	0	0	165	0	1	0
5831	3	25	123	0	0	0	165	0	1	0
5831	7	63	3	0	0	14	1527	0	1	1
5832	7	62	6	0	0	6	621	0	1	1
5833	1	2	19	0	0	0	165	1	0	1
5833	7	66	11	0	0	4	437	0	1	1
5834	1	9	23	0	0	0	165	0	1	0
5834	7	70	2	0	0	12	1191	0	1	1
5835	7	67	12	0	0	4	437	0	1	1
5836	7	61	7	0	0	10	935	0	1	1
5837	1	4	3	0	0	0	165	0	1	1
5837	7	64	8	0	0	18	1980	0	1	1
5838	7	69	1	0	0	16	1836	0	1	1
5839	7	65	4	0	0	6	621	0	1	1
5840	7	68	5	0	0	4	437	0	1	1
5841	4	36	121	0	0	0	165	0	1	0
5841	7	63	3	0	0	14	1527	0	1	1
5842	1	8	7	0	0	0	165	0	1	0
5842	7	66	11	0	0	4	437	0	1	1
5843	3	28	219	0	0	0	165	0	1	0
5843	7	70	2	0	0	12	1191	0	1	1
5844	1	6	59	0	0	0	165	0	1	0
5844	7	62	6	0	0	6	621	0	1	1
5845	7	61	7	0	0	10	935	0	1	1
5846	7	67	12	0	0	4	437	0	1	1
5847	7	64	8	0	0	18	1980	0	1	1
5848	5	41	58	0	0	0	165	0	1	0
5848	7	69	1	0	0	16	1836	0	1	1
5849	7	68	5	0	0	4	437	0	1	1
5850	2	14	108	0	0	0	165	0	1	0
5850	4	31	93	0	0	0	165	0	1	0
5850	7	65	4	0	0	6	621	0	1	1
5851	6	59	3	0	0	0	165	0	1	0
5851	7	63	3	0	0	14	1527	0	1	1
5852	3	22	160	0	0	0	165	0	1	0
5852	7	70	2	0	0	12	1191	0	1	1
5853	7	66	11	0	0	4	437	0	1	1
5854	7	62	6	0	0	6	621	0	1	1
5855	3	30	59	0	0	0	165	0	1	0
5855	7	61	7	0	0	10	935	0	1	1
5856	7	67	12	0	0	4	437	0	1	1
5857	7	64	8	0	0	18	1980	0	1	1
5858	6	59	3	0	0	0	165	1	0	1
5858	7	69	1	0	0	16	1836	0	1	1
5859	1	9	23	0	0	0	165	0	1	0
5859	7	68	5	0	0	4	437	0	1	1
5860	4	34	89	0	0	0	165	0	1	0
5860	7	65	4	0	0	6	621	0	1	1
5861	3	25	123	0	0	0	165	0	1	0
5861	7	63	3	0	0	14	1527	0	1	1
5862	1	2	19	0	0	0	165	0	1	0
5862	7	70	2	0	0	12	1191	0	1	1
5863	1	1	6	0	0	0	165	0	1	1
5863	7	66	11	0	0	4	437	0	1	1
5864	7	61	7	0	0	10	935	0	1	1
5865	7	67	12	0	0	4	437	0	1	1
5866	7	64	8	0	0	18	1980	0	1	1
5867	1	6	59	0	0	0	165	0	1	0
5867	2	12	73	0	0	0	165	0	1	0
5867	3	27	65	0	0	0	165	0	1	0
5867	7	62	6	0	0	6	621	0	1	1
5868	6	54	55	0	0	0	165	0	1	0
5868	7	69	1	0	0	16	1836	0	1	1
5869	2	14	108	0	0	0	165	0	1	0
5869	7	68	5	0	0	4	437	0	1	1
5870	7	63	3	0	0	14	1527	0	1	1
5871	7	70	2	0	0	12	1191	0	1	1
5872	7	65	4	0	0	6	621	0	1	1
5873	1	4	3	0	0	0	165	0	1	1
5873	7	66	11	0	0	4	437	0	1	1
5874	4	36	121	0	0	0	165	0	1	0
5874	7	61	7	0	0	10	935	0	1	1
5875	1	2	19	0	0	0	165	0	1	0
5875	7	67	12	0	0	4	437	0	1	1
5876	1	1	6	0	0	0	165	0	1	1
5876	4	35	145	0	0	0	165	0	1	0
5876	7	64	8	0	0	18	1980	0	1	1
5877	7	69	1	0	0	16	1836	0	1	1
5878	7	62	6	0	0	6	621	0	1	1
5879	7	68	5	0	0	4	437	0	1	1
5880	7	63	3	0	0	14	1527	0	1	1
5881	6	57	1	0	0	0	165	0	1	0
5881	7	70	2	0	0	12	1191	0	1	1
5882	1	2	19	0	0	0	165	1	0	1
5882	7	66	11	0	0	4	437	0	1	1
5883	5	42	12	0	0	0	165	0	1	0
5883	7	65	4	0	0	6	621	0	1	1
5884	2	13	116	0	0	0	165	0	1	0
5884	7	61	7	0	0	10	935	0	1	1
5885	1	4	3	0	0	0	165	0	1	1
5885	7	67	12	0	0	4	437	0	1	1
5886	7	64	8	0	0	18	1980	0	1	1
5887	1	1	6	0	0	0	165	0	1	1
5887	7	69	1	0	0	16	1836	0	1	1
5888	3	29	85	0	0	0	165	0	1	0
5888	7	68	5	0	0	4	437	0	1	1
5889	7	62	6	0	0	6	621	0	1	1
5890	7	63	3	0	0	14	1527	0	1	1
5891	4	37	42	0	0	0	165	0	1	0
5891	7	70	2	0	0	12	1191	0	1	1
5892	7	66	11	0	0	4	437	0	1	1
5893	7	61	7	0	0	10	935	0	1	1
5894	6	59	3	0	0	0	165	0	1	0
5894	7	65	4	0	0	6	621	0	1	1
5895	1	4	3	0	0	0	165	0	1	1
5895	7	67	12	0	0	4	437	0	1	1
5896	7	64	8	0	0	18	1980	0	1	1
5897	1	1	6	0	0	0	165	0	1	1
5897	4	33	126	0	0	0	165	0	1	0
5897	7	69	1	0	0	16	1836	0	1	1
5898	1	8	7	0	0	0	165	0	1	0
5898	3	29	85	0	0	0	165	0	1	0
5898	7	68	5	0	0	4	437	0	1	1
5899	6	56	54	0	0	0	165	0	1	0
5899	7	63	3	0	0	14	1527	0	1	1
5900	7	70	2	0	0	12	1191	0	1	1
5901	7	62	6	0	0	6	621	0	1	1
5902	7	66	11	0	0	4	437	0	1	1
5903	7	61	7	0	0	10	935	0	1	1
5904	2	16	44	0	0	0	165	0	1	0
5904	7	64	8	0	0	18	1980	0	1	1
5905	7	67	12	0	0	4	437	0	1	1
5906	1	4	3	0	0	0	165	0	1	0
5906	7	69	1	0	0	16	1836	0	1	1
5907	7	65	4	0	0	6	621	0	1	1
5908	1	1	6	0	0	0	165	0	1	1
5908	7	68	5	0	0	4	437	0	1	1
5909	4	33	126	0	0	0	165	0	1	0
5909	7	63	3	0	0	14	1527	0	1	1
5910	7	70	2	0	0	12	1191	0	1	1
5911	3	25	123	0	0	0	165	0	1	0
5911	6	56	54	0	0	0	165	0	1	0
5911	7	62	6	0	0	6	621	0	1	1
5912	7	66	11	0	0	4	437	0	1	1
5913	1	4	3	0	0	0	165	1	0	1
5913	4	37	42	0	0	0	165	0	1	0
5913	7	61	7	0	0	10	935	0	1	1
5914	7	64	8	0	0	18	1980	0	1	1
5915	1	9	23	0	0	0	165	0	1	0
5915	7	67	12	0	0	4	437	0	1	1
5916	1	5	49	0	0	0	165	0	1	0
5916	7	69	1	0	0	16	1836	0	1	1
5917	1	4	3	0	0	0	165	0	1	1
5917	6	60	8	0	0	0	165	0	1	0
5917	7	65	4	0	0	6	621	0	1	1
5918	1	2	19	0	0	0	165	0	1	0
5918	5	47	49	0	0	0	165	0	1	0
5918	7	68	5	0	0	4	437	0	1	1
5919	1	1	6	0	0	0	165	0	1	1
5919	7	63	3	0	0	14	1527	0	1	1
5920	6	52	30	0	0	0	165	0	1	0
5920	7	70	2	0	0	12	1191	0	1	1
5921	1	7	8	0	0	0	165	0	1	0
5921	7	66	11	0	0	4	437	0	1	1
5922	7	61	7	0	0	10	935	0	1	1
5923	7	62	6	0	0	6	621	0	1	1
5924	1	6	59	0	0	0	165	0	1	0
5924	7	64	8	0	0	18	1980	0	1	1
5925	1	2	19	0	0	0	165	1	0	1
5925	2	12	73	0	0	0	165	0	1	0
5925	7	69	1	0	0	16	1836	0	1	1
5926	2	15	99	0	0	0	165	0	1	0
5926	4	39	74	0	0	0	165	0	1	0
5926	6	57	1	0	0	0	165	0	1	0
5926	7	67	12	0	0	4	437	0	1	1
5927	7	68	5	0	0	4	437	0	1	1
5928	2	13	116	0	0	0	165	0	1	0
5928	7	63	3	0	0	14	1527	0	1	1
5929	5	47	49	0	0	0	165	0	1	0
5929	7	65	4	0	0	6	621	0	1	1
5930	2	11	34	0	0	0	165	0	1	0
5930	7	70	2	0	0	12	1191	0	1	1
5931	5	41	58	0	0	0	165	0	1	0
5931	7	66	11	0	0	4	437	0	1	1
5932	1	4	3	0	0	0	165	0	1	1
5932	2	12	73	0	0	0	165	1	0	0
5932	5	49	67	0	0	0	165	0	1	0
5932	7	61	7	0	0	10	935	0	1	1
5933	1	2	19	0	0	0	165	0	1	0
5933	3	23	23	0	0	0	165	0	1	0
5933	7	64	8	0	0	18	1980	0	1	1
5934	1	1	6	0	0	0	165	0	1	1
5934	7	69	1	0	0	16	1836	0	1	1
5935	7	62	6	0	0	6	621	0	1	1
5936	3	29	85	0	0	0	165	0	1	0
5936	7	67	12	0	0	4	437	0	1	1
5937	7	68	5	0	0	4	437	0	1	1
5938	5	41	58	0	0	0	165	1	0	1
5938	7	63	3	0	0	14	1527	0	1	1
5939	7	70	2	0	0	12	1191	0	1	1
5940	1	2	19	0	0	0	165	1	0	1
5940	3	23	23	0	0	0	165	1	0	0
5940	7	65	4	0	0	6	621	0	1	1
5941	1	9	23	0	0	0	165	0	1	0
5941	7	66	11	0	0	4	437	0	1	1
5942	7	61	7	0	0	10	935	0	1	1
5943	1	4	3	0	0	0	165	0	1	1
5943	2	15	99	0	0	0	165	0	1	0
5943	5	46	56	0	0	0	165	0	1	0
5943	7	64	8	0	0	18	1980	0	1	1
5944	2	14	108	0	0	0	165	0	1	0
5944	5	41	58	0	0	0	165	0	1	0
5944	6	55	40	0	0	0	165	0	1	0
5944	7	69	1	0	0	16	1836	0	1	1
5945	1	1	6	0	0	0	165	0	1	1
5945	7	67	12	0	0	4	437	0	1	1
5946	7	62	6	0	0	6	621	0	1	1
5947	7	68	5	0	0	4	437	0	1	1
5948	7	63	3	0	0	14	1527	0	1	1
5949	3	24	94	0	0	0	165	0	1	0
5949	7	70	2	0	0	12	1191	0	1	1
5950	3	26	102	0	0	0	165	0	1	0
5950	7	66	11	0	0	4	437	0	1	1
5951	1	3	58	0	0	0	165	0	1	0
5951	7	65	4	0	0	6	621	0	1	1
5952	7	61	7	0	0	10	935	0	1	1
5953	7	64	8	0	0	18	1980	0	1	1
5954	3	23	23	0	0	0	165	0	1	0
5954	7	69	1	0	0	16	1836	0	1	1
5955	7	67	12	0	0	4	437	0	1	1
5956	1	1	6	0	0	0	165	0	1	1
5956	7	62	6	0	0	6	621	0	1	1
5957	7	63	3	0	0	14	1527	0	1	1
5958	7	68	5	0	0	4	437	0	1	1
5959	7	70	2	0	0	12	1191	0	1	1
5960	4	32	110	0	0	0	165	0	1	0
5960	7	66	11	0	0	4	437	0	1	1
5961	7	61	7	0	0	10	935	0	1	1
5962	7	64	8	0	0	18	1980	0	1	1
5963	7	65	4	0	0	6	621	0	1	1
5964	7	69	1	0	0	16	1836	0	1	1
5965	1	4	3	0	0	0	165	0	1	1
5965	7	67	12	0	0	4	437	0	1	1
5966	1	2	19	0	0	0	165	0	1	0
5966	7	63	3	0	0	14	1527	0	1	1
5967	1	1	6	0	0	0	165	0	1	1
5967	7	68	5	0	0	4	437	0	1	1
5968	4	39	74	0	0	0	165	0	1	0
5968	7	70	2	0	0	12	1191	0	1	1
5969	7	62	6	0	0	6	621	0	1	1
5970	7	66	11	0	0	4	437	0	1	1
5971	1	10	15	0	0	0	165	0	1	0
5971	7	61	7	0	0	10	935	0	1	1
5972	7	64	8	0	0	18	1980	0	1	1
5973	1	2	19	0	0	0	165	1	0	1
5973	7	69	1	0	0	16	1836	0	1	1
5974	7	65	4	0	0	6	621	0	1	1
5975	7	67	12	0	0	4	437	0	1	1
5976	1	4	3	0	0	0	165	0	1	1
5976	7	63	3	0	0	14	1527	0	1	1
5977	7	68	5	0	0	4	437	0	1	1
5978	4	37	42	0	0	0	165	0	1	0
5978	7	70	2	0	0	12	1191	0	1	1
5979	1	1	6	0	0	0	165	0	1	1
5979	3	24	94	0	0	0	165	0	1	0
5979	7	62	6	0	0	6	621	0	1	1
5980	7	61	7	0	0	10	935	0	1	1
5981	1	7	8	0	0	0	165	0	1	0
5981	7	66	11	0	0	4	437	0	1	1
5982	7	64	8	0	0	18	1980	0	1	1
5983	7	69	1	0	0	16	1836	0	1	1
5984	7	67	12	0	0	4	437	0	1	1
5985	5	46	56	0	0	0	165	0	1	0
5985	7	65	4	0	0	6	621	0	1	1
5986	5	41	58	0	0	0	165	0	1	0
5986	7	63	3	0	0	14	1527	0	1	1
5987	1	4	3	0	0	0	165	0	1	1
5987	5	49	67	0	0	0	165	0	1	0
5987	7	70	2	0	0	12	1191	0	1	1
5988	7	68	5	0	0	4	437	0	1	1
5989	6	57	1	0	0	0	165	0	1	0
5989	7	61	7	0	0	10	935	0	1	1
5990	1	1	6	0	0	0	165	0	1	1
5990	7	66	11	0	0	4	437	0	1	1
5991	7	62	6	0	0	6	621	0	1	1
5992	7	64	8	0	0	18	1980	0	1	1
5993	7	69	1	0	0	16	1836	0	1	1
5994	4	36	121	0	0	0	165	0	1	0
5994	7	67	12	0	0	4	437	0	1	1
5995	7	63	3	0	0	14	1527	0	1	1
5996	7	65	4	0	0	6	621	0	1	1
5997	3	29	85	0	0	0	165	0	1	0
5997	7	70	2	0	0	12	1191	0	1	1
5998	7	68	5	0	0	4	437	0	1	1
5999	7	61	7	0	0	10	935	0	1	1
6000	1	1	6	0	0	0	165	0	1	1
6000	7	66	11	0	0	4	437	0	1	1
6001	7	64	8	0	0	18	1980	0	1	1
6002	1	7	8	0	0	0	165	0	1	0
6002	7	69	1	0	0	16	1836	0	1	1
6003	7	62	6	0	0	6	621	0	1	1
6004	7	67	12	0	0	4	437	0	1	1
6005	1	3	58	0	0	0	165	0	1	0
6005	7	63	3	0	0	14	1527	0	1	1
6006	7	70	2	0	0	12	1191	0	1	1
6007	7	68	5	0	0	4	437	0	1	1
6008	4	40	33	0	0	0	165	0	1	0
6008	7	65	4	0	0	6	621	0	1	1
6009	7	61	7	0	0	10	935	0	1	1
6010	1	2	19	0	0	0	165	0	1	0
6010	7	66	11	0	0	4	437	0	1	1
6011	1	1	6	0	0	0	165	0	1	1
6011	7	64	8	0	0	18	1980	0	1	1
6012	7	69	1	0	0	16	1836	0	1	1
6013	2	13	116	0	0	0	165	0	1	0
6013	4	31	93	0	0	0	165	0	1	0
6013	7	62	6	0	0	6	621	0	1	1
6014	1	7	8	0	0	0	165	0	1	0
6014	7	67	12	0	0	4	437	0	1	1
6015	7	63	3	0	0	14	1527	0	1	1
6016	6	55	40	0	0	0	165	0	1	0
6016	7	70	2	0	0	12	1191	0	1	1
6017	7	68	5	0	0	4	437	0	1	1
6018	1	3	58	0	0	0	165	0	1	0
6018	7	61	7	0	0	10	935	0	1	1
6019	1	9	23	0	0	0	165	0	1	0
6019	7	65	4	0	0	6	621	0	1	1
6020	7	66	11	0	0	4	437	0	1	1
6021	1	7	8	0	0	0	165	1	0	1
6021	2	16	44	0	0	0	165	0	1	0
6021	7	64	8	0	0	18	1980	0	1	1
6022	1	4	3	0	0	0	165	0	1	1
6022	4	37	42	0	0	0	165	0	1	0
6022	7	69	1	0	0	16	1836	0	1	1
6023	7	67	12	0	0	4	437	0	1	1
6024	1	1	6	0	0	0	165	0	1	1
6024	7	63	3	0	0	14	1527	0	1	1
6025	7	62	6	0	0	6	621	0	1	1
6026	7	70	2	0	0	12	1191	0	1	1
6027	7	68	5	0	0	4	437	0	1	1
6028	1	7	8	0	0	0	165	0	1	0
6028	7	61	7	0	0	10	935	0	1	1
6029	5	41	58	0	0	0	165	0	1	0
6029	7	66	11	0	0	4	437	0	1	1
6030	5	49	67	0	0	0	165	0	1	0
6030	7	64	8	0	0	18	1980	0	1	1
6031	5	48	77	0	0	0	165	0	1	0
6031	7	69	1	0	0	16	1836	0	1	1
6032	7	65	4	0	0	6	621	0	1	1
6033	7	67	12	0	0	4	437	0	1	1
6034	1	4	3	0	0	0	165	0	1	1
6034	7	63	3	0	0	14	1527	0	1	1
6035	7	70	2	0	0	12	1191	0	1	1
6036	1	2	19	0	0	0	165	0	1	0
6036	7	62	6	0	0	6	621	0	1	1
6037	1	1	6	0	0	0	165	0	1	1
6037	7	68	5	0	0	4	437	0	1	1
6038	4	36	121	0	0	0	165	0	1	0
6038	5	48	77	0	0	0	165	1	0	1
6038	7	61	7	0	0	10	935	0	1	1
6039	1	7	8	0	0	0	165	0	1	0
6039	7	64	8	0	0	18	1980	0	1	1
6040	3	23	23	0	0	0	165	0	1	0
6040	7	66	11	0	0	4	437	0	1	1
6041	5	46	56	0	0	0	165	0	1	0
6041	7	69	1	0	0	16	1836	0	1	1
6042	7	65	4	0	0	6	621	0	1	1
6043	1	2	19	0	0	0	165	1	0	1
6043	7	67	12	0	0	4	437	0	1	1
6044	1	9	23	0	0	0	165	0	1	0
6044	4	39	74	0	0	0	165	0	1	0
6044	7	63	3	0	0	14	1527	0	1	1
6045	1	5	49	0	0	0	165	0	1	0
6045	7	70	2	0	0	12	1191	0	1	1
6046	7	68	5	0	0	4	437	0	1	1
6047	1	4	3	0	0	0	165	0	1	1
6047	5	43	23	0	0	0	165	0	1	0
6047	7	62	6	0	0	6	621	0	1	1
6048	2	12	73	0	0	0	165	0	1	0
6048	7	61	7	0	0	10	935	0	1	1
6049	1	1	6	0	0	0	165	0	1	1
6049	7	64	8	0	0	18	1980	0	1	1
6050	7	66	11	0	0	4	437	0	1	1
6051	7	69	1	0	0	16	1836	0	1	1
6052	4	35	145	0	0	0	165	0	1	0
6052	7	67	12	0	0	4	437	0	1	1
6053	4	40	33	0	0	0	165	0	1	0
6053	7	65	4	0	0	6	621	0	1	1
6054	7	63	3	0	0	14	1527	0	1	1
6055	7	70	2	0	0	12	1191	0	1	1
6056	7	68	5	0	0	4	437	0	1	1
6057	7	61	7	0	0	10	935	0	1	1
6058	7	62	6	0	0	6	621	0	1	1
6059	7	64	8	0	0	18	1980	0	1	1
6060	2	11	34	0	0	0	165	0	1	0
6060	7	69	1	0	0	16	1836	0	1	1
6061	1	1	6	0	0	0	165	0	1	1
6061	2	12	73	0	0	0	165	0	1	0
6061	3	27	65	0	0	0	165	0	1	0
6061	7	66	11	0	0	4	437	0	1	1
6062	7	67	12	0	0	4	437	0	1	1
6063	7	63	3	0	0	14	1527	0	1	1
6064	7	70	2	0	0	12	1191	0	1	1
6065	1	10	15	0	0	0	165	0	1	0
6065	7	65	4	0	0	6	621	0	1	1
6066	7	68	5	0	0	4	437	0	1	1
6067	7	61	7	0	0	10	935	0	1	1
6068	5	42	12	0	0	0	165	0	1	0
6068	7	64	8	0	0	18	1980	0	1	1
6069	1	4	3	0	0	0	165	0	1	1
6069	7	69	1	0	0	16	1836	0	1	1
6070	1	2	19	0	0	0	165	0	1	0
6070	4	31	93	0	0	0	165	0	1	0
6070	7	66	11	0	0	4	437	0	1	1
6071	1	1	6	0	0	0	165	0	1	1
6071	6	57	1	0	0	0	165	0	1	0
6071	7	62	6	0	0	6	621	0	1	1
6072	7	67	12	0	0	4	437	0	1	1
6073	1	8	7	0	0	0	165	0	1	0
6073	5	46	56	0	0	0	165	0	1	0
6073	7	63	3	0	0	14	1527	0	1	1
6074	4	35	145	0	0	0	165	0	1	0
6074	7	70	2	0	0	12	1191	0	1	1
6075	7	65	4	0	0	6	621	0	1	1
6076	7	68	5	0	0	4	437	0	1	1
6077	6	55	40	0	0	0	165	0	1	0
6077	7	61	7	0	0	10	935	0	1	1
6078	6	57	1	0	0	0	165	1	0	1
6078	7	64	8	0	0	18	1980	0	1	1
6079	7	69	1	0	0	16	1836	0	1	1
6080	1	8	7	0	0	0	165	1	0	1
6080	7	66	11	0	0	4	437	0	1	1
6081	2	12	73	0	0	0	165	0	1	0
6081	7	62	6	0	0	6	621	0	1	1
6082	1	4	3	0	0	0	165	0	1	1
6082	7	63	3	0	0	14	1527	0	1	1
6083	7	67	12	0	0	4	437	0	1	1
6084	1	1	6	0	0	0	165	0	1	1
6084	5	47	49	0	0	0	165	0	1	0
6084	6	55	40	0	0	0	165	1	0	1
6084	7	70	2	0	0	12	1191	0	1	1
6085	7	68	5	0	0	4	437	0	1	1
6086	7	61	7	0	0	10	935	0	1	1
6087	1	6	59	0	0	0	165	0	1	0
6087	7	65	4	0	0	6	621	0	1	1
6088	7	64	8	0	0	18	1980	0	1	1
6089	7	69	1	0	0	16	1836	0	1	1
6090	7	66	11	0	0	4	437	0	1	1
6091	7	63	3	0	0	14	1527	0	1	1
6092	1	4	3	0	0	0	165	0	1	1
6092	3	26	102	0	0	0	165	0	1	0
6092	7	67	12	0	0	4	437	0	1	1
6093	7	62	6	0	0	6	621	0	1	1
6094	6	58	2	0	0	0	165	0	1	0
6094	7	70	2	0	0	12	1191	0	1	1
6095	1	1	6	0	0	0	165	0	1	1
6095	7	68	5	0	0	4	437	0	1	1
6096	7	61	7	0	0	10	935	0	1	1
6097	1	7	8	0	0	0	165	0	1	0
6097	7	64	8	0	0	18	1980	0	1	1
6098	7	69	1	0	0	16	1836	0	1	1
6099	7	65	4	0	0	6	621	0	1	1
6100	7	66	11	0	0	4	437	0	1	1
6101	2	15	99	0	0	0	165	0	1	0
6101	6	58	2	0	0	0	165	1	0	1
6101	7	63	3	0	0	14	1527	0	1	1
6102	7	67	12	0	0	4	437	0	1	1
6103	1	4	3	0	0	0	165	0	1	0
6103	7	70	2	0	0	12	1191	0	1	1
6104	7	62	6	0	0	6	621	0	1	1
6105	7	68	5	0	0	4	437	0	1	1
6106	1	1	6	0	0	0	165	0	1	1
6106	4	35	145	0	0	0	165	0	1	0
6106	7	61	7	0	0	10	935	0	1	1
6107	1	8	7	0	0	0	165	0	1	0
6107	7	64	8	0	0	18	1980	0	1	1
6108	2	15	99	0	0	0	165	1	0	1
6108	4	38	37	0	0	0	165	0	1	0
6108	7	69	1	0	0	16	1836	0	1	1
6109	4	37	42	0	0	0	165	0	1	0
6109	7	66	11	0	0	4	437	0	1	1
6110	1	4	3	0	0	0	165	1	0	1
6110	3	24	94	0	0	0	165	0	1	0
6110	7	65	4	0	0	6	621	0	1	1
6111	7	63	3	0	0	14	1527	0	1	1
6112	7	67	12	0	0	4	437	0	1	1
6113	7	70	2	0	0	12	1191	0	1	1
6114	3	28	219	0	0	0	165	0	1	0
6114	7	61	7	0	0	10	935	0	1	1
6115	7	62	6	0	0	6	621	0	1	1
6116	1	4	3	0	0	0	165	0	1	0
6116	7	68	5	0	0	4	437	0	1	1
6117	7	64	8	0	0	18	1980	0	1	1
6118	1	1	6	0	0	0	165	0	1	1
6118	7	69	1	0	0	16	1836	0	1	1
6119	3	29	85	0	0	0	165	0	1	0
6119	7	66	11	0	0	4	437	0	1	1
6120	7	63	3	0	0	14	1527	0	1	1
6121	7	65	4	0	0	6	621	0	1	1
6122	7	70	2	0	0	12	1191	0	1	1
6123	1	4	3	0	0	0	165	1	0	1
6123	7	67	12	0	0	4	437	0	1	1
6124	7	61	7	0	0	10	935	0	1	1
6125	1	9	23	0	0	0	165	0	1	0
6125	2	12	73	0	0	0	165	0	1	0
6125	7	68	5	0	0	4	437	0	1	1
6126	7	64	8	0	0	18	1980	0	1	1
6127	1	4	3	0	0	0	165	0	1	1
6127	7	62	6	0	0	6	621	0	1	1
6128	5	49	67	0	0	0	165	0	1	0
6128	7	69	1	0	0	16	1836	0	1	1
6129	1	1	6	0	0	0	165	0	1	1
6129	7	66	11	0	0	4	437	0	1	1
6130	6	55	40	0	0	0	165	0	1	0
6130	7	63	3	0	0	14	1527	0	1	1
6131	3	24	94	0	0	0	165	0	1	0
6131	7	70	2	0	0	12	1191	0	1	1
6132	1	9	23	0	0	0	165	1	0	1
6132	7	67	12	0	0	4	437	0	1	1
6133	7	65	4	0	0	6	621	0	1	1
6134	3	22	160	0	0	0	165	0	1	0
6134	7	61	7	0	0	10	935	0	1	1
6135	3	28	219	0	0	0	165	0	1	0
6135	7	68	5	0	0	4	437	0	1	1
6136	2	16	44	0	0	0	165	0	1	0
6136	7	64	8	0	0	18	1980	0	1	1
6137	7	69	1	0	0	16	1836	0	1	1
6138	6	60	8	0	0	0	165	0	1	0
6138	7	62	6	0	0	6	621	0	1	1
6139	7	66	11	0	0	4	437	0	1	1
6140	1	1	6	0	0	0	165	0	1	1
6140	2	14	108	0	0	0	165	0	1	0
6140	7	63	3	0	0	14	1527	0	1	1
6141	1	8	7	0	0	0	165	0	1	0
6141	5	44	105	0	0	0	165	0	1	0
6141	7	70	2	0	0	12	1191	0	1	1
6142	7	67	12	0	0	4	437	0	1	1
6143	7	65	4	0	0	6	621	0	1	1
6144	7	61	7	0	0	10	935	0	1	1
6145	7	68	5	0	0	4	437	0	1	1
6146	1	9	23	0	0	0	165	0	1	0
6146	7	64	8	0	0	18	1980	0	1	1
6147	7	69	1	0	0	16	1836	0	1	1
6148	4	33	126	0	0	0	165	0	1	0
6148	7	66	11	0	0	4	437	0	1	1
6149	1	4	3	0	0	0	165	0	1	1
6149	4	35	145	0	0	0	165	0	1	0
6149	7	62	6	0	0	6	621	0	1	1
6150	7	63	3	0	0	14	1527	0	1	1
6151	1	1	6	0	0	0	165	0	1	1
6151	5	48	77	0	0	0	165	0	1	0
6151	7	70	2	0	0	12	1191	0	1	1
6152	7	67	12	0	0	4	437	0	1	1
6153	7	61	7	0	0	10	935	0	1	1
6154	5	43	23	0	0	0	165	0	1	0
6154	7	68	5	0	0	4	437	0	1	1
6155	1	6	59	0	0	0	165	0	1	0
6155	7	65	4	0	0	6	621	0	1	1
6156	7	64	8	0	0	18	1980	0	1	1
6157	7	69	1	0	0	16	1836	0	1	1
6158	1	9	23	0	0	0	165	0	1	0
6158	7	66	11	0	0	4	437	0	1	1
6159	5	46	56	0	0	0	165	0	1	0
6159	7	63	3	0	0	14	1527	0	1	1
6160	1	4	3	0	0	0	165	0	1	1
6160	7	70	2	0	0	12	1191	0	1	1
6161	7	62	6	0	0	6	621	0	1	1
6162	7	67	12	0	0	4	437	0	1	1
6163	1	1	6	0	0	0	165	0	1	1
6163	5	48	77	0	0	0	165	0	1	0
6163	7	61	7	0	0	10	935	0	1	1
6164	2	12	73	0	0	0	165	0	1	0
6164	3	22	160	0	0	0	165	0	1	0
6164	6	54	55	0	0	0	165	0	1	0
6164	7	68	5	0	0	4	437	0	1	1
6165	3	28	219	0	0	0	165	0	1	0
6165	7	64	8	0	0	18	1980	0	1	1
6166	7	69	1	0	0	16	1836	0	1	1
6167	7	65	4	0	0	6	621	0	1	1
6168	7	66	11	0	0	4	437	0	1	1
6169	7	63	3	0	0	14	1527	0	1	1
6170	1	9	23	0	0	0	165	0	1	0
6170	2	12	73	0	0	0	165	0	1	0
6170	7	70	2	0	0	12	1191	0	1	1
6171	7	67	12	0	0	4	437	0	1	1
6172	1	4	3	0	0	0	165	0	1	1
6172	2	15	99	0	0	0	165	0	1	0
