% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
2254	6	56	54	0	0	165	0	1
2254	7	67	12	0	4	437	0	1
2255	1	3	58	0	0	165	0	1
2255	2	20	15	0	0	165	0	1
2255	3	23	23	0	0	165	0	1
2255	4	31	93	0	0	165	0	1
2255	5	45	33	0	0	165	0	1
2255	6	54	55	0	0	165	0	1
2255	7	62	6	0	6	621	0	1
2256	1	5	49	0	0	165	0	1
2256	2	18	36	0	0	165	0	1
2256	3	30	59	0	0	165	0	1
2256	4	32	110	0	0	165	0	1
2256	5	50	45	0	0	165	0	1
2256	6	51	81	0	0	165	0	1
2256	7	64	8	0	18	1980	0	1
2257	1	3	58	0	0	165	1	0
2257	2	19	62	0	0	165	0	1
2257	3	27	65	0	0	165	0	1
2257	4	36	121	0	0	165	0	1
2257	5	47	49	0	0	165	0	1
2257	6	57	1	0	0	165	0	1
2257	7	69	1	0	16	1836	0	1
2258	1	4	3	0	0	165	0	1
2258	2	20	15	0	0	165	0	1
2258	3	29	85	0	0	165	0	1
2258	4	33	126	0	0	165	0	1
2258	5	46	56	0	0	165	0	1
2258	6	58	2	0	0	165	0	1
2258	7	68	5	0	4	437	0	1
2259	1	2	19	0	0	165	0	1
2259	2	18	36	0	0	165	0	1
2259	3	24	94	0	0	165	0	1
2259	4	35	145	0	0	165	0	1
2259	5	44	105	0	0	165	1	0
2259	6	59	3	0	0	165	0	1
2259	7	63	3	0	14	1527	0	1
2260	1	2	19	0	0	165	1	0
2260	2	19	62	0	0	165	0	1
2260	3	26	102	0	0	165	0	1
2260	4	40	33	0	0	165	0	1
2260	5	41	58	0	0	165	0	1
2260	6	60	8	0	0	165	0	1
2260	7	66	11	0	4	437	0	1
2261	1	1	6	0	0	165	0	1
2261	2	20	15	0	0	165	0	1
2261	3	25	123	0	0	165	0	1
2261	4	38	37	0	0	165	0	1
2261	5	49	67	0	0	165	0	1
2261	6	53	12	0	0	165	0	1
2261	7	70	2	0	12	1191	0	1
2262	1	3	58	0	0	165	0	1
2262	2	18	36	0	0	165	0	1
2262	3	22	160	0	0	165	0	1
2262	4	37	42	0	0	165	0	1
2262	5	48	77	0	0	165	0	1
2262	6	52	30	0	0	165	0	1
2262	7	65	4	0	6	621	0	1
2263	1	5	49	0	0	165	0	1
2263	2	19	62	0	0	165	0	1
2263	3	28	219	0	0	165	0	1
2263	4	39	74	0	0	165	0	1
2263	5	44	105	0	0	165	0	1
2263	6	55	40	0	0	165	0	1
2263	7	61	7	0	10	935	0	1
2264	1	4	3	0	0	165	0	1
2264	2	20	15	0	0	165	0	1
2264	3	21	237	0	0	165	0	1
2264	4	34	89	0	0	165	0	1
2264	5	42	12	0	0	165	0	1
2264	6	56	54	0	0	165	0	1
2264	7	67	12	0	4	437	0	1
2265	1	2	19	0	0	165	0	1
2265	2	18	36	0	0	165	0	1
2265	3	23	23	0	0	165	0	1
2265	4	31	93	0	0	165	0	1
2265	5	43	23	0	0	165	0	1
2265	6	54	55	0	0	165	0	1
2265	7	64	8	0	18	1980	0	1
2266	1	2	19	0	0	165	1	0
2266	2	18	36	0	0	165	1	0
2266	3	30	59	0	0	165	0	1
2266	4	32	110	0	0	165	0	1
2266	5	45	33	0	0	165	0	1
2266	6	59	3	0	0	165	1	0
2266	7	69	1	0	16	1836	0	1
2267	1	1	6	0	0	165	0	1
2267	2	19	62	0	0	165	0	1
2267	3	27	65	0	0	165	0	1
2267	4	36	121	0	0	165	0	1
2267	5	50	45	0	0	165	0	1
2267	6	51	81	0	0	165	0	1
2267	7	62	6	0	6	621	0	1
2268	1	3	58	0	0	165	0	1
2268	2	20	15	0	0	165	0	1
2268	3	29	85	0	0	165	0	1
2268	4	33	126	0	0	165	0	1
2268	5	47	49	0	0	165	0	1
2268	6	57	1	0	0	165	0	1
2268	7	68	5	0	4	437	0	1
2269	1	5	49	0	0	165	0	1
2269	2	18	36	0	0	165	0	1
2269	3	24	94	0	0	165	0	1
2269	4	35	145	0	0	165	0	1
2269	5	46	56	0	0	165	0	1
2269	6	58	2	0	0	165	0	1
2269	7	63	3	0	14	1527	0	1
2270	1	4	3	0	0	165	0	1
2270	2	19	62	0	0	165	0	1
2270	3	26	102	0	0	165	0	1
2270	4	40	33	0	0	165	0	1
2270	5	41	58	0	0	165	0	1
2270	6	59	3	0	0	165	0	1
2270	7	70	2	0	12	1191	0	1
2271	1	2	19	0	0	165	0	1
2271	2	20	15	0	0	165	0	1
2271	3	25	123	0	0	165	0	1
2271	4	38	37	0	0	165	0	1
2271	5	49	67	0	0	165	0	1
2271	6	60	8	0	0	165	0	1
2271	7	66	11	0	4	437	0	1
2272	1	1	6	0	0	165	0	1
2272	2	18	36	0	0	165	0	1
2272	3	22	160	0	0	165	0	1
2272	4	37	42	0	0	165	0	1
2272	5	48	77	0	0	165	0	1
2272	6	53	12	0	0	165	0	1
2272	7	65	4	0	6	621	0	1
2273	1	3	58	0	0	165	0	1
2273	2	19	62	0	0	165	0	1
2273	3	28	219	0	0	165	0	1
2273	4	39	74	0	0	165	0	1
2273	5	44	105	0	0	165	0	1
2273	6	52	30	0	0	165	0	1
2273	7	61	7	0	10	935	0	1
2274	1	5	49	0	0	165	0	1
2274	2	20	15	0	0	165	0	1
2274	3	27	65	0	0	165	1	0
2274	4	34	89	0	0	165	0	1
2274	5	42	12	0	0	165	0	1
2274	6	51	81	0	0	165	1	0
2274	7	67	12	0	4	437	0	1
2275	1	4	3	0	0	165	0	1
2275	2	18	36	0	0	165	0	1
2275	3	21	237	0	0	165	0	1
2275	4	33	126	0	0	165	1	0
2275	5	43	23	0	0	165	0	1
2275	6	55	40	0	0	165	0	1
2275	7	64	8	0	18	1980	0	1
2276	1	2	19	0	0	165	0	1
2276	2	19	62	0	0	165	0	1
2276	3	23	23	0	0	165	0	1
2276	4	31	93	0	0	165	0	1
2276	5	45	33	0	0	165	0	1
2276	6	56	54	0	0	165	0	1
2276	7	69	1	0	16	1836	0	1
2277	1	1	6	0	0	165	0	1
2277	2	20	15	0	0	165	0	1
2277	3	30	59	0	0	165	0	1
2277	4	32	110	0	0	165	0	1
2277	5	50	45	0	0	165	0	1
2277	6	54	55	0	0	165	0	1
2277	7	68	5	0	4	437	0	1
2278	1	3	58	0	0	165	0	1
2278	2	18	36	0	0	165	0	1
2278	3	27	65	0	0	165	0	1
2278	4	36	121	0	0	165	0	1
2278	5	47	49	0	0	165	0	1
2278	6	51	81	0	0	165	0	1
2278	7	62	6	0	6	621	0	1
2279	1	5	49	0	0	165	0	1
2279	2	19	62	0	0	165	0	1
2279	3	29	85	0	0	165	0	1
2279	4	33	126	0	0	165	0	1
2279	5	46	56	0	0	165	0	1
2279	6	57	1	0	0	165	0	1
2279	7	63	3	0	14	1527	0	1
2280	1	4	3	0	0	165	0	1
2280	2	20	15	0	0	165	0	1
2280	3	24	94	0	0	165	0	1
2280	4	35	145	0	0	165	0	1
2280	5	41	58	0	0	165	0	1
2280	6	58	2	0	0	165	0	1
2280	7	70	2	0	12	1191	0	1
2281	1	2	19	0	0	165	0	1
2281	2	18	36	0	0	165	0	1
2281	3	26	102	0	0	165	0	1
2281	4	40	33	0	0	165	0	1
2281	5	49	67	0	0	165	0	1
2281	6	59	3	0	0	165	0	1
2281	7	66	11	0	4	437	0	1
2282	1	1	6	0	0	165	0	1
2282	2	18	36	0	0	165	1	0
2282	3	25	123	0	0	165	0	1
2282	4	38	37	0	0	165	0	1
2282	5	48	77	0	0	165	0	1
2282	6	60	8	0	0	165	0	1
2282	7	61	7	0	10	935	0	1
2283	1	3	58	0	0	165	0	1
2283	2	19	62	0	0	165	0	1
2283	3	22	160	0	0	165	0	1
2283	4	37	42	0	0	165	0	1
2283	5	44	105	0	0	165	0	1
2283	6	53	12	0	0	165	0	1
2283	7	67	12	0	4	437	0	1
2284	1	5	49	0	0	165	0	1
2284	2	20	15	0	0	165	0	1
2284	3	28	219	0	0	165	0	1
2284	4	39	74	0	0	165	0	1
2284	5	42	12	0	0	165	0	1
2284	6	52	30	0	0	165	0	1
2284	7	65	4	0	6	621	0	1
2285	1	4	3	0	0	165	0	1
2285	2	18	36	0	0	165	0	1
2285	3	21	237	0	0	165	0	1
2285	4	34	89	0	0	165	0	1
2285	5	43	23	0	0	165	0	1
2285	6	55	40	0	0	165	0	1
2285	7	64	8	0	18	1980	0	1
2286	1	2	19	0	0	165	0	1
2286	2	19	62	0	0	165	0	1
2286	3	23	23	0	0	165	0	1
2286	4	31	93	0	0	165	0	1
2286	5	45	33	0	0	165	0	1
2286	6	56	54	0	0	165	0	1
2286	7	69	1	0	16	1836	0	1
2287	1	1	6	0	0	165	0	1
2287	2	20	15	0	0	165	1	0
2287	3	30	59	0	0	165	0	1
2287	4	32	110	0	0	165	0	1
2287	5	50	45	0	0	165	0	1
2287	6	54	55	0	0	165	0	1
2287	7	68	5	0	4	437	0	1
2288	1	2	19	0	0	165	1	0
2288	2	20	15	0	0	165	0	1
2288	3	27	65	0	0	165	0	1
2288	4	36	121	0	0	165	0	1
2288	5	47	49	0	0	165	0	1
2288	6	51	81	0	0	165	0	1
2288	7	63	3	0	14	1527	0	1
2289	1	3	58	0	0	165	0	1
2289	2	18	36	0	0	165	0	1
2289	3	29	85	0	0	165	0	1
2289	4	33	126	0	0	165	0	1
2289	5	46	56	0	0	165	0	1
2289	6	57	1	0	0	165	0	1
2289	7	62	6	0	6	621	0	1
2290	1	5	49	0	0	165	0	1
2290	2	19	62	0	0	165	1	0
2290	3	24	94	0	0	165	0	1
2290	4	35	145	0	0	165	0	1
2290	5	41	58	0	0	165	0	1
2290	6	58	2	0	0	165	0	1
2290	7	70	2	0	12	1191	0	1
2291	1	4	3	0	0	165	0	1
2291	2	19	62	0	0	165	0	1
2291	3	26	102	0	0	165	0	1
2291	4	40	33	0	0	165	0	1
2291	5	49	67	0	0	165	0	1
2291	6	59	3	0	0	165	0	1
2291	7	66	11	0	4	437	0	1
2292	1	2	19	0	0	165	0	1
2292	2	20	15	0	0	165	0	1
2292	3	21	237	0	0	165	1	0
2292	4	38	37	0	0	165	0	1
2292	5	48	77	0	0	165	0	1
2292	6	55	40	0	0	165	1	0
2292	7	61	7	0	10	935	0	1
2293	1	2	19	0	0	165	1	0
2293	2	18	36	0	0	165	0	1
2293	3	25	123	0	0	165	0	1
2293	4	37	42	0	0	165	0	1
2293	5	44	105	0	0	165	0	1
2293	6	60	8	0	0	165	0	1
2293	7	67	12	0	4	437	0	1
2294	1	1	6	0	0	165	0	1
2294	2	19	62	0	0	165	0	1
2294	3	22	160	0	0	165	0	1
2294	4	39	74	0	0	165	0	1
2294	5	42	12	0	0	165	0	1
2294	6	53	12	0	0	165	0	1
2294	7	64	8	0	18	1980	0	1
2295	1	3	58	0	0	165	0	1
2295	2	20	15	0	0	165	0	1
2295	3	28	219	0	0	165	0	1
2295	4	34	89	0	0	165	0	1
2295	5	43	23	0	0	165	0	1
2295	6	52	30	0	0	165	0	1
2295	7	69	1	0	16	1836	0	1
2296	1	3	58	0	0	165	1	0
2296	2	18	36	0	0	165	0	1
2296	3	21	237	0	0	165	0	1
2296	4	31	93	0	0	165	0	1
2296	5	45	33	0	0	165	0	1
2296	6	55	40	0	0	165	0	1
2296	7	65	4	0	6	621	0	1
2297	1	5	49	0	0	165	0	1
2297	2	19	62	0	0	165	0	1
2297	3	23	23	0	0	165	0	1
2297	4	32	110	0	0	165	0	1
2297	5	50	45	0	0	165	0	1
2297	6	56	54	0	0	165	0	1
2297	7	68	5	0	4	437	0	1
2298	1	4	3	0	0	165	0	1
2298	2	20	15	0	0	165	0	1
2298	3	30	59	0	0	165	0	1
2298	4	36	121	0	0	165	0	1
2298	5	47	49	0	0	165	0	1
2298	6	54	55	0	0	165	0	1
2298	7	63	3	0	14	1527	0	1
2299	1	2	19	0	0	165	0	1
2299	2	18	36	0	0	165	0	1
2299	3	27	65	0	0	165	0	1
2299	4	33	126	0	0	165	0	1
2299	5	46	56	0	0	165	0	1
2299	6	51	81	0	0	165	0	1
2299	7	70	2	0	12	1191	0	1
2300	1	1	6	0	0	165	0	1
2300	2	19	62	0	0	165	0	1
2300	3	29	85	0	0	165	0	1
2300	4	37	42	0	0	165	1	0
2300	5	41	58	0	0	165	0	1
2300	6	57	1	0	0	165	0	1
2300	7	66	11	0	4	437	0	1
2301	1	3	58	0	0	165	0	1
2301	2	20	15	0	0	165	0	1
2301	3	24	94	0	0	165	0	1
2301	4	35	145	0	0	165	0	1
2301	5	42	12	0	0	165	1	0
2301	6	58	2	0	0	165	0	1
2301	7	62	6	0	6	621	0	1
2302	1	5	49	0	0	165	0	1
2302	2	18	36	0	0	165	0	1
2302	3	26	102	0	0	165	0	1
2302	4	34	89	0	0	165	1	0
2302	5	49	67	0	0	165	0	1
2302	6	59	3	0	0	165	0	1
2302	7	61	7	0	10	935	0	1
2303	1	4	3	0	0	165	0	1
2303	2	19	62	0	0	165	0	1
2303	3	25	123	0	0	165	0	1
2303	4	40	33	0	0	165	0	1
2303	5	48	77	0	0	165	0	1
2303	6	60	8	0	0	165	0	1
2303	7	67	12	0	4	437	0	1
2304	1	2	19	0	0	165	0	1
2304	2	19	62	0	0	165	1	0
2304	3	23	23	0	0	165	1	0
2304	4	38	37	0	0	165	0	1
2304	5	44	105	0	0	165	0	1
2304	6	53	12	0	0	165	0	1
2304	7	64	8	0	18	1980	0	1
2305	1	1	6	0	0	165	0	1
2305	2	20	15	0	0	165	0	1
2305	3	22	160	0	0	165	0	1
2305	4	37	42	0	0	165	0	1
2305	5	42	12	0	0	165	0	1
2305	6	52	30	0	0	165	0	1
2305	7	69	1	0	16	1836	0	1
2306	1	2	19	0	0	165	1	0
2306	2	18	36	0	0	165	0	1
2306	3	28	219	0	0	165	0	1
2306	4	39	74	0	0	165	0	1
2306	5	43	23	0	0	165	0	1
2306	6	55	40	0	0	165	0	1
2306	7	65	4	0	6	621	0	1
2307	1	3	58	0	0	165	0	1
2307	2	19	62	0	0	165	0	1
2307	3	21	237	0	0	165	0	1
2307	4	34	89	0	0	165	0	1
2307	5	45	33	0	0	165	0	1
2307	6	56	54	0	0	165	0	1
2307	7	68	5	0	4	437	0	1
2308	1	5	49	0	0	165	0	1
2308	2	20	15	0	0	165	0	1
2308	3	23	23	0	0	165	0	1
2308	4	31	93	0	0	165	0	1
2308	5	50	45	0	0	165	0	1
2308	6	54	55	0	0	165	0	1
2308	7	63	3	0	14	1527	0	1
2309	1	4	3	0	0	165	0	1
2309	2	18	36	0	0	165	0	1
2309	3	30	59	0	0	165	0	1
2309	4	32	110	0	0	165	0	1
2309	5	47	49	0	0	165	0	1
2309	6	51	81	0	0	165	0	1
2309	7	70	2	0	12	1191	0	1
2310	1	2	19	0	0	165	0	1
2310	2	19	62	0	0	165	0	1
2310	3	27	65	0	0	165	0	1
2310	4	36	121	0	0	165	0	1
2310	5	48	77	0	0	165	1	0
2310	6	60	8	0	0	165	1	0
2310	7	66	11	0	4	437	0	1
2311	1	2	19	0	0	165	1	0
2311	2	20	15	0	0	165	0	1
2311	3	29	85	0	0	165	0	1
2311	4	33	126	0	0	165	0	1
2311	5	46	56	0	0	165	0	1
2311	6	57	1	0	0	165	0	1
2311	7	61	7	0	10	935	0	1
2312	1	1	6	0	0	165	0	1
2312	2	18	36	0	0	165	0	1
2312	3	24	94	0	0	165	0	1
2312	4	37	42	0	0	165	1	0
2312	5	41	58	0	0	165	0	1
2312	6	58	2	0	0	165	0	1
2312	7	62	6	0	6	621	0	1
2313	1	3	58	0	0	165	0	1
2313	2	19	62	0	0	165	0	1
2313	3	26	102	0	0	165	0	1
2313	4	35	145	0	0	165	0	1
2313	5	49	67	0	0	165	0	1
2313	6	59	3	0	0	165	0	1
2313	7	67	12	0	4	437	0	1
2314	1	5	49	0	0	165	0	1
2314	2	20	15	0	0	165	0	1
2314	3	21	237	0	0	165	1	0
2314	4	40	33	0	0	165	0	1
2314	5	48	77	0	0	165	0	1
2314	6	60	8	0	0	165	0	1
2314	7	64	8	0	18	1980	0	1
2315	1	5	49	0	0	165	1	0
2315	2	18	36	0	0	165	0	1
2315	3	25	123	0	0	165	0	1
2315	4	38	37	0	0	165	0	1
2315	5	44	105	0	0	165	0	1
2315	6	53	12	0	0	165	0	1
2315	7	69	1	0	16	1836	0	1
2316	1	4	3	0	0	165	0	1
2316	2	19	62	0	0	165	0	1
2316	3	22	160	0	0	165	0	1
2316	4	37	42	0	0	165	0	1
2316	5	42	12	0	0	165	0	1
2316	6	51	81	0	0	165	1	0
2316	7	68	5	0	4	437	0	1
2317	1	2	19	0	0	165	0	1
2317	2	20	15	0	0	165	0	1
2317	3	28	219	0	0	165	0	1
2317	4	39	74	0	0	165	0	1
2317	5	43	23	0	0	165	0	1
2317	6	52	30	0	0	165	0	1
2317	7	63	3	0	14	1527	0	1
2318	1	1	6	0	0	165	0	1
2318	2	18	36	0	0	165	0	1
2318	3	21	237	0	0	165	0	1
2318	4	33	126	0	0	165	1	0
2318	5	45	33	0	0	165	0	1
2318	6	55	40	0	0	165	0	1
2318	7	65	4	0	6	621	0	1
2319	1	3	58	0	0	165	0	1
2319	2	18	36	0	0	165	1	0
2319	3	23	23	0	0	165	0	1
2319	4	34	89	0	0	165	0	1
2319	5	50	45	0	0	165	0	1
2319	6	56	54	0	0	165	0	1
2319	7	70	2	0	12	1191	0	1
2320	1	5	49	0	0	165	0	1
2320	2	19	62	0	0	165	0	1
2320	3	30	59	0	0	165	0	1
2320	4	35	145	0	0	165	1	0
2320	5	47	49	0	0	165	0	1
2320	6	54	55	0	0	165	0	1
2320	7	66	11	0	4	437	0	1
2321	1	4	3	0	0	165	0	1
2321	2	20	15	0	0	165	0	1
2321	3	27	65	0	0	165	0	1
2321	4	31	93	0	0	165	0	1
2321	5	46	56	0	0	165	0	1
2321	6	51	81	0	0	165	0	1
2321	7	61	7	0	10	935	0	1
2322	1	2	19	0	0	165	0	1
2322	2	19	62	0	0	165	0	1
2322	3	29	85	0	0	165	0	1
2322	4	32	110	0	0	165	0	1
2322	5	41	58	0	0	165	0	1
2322	6	57	1	0	0	165	0	1
2322	7	64	8	0	18	1980	0	1
2323	1	1	6	0	0	165	0	1
2323	2	20	15	0	0	165	0	1
2323	3	24	94	0	0	165	0	1
2323	4	36	121	0	0	165	0	1
2323	5	49	67	0	0	165	0	1
2323	6	58	2	0	0	165	0	1
2323	7	67	12	0	4	437	0	1
2324	1	3	58	0	0	165	0	1
2324	2	19	62	0	0	165	0	1
2324	3	26	102	0	0	165	0	1
2324	4	33	126	0	0	165	0	1
2324	5	48	77	0	0	165	0	1
2324	6	59	3	0	0	165	0	1
2324	7	62	6	0	6	621	0	1
2325	1	5	49	0	0	165	0	1
2325	2	20	15	0	0	165	0	1
2325	3	25	123	0	0	165	0	1
2325	4	35	145	0	0	165	0	1
2325	5	45	33	0	0	165	1	0
2325	6	60	8	0	0	165	0	1
2325	7	69	1	0	16	1836	0	1
2326	1	4	3	0	0	165	0	1
2326	2	19	62	0	0	165	0	1
2326	3	23	23	0	0	165	1	0
2326	4	40	33	0	0	165	0	1
2326	5	44	105	0	0	165	0	1
2326	6	53	12	0	0	165	0	1
2326	7	68	5	0	4	437	0	1
2327	1	2	19	0	0	165	0	1
2327	2	20	15	0	0	165	0	1
2327	3	22	160	0	0	165	0	1
2327	4	38	37	0	0	165	0	1
2327	5	42	12	0	0	165	0	1
2327	6	52	30	0	0	165	0	1
2327	7	63	3	0	14	1527	0	1
2328	1	1	6	0	0	165	0	1
2328	2	19	62	0	0	165	0	1
2328	3	28	219	0	0	165	0	1
2328	4	37	42	0	0	165	0	1
2328	5	43	23	0	0	165	0	1
2328	6	55	40	0	0	165	0	1
2328	7	70	2	0	12	1191	0	1
2329	1	2	19	0	0	165	1	0
2329	2	20	15	0	0	165	0	1
2329	3	21	237	0	0	165	0	1
2329	4	39	74	0	0	165	0	1
2329	5	45	33	0	0	165	0	1
2329	6	56	54	0	0	165	0	1
2329	7	65	4	0	6	621	0	1
2330	1	3	58	0	0	165	0	1
2330	2	19	62	0	0	165	0	1
2330	3	23	23	0	0	165	0	1
2330	4	34	89	0	0	165	0	1
2330	5	50	45	0	0	165	0	1
2330	6	58	2	0	0	165	1	0
2330	7	66	11	0	4	437	0	1
2331	1	5	49	0	0	165	0	1
2331	2	20	15	0	0	165	0	1
2331	3	30	59	0	0	165	0	1
2331	4	31	93	0	0	165	0	1
2331	5	47	49	0	0	165	0	1
2331	6	54	55	0	0	165	0	1
2331	7	61	7	0	10	935	0	1
2332	1	4	3	0	0	165	0	1
2332	2	19	62	0	0	165	0	1
2332	3	27	65	0	0	165	0	1
2332	4	32	110	0	0	165	0	1
2332	5	45	33	0	0	165	2	0
2332	6	51	81	0	0	165	0	1
2332	7	64	8	0	18	1980	0	1
2333	1	2	19	0	0	165	0	1
2333	2	20	15	0	0	165	0	1
2333	3	29	85	0	0	165	0	1
2333	4	36	121	0	0	165	0	1
2333	5	46	56	0	0	165	0	1
2333	6	57	1	0	0	165	0	1
2333	7	67	12	0	4	437	0	1
2334	1	1	6	0	0	165	0	1
2334	2	19	62	0	0	165	0	1
2334	3	24	94	0	0	165	0	1
2334	4	33	126	0	0	165	0	1
2334	5	42	12	0	0	165	1	0
2334	6	58	2	0	0	165	0	1
2334	7	69	1	0	16	1836	0	1
2335	1	3	58	0	0	165	0	1
2335	2	20	15	0	0	165	0	1
2335	3	26	102	0	0	165	0	1
2335	4	35	145	0	0	165	0	1
2335	5	41	58	0	0	165	0	1
2335	6	59	3	0	0	165	0	1
2335	7	62	6	0	6	621	0	1
2336	1	5	49	0	0	165	0	1
2336	2	19	62	0	0	165	0	1
2336	3	25	123	0	0	165	0	1
2336	4	40	33	0	0	165	0	1
2336	5	49	67	0	0	165	0	1
2336	6	60	8	0	0	165	0	1
2336	7	68	5	0	4	437	0	1
2337	1	4	3	0	0	165	0	1
2337	2	20	15	0	0	165	0	1
2337	3	22	160	0	0	165	0	1
2337	4	38	37	0	0	165	0	1
2337	5	48	77	0	0	165	0	1
2337	6	53	12	0	0	165	0	1
2337	7	63	3	0	14	1527	0	1
2338	1	2	19	0	0	165	0	1
2338	2	19	62	0	0	165	0	1
2338	3	30	59	0	0	165	1	0
2338	4	37	42	0	0	165	0	1
2338	5	44	105	0	0	165	0	1
2338	6	52	30	0	0	165	0	1
2338	7	70	2	0	12	1191	0	1
2339	1	1	6	0	0	165	0	1
2339	2	20	15	0	0	165	0	1
2339	3	28	219	0	0	165	0	1
2339	4	39	74	0	0	165	0	1
2339	5	42	12	0	0	165	0	1
2339	6	55	40	0	0	165	0	1
2339	7	66	11	0	4	437	0	1
2340	1	3	58	0	0	165	0	1
2340	2	19	62	0	0	165	0	1
2340	3	21	237	0	0	165	0	1
2340	4	34	89	0	0	165	0	1
2340	5	43	23	0	0	165	0	1
2340	6	56	54	0	0	165	0	1
2340	7	61	7	0	10	935	0	1
2341	1	5	49	0	0	165	0	1
2341	2	20	15	0	0	165	0	1
2341	3	23	23	0	0	165	0	1
2341	4	31	93	0	0	165	0	1
2341	5	45	33	0	0	165	0	1
2341	6	58	2	0	0	165	1	0
2341	7	65	4	0	6	621	0	1
2342	1	3	58	0	0	165	1	0
2342	2	20	15	0	0	165	1	0
2342	3	30	59	0	0	165	0	1
2342	4	32	110	0	0	165	0	1
2342	5	50	45	0	0	165	0	1
2342	6	54	55	0	0	165	0	1
2342	7	64	8	0	18	1980	0	1
2343	1	5	49	0	0	165	1	0
2343	2	19	62	0	0	165	0	1
2343	3	27	65	0	0	165	0	1
2343	4	36	121	0	0	165	0	1
2343	5	47	49	0	0	165	0	1
2343	6	60	8	0	0	165	1	0
2343	7	69	1	0	16	1836	0	1
2344	1	4	3	0	0	165	0	1
2344	2	20	15	0	0	165	0	1
2344	3	29	85	0	0	165	0	1
2344	4	33	126	0	0	165	0	1
2344	5	46	56	0	0	165	0	1
2344	6	51	81	0	0	165	0	1
2344	7	67	12	0	4	437	0	1
2345	1	2	19	0	0	165	0	1
2345	2	19	62	0	0	165	0	1
2345	3	30	59	0	0	165	2	0
2345	4	35	145	0	0	165	0	1
2345	5	41	58	0	0	165	0	1
2345	6	57	1	0	0	165	0	1
2345	7	62	6	0	6	621	0	1
2346	1	1	6	0	0	165	0	1
2346	2	20	15	0	0	165	1	0
2346	3	24	94	0	0	165	0	1
2346	4	40	33	0	0	165	0	1
2346	5	49	67	0	0	165	0	1
2346	6	58	2	0	0	165	0	1
2346	7	68	5	0	4	437	0	1
2347	1	3	58	0	0	165	0	1
2347	2	20	15	0	0	165	0	1
2347	3	26	102	0	0	165	0	1
2347	4	38	37	0	0	165	0	1
2347	5	43	23	0	0	165	1	0
2347	6	59	3	0	0	165	0	1
2347	7	63	3	0	14	1527	0	1
2348	1	5	49	0	0	165	0	1
2348	2	19	62	0	0	165	0	1
2348	3	25	123	0	0	165	0	1
2348	4	37	42	0	0	165	0	1
2348	5	48	77	0	0	165	0	1
2348	6	60	8	0	0	165	0	1
2348	7	70	2	0	12	1191	0	1
2349	1	4	3	0	0	165	0	1
2349	2	20	15	0	0	165	0	1
2349	3	22	160	0	0	165	0	1
2349	4	39	74	0	0	165	0	1
2349	5	44	105	0	0	165	0	1
2349	6	53	12	0	0	165	0	1
2349	7	66	11	0	4	437	0	1
2350	1	2	19	0	0	165	0	1
2350	2	19	62	0	0	165	0	1
2350	3	28	219	0	0	165	0	1
2350	4	34	89	0	0	165	0	1
2350	5	42	12	0	0	165	0	1
2350	6	60	8	0	0	165	2	0
2350	7	61	7	0	10	935	0	1
2351	1	1	6	0	0	165	0	1
2351	2	20	15	0	0	165	0	1
2351	3	21	237	0	0	165	0	1
2351	4	31	93	0	0	165	0	1
2351	5	43	23	0	0	165	0	1
2351	6	52	30	0	0	165	0	1
2351	7	64	8	0	18	1980	0	1
2352	1	2	19	0	0	165	1	0
2352	2	19	62	0	0	165	0	1
2352	3	23	23	0	0	165	0	1
2352	4	32	110	0	0	165	0	1
2352	5	45	33	0	0	165	0	1
2352	6	55	40	0	0	165	0	1
2352	7	65	4	0	6	621	0	1
2353	1	3	58	0	0	165	0	1
2353	2	20	15	0	0	165	0	1
2353	3	30	59	0	0	165	0	1
2353	4	36	121	0	0	165	0	1
2353	5	50	45	0	0	165	0	1
2353	6	56	54	0	0	165	0	1
2353	7	69	1	0	16	1836	0	1
2354	1	5	49	0	0	165	0	1
2354	2	19	62	0	0	165	0	1
2354	3	27	65	0	0	165	0	1
2354	4	33	126	0	0	165	0	1
2354	5	47	49	0	0	165	0	1
2354	6	54	55	0	0	165	0	1
2354	7	67	12	0	4	437	0	1
2355	1	4	3	0	0	165	0	1
2355	2	20	15	0	0	165	0	1
2355	3	29	85	0	0	165	0	1
2355	4	35	145	0	0	165	0	1
2355	5	48	77	0	0	165	1	0
2355	6	51	81	0	0	165	0	1
2355	7	63	3	0	14	1527	0	1
2356	1	2	19	0	0	165	0	1
2356	2	19	62	0	0	165	0	1
2356	3	24	94	0	0	165	0	1
2356	4	40	33	0	0	165	0	1
2356	5	46	56	0	0	165	0	1
2356	6	57	1	0	0	165	0	1
2356	7	68	5	0	4	437	0	1
2357	1	2	19	0	0	165	1	0
2357	2	20	15	0	0	165	0	1
2357	3	26	102	0	0	165	0	1
2357	4	38	37	0	0	165	0	1
2357	5	41	58	0	0	165	0	1
2357	6	58	2	0	0	165	0	1
2357	7	70	2	0	12	1191	0	1
2358	1	1	6	0	0	165	0	1
2358	2	19	62	0	0	165	0	1
2358	3	25	123	0	0	165	0	1
2358	4	37	42	0	0	165	0	1
2358	5	49	67	0	0	165	0	1
2358	6	59	3	0	0	165	0	1
2358	7	62	6	0	6	621	0	1
2359	1	3	58	0	0	165	0	1
2359	2	20	15	0	0	165	0	1
