% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
4.338	3	24	434	9	94	0	165	0	0
4.338	4	32	434	9	110	0	165	0	0
4.338	5	43	434	9	23	0	165	0	0
4.338	6	57	434	9	1	0	165	0	0
4.338	7	63	434	9	3	14	1527	0	0
4.339	1	10	434	10	15	0	165	0	0
4.339	2	14	434	10	108	0	165	0	0
4.339	3	26	434	10	102	0	165	0	0
4.339	4	38	434	10	37	0	165	0	0
4.339	5	45	434	10	33	0	165	0	0
4.339	6	58	434	10	2	0	165	0	0
4.339	7	70	434	10	2	12	1191	0	0
4.34	1	3	435	1	58	0	165	0	0
4.34	2	13	435	1	116	0	165	0	0
4.34	3	25	435	1	123	0	165	0	0
4.34	4	36	435	1	121	0	165	0	0
4.34	5	50	435	1	45	0	165	0	0
4.34	6	59	435	1	3	0	165	0	0
4.34	7	66	435	1	11	4	437	0	0
4.341	1	9	435	2	23	0	165	0	0
4.341	2	16	435	2	44	0	165	0	0
4.341	3	30	435	2	59	0	165	0	0
4.341	4	33	435	2	126	0	165	0	0
4.341	5	47	435	2	49	0	165	0	0
4.341	6	60	435	2	8	0	165	0	0
4.341	7	61	435	2	7	10	935	0	0
4.342	1	5	435	3	49	0	165	0	0
4.342	2	11	435	3	34	0	165	0	0
4.342	3	22	435	3	160	0	165	0	0
4.342	4	35	435	3	145	0	165	0	0
4.342	5	46	435	3	56	0	165	0	0
4.342	6	56	435	3	54	0	165	0	0
4.342	7	65	435	3	4	6	621	0	0
4.343	1	4	435	4	3	0	165	0	0
4.343	2	12	435	4	73	0	165	0	0
4.343	3	28	435	4	219	0	165	0	0
4.343	4	40	435	4	33	0	165	0	0
4.343	5	41	435	4	58	0	165	0	0
4.343	6	53	435	4	12	0	165	0	0
4.343	7	64	435	4	8	18	1980	0	0
4.344	1	2	435	5	19	0	165	0	0
4.344	2	15	435	5	99	0	165	0	0
4.344	3	23	435	5	23	0	165	0	0
4.344	4	38	435	5	37	0	165	0	0
4.344	5	49	435	5	67	0	165	0	0
4.344	6	52	435	5	30	0	165	0	0
4.344	7	69	435	5	1	16	1836	0	0
4.345	1	1	435	6	6	0	165	0	0
4.345	2	14	435	6	108	0	165	0	0
4.345	3	24	435	6	94	0	165	0	0
4.345	4	37	435	6	42	0	165	0	0
4.345	5	48	435	6	77	0	165	0	0
4.345	6	55	435	6	40	0	165	0	0
4.345	7	67	435	6	12	4	437	0	0
4.346	1	8	435	7	7	0	165	0	0
4.346	2	13	435	7	116	0	165	0	0
4.346	3	30	435	7	59	0	165	0	0
4.346	4	39	435	7	74	0	165	0	0
4.346	5	44	435	7	105	0	165	0	0
4.346	6	56	435	7	54	0	165	0	0
4.346	7	68	435	7	5	4	437	0	0
4.347	1	7	435	8	8	0	165	0	0
4.347	2	16	435	8	44	0	165	0	0
4.347	3	27	435	8	65	0	165	0	0
4.347	4	34	435	8	89	0	165	0	0
4.347	5	42	435	8	12	0	165	0	0
4.347	6	59	435	8	3	0	165	0	0
4.347	7	63	435	8	3	14	1527	0	0
4.348	1	9	435	9	23	0	165	0	0
4.348	2	11	435	9	34	0	165	0	0
4.348	3	29	435	9	85	0	165	0	0
4.348	4	31	435	9	93	0	165	0	0
4.348	5	43	435	9	23	0	165	0	0
4.348	6	54	435	9	55	0	165	0	0
4.348	7	62	435	9	6	6	621	0	0
4.349	1	6	435	10	59	0	165	0	0
4.349	2	12	435	10	73	0	165	0	0
4.349	3	24	435	10	94	0	165	0	0
4.349	4	32	435	10	110	0	165	0	0
4.349	5	45	435	10	33	0	165	0	0
4.349	6	51	435	10	81	0	165	0	0
4.349	7	70	435	10	2	12	1191	0	0
4.35	1	10	436	1	15	0	165	0	0
4.35	2	15	436	1	99	0	165	0	0
4.35	3	26	436	1	102	0	165	0	0
4.35	4	36	436	1	121	0	165	0	0
4.35	5	50	436	1	45	0	165	0	0
4.35	6	57	436	1	1	0	165	0	0
4.35	7	66	436	1	11	4	437	0	0
4.351	1	3	436	2	58	0	165	0	0
4.351	2	14	436	2	108	0	165	0	0
4.351	3	25	436	2	123	0	165	0	0
4.351	4	33	436	2	126	0	165	0	0
4.351	5	47	436	2	49	0	165	0	0
4.351	6	52	436	2	30	0	165	0	0
4.351	7	61	436	2	7	10	935	0	0
4.352	1	9	436	3	23	0	165	0	0
4.352	2	13	436	3	116	0	165	0	0
4.352	3	22	436	3	160	0	165	0	0
4.352	4	37	436	3	42	0	165	0	0
4.352	5	48	436	3	77	0	165	0	0
4.352	6	58	436	3	2	0	165	0	0
4.352	7	64	436	3	8	18	1980	0	0
4.353	1	5	436	4	49	0	165	0	0
4.353	2	16	436	4	44	0	165	0	0
4.353	3	28	436	4	219	0	165	0	0
4.353	4	35	436	4	145	0	165	0	0
4.353	5	46	436	4	56	0	165	0	0
4.353	6	59	436	4	3	0	165	0	0
4.353	7	69	436	4	1	16	1836	0	0
4.354	1	4	436	5	3	0	165	0	0
4.354	2	11	436	5	34	0	165	0	0
4.354	3	23	436	5	23	0	165	0	0
4.354	4	40	436	5	33	0	165	0	0
4.354	5	41	436	5	58	0	165	0	0
4.354	6	60	436	5	8	0	165	0	0
4.354	7	65	436	5	4	6	621	0	0
4.355	1	2	436	6	19	0	165	0	0
4.355	2	12	436	6	73	0	165	0	0
4.355	3	30	436	6	59	0	165	0	0
4.355	4	38	436	6	37	0	165	0	0
4.355	5	49	436	6	67	0	165	0	0
4.355	6	53	436	6	12	0	165	0	0
4.355	7	67	436	6	12	4	437	0	0
4.356	1	1	436	7	6	0	165	0	0
4.356	2	15	436	7	99	0	165	0	0
4.356	3	27	436	7	65	0	165	0	0
4.356	4	37	436	7	42	0	165	0	0
4.356	5	48	436	7	77	0	165	0	0
4.356	6	52	436	7	30	0	165	0	0
4.356	7	63	436	7	3	14	1527	0	0
4.357	1	8	436	8	7	0	165	0	0
4.357	2	14	436	8	108	0	165	0	0
4.357	3	29	436	8	85	0	165	0	0
4.357	4	39	436	8	74	0	165	0	0
4.357	5	44	436	8	105	0	165	0	0
4.357	6	55	436	8	40	0	165	0	0
4.357	7	68	436	8	5	4	437	0	0
4.358	1	7	436	9	8	0	165	0	0
4.358	2	13	436	9	116	0	165	0	0
4.358	3	24	436	9	94	0	165	0	0
4.358	4	34	436	9	89	0	165	0	0
4.358	5	42	436	9	12	0	165	0	0
4.358	6	56	436	9	54	0	165	0	0
4.358	7	70	436	9	2	12	1191	0	0
4.359	1	6	436	10	59	0	165	0	0
4.359	2	16	436	10	44	0	165	0	0
4.359	3	26	436	10	102	0	165	0	0
4.359	4	31	436	10	93	0	165	0	0
4.359	5	43	436	10	23	0	165	0	0
4.359	6	54	436	10	55	0	165	0	0
4.359	7	62	436	10	6	6	621	0	0
4.36	1	10	437	1	15	0	165	0	0
4.36	2	11	437	1	34	0	165	0	0
4.36	3	25	437	1	123	0	165	0	0
4.36	4	32	437	1	110	0	165	0	0
4.36	5	45	437	1	33	0	165	0	0
4.36	6	51	437	1	81	0	165	0	0
4.36	7	66	437	1	11	4	437	0	0
4.361	1	3	437	2	58	0	165	0	0
4.361	2	12	437	2	73	0	165	0	0
4.361	3	23	437	2	23	0	165	0	0
4.361	4	36	437	2	121	0	165	0	0
4.361	5	50	437	2	45	0	165	0	0
4.361	6	57	437	2	1	0	165	0	0
4.361	7	61	437	2	7	10	935	0	0
4.362	1	2	437	3	19	0	165	0	0
4.362	2	15	437	3	99	0	165	0	0
4.362	3	22	437	3	160	0	165	0	0
4.362	4	33	437	3	126	0	165	0	0
4.362	5	47	437	3	49	0	165	0	0
4.362	6	58	437	3	2	0	165	0	0
4.362	7	64	437	3	8	18	1980	0	0
4.363	1	9	437	4	23	0	165	0	0
4.363	2	14	437	4	108	0	165	0	0
4.363	3	28	437	4	219	0	165	0	0
4.363	4	35	437	4	145	0	165	0	0
4.363	5	46	437	4	56	0	165	0	0
4.363	6	59	437	4	3	0	165	0	0
4.363	7	69	437	4	1	16	1836	0	0
4.364	1	5	437	5	49	0	165	0	0
4.364	2	13	437	5	116	0	165	0	0
4.364	3	23	437	5	23	0	165	0	0
4.364	4	40	437	5	33	0	165	0	0
4.364	5	41	437	5	58	0	165	0	0
4.364	6	60	437	5	8	0	165	0	0
4.364	7	67	437	5	12	4	437	0	0
4.365	1	4	437	6	3	0	165	0	0
4.365	2	13	437	6	116	0	165	0	0
4.365	3	30	437	6	59	0	165	0	0
4.365	4	38	437	6	37	0	165	0	0
4.365	5	49	437	6	67	0	165	0	0
4.365	6	53	437	6	12	0	165	0	0
4.365	7	65	437	6	4	6	621	0	0
4.366	1	2	437	7	19	0	165	0	0
4.366	2	16	437	7	44	0	165	0	0
4.366	3	27	437	7	65	0	165	0	0
4.366	4	31	437	7	93	0	165	0	0
4.366	5	48	437	7	77	0	165	0	0
4.366	6	52	437	7	30	0	165	0	0
4.366	7	63	437	7	3	14	1527	0	0
4.367	1	1	437	8	6	0	165	0	0
4.367	2	11	437	8	34	0	165	0	0
4.367	3	29	437	8	85	0	165	0	0
4.367	4	37	437	8	42	0	165	0	0
4.367	5	44	437	8	105	0	165	0	0
4.367	6	55	437	8	40	0	165	0	0
4.367	7	68	437	8	5	4	437	0	0
4.368	1	8	437	9	7	0	165	0	0
4.368	2	12	437	9	73	0	165	0	0
4.368	3	24	437	9	94	0	165	0	0
4.368	4	39	437	9	74	0	165	0	0
4.368	5	42	437	9	12	0	165	0	0
4.368	6	56	437	9	54	0	165	0	0
4.368	7	70	437	9	2	12	1191	0	0
4.369	1	7	437	10	8	0	165	0	0
4.369	2	15	437	10	99	0	165	0	0
4.369	3	26	437	10	102	0	165	0	0
4.369	4	34	437	10	89	0	165	0	0
4.369	5	43	437	10	23	0	165	0	0
4.369	6	54	437	10	55	0	165	0	0
4.369	7	66	437	10	11	4	437	0	0
4.37	1	6	438	1	59	0	165	0	0
4.37	2	15	438	1	99	0	165	0	0
4.37	3	25	438	1	123	0	165	0	0
4.37	4	31	438	1	93	0	165	0	0
4.37	5	46	438	1	56	0	165	0	0
4.37	6	51	438	1	81	0	165	0	0
4.37	7	62	438	1	6	6	621	0	0
4.371	1	10	438	2	15	0	165	0	0
4.371	2	14	438	2	108	0	165	0	0
4.371	3	22	438	2	160	0	165	0	0
4.371	4	32	438	2	110	0	165	0	0
4.371	5	45	438	2	33	0	165	0	0
4.371	6	57	438	2	1	0	165	0	0
4.371	7	61	438	2	7	10	935	0	0
4.372	1	3	438	3	58	0	165	0	0
4.372	2	13	438	3	116	0	165	0	0
4.372	3	28	438	3	219	0	165	0	0
4.372	4	36	438	3	121	0	165	0	0
4.372	5	50	438	3	45	0	165	0	0
4.372	6	53	438	3	12	0	165	0	0
4.372	7	64	438	3	8	18	1980	0	0
4.373	1	9	438	4	23	0	165	0	0
4.373	2	16	438	4	44	0	165	0	0
4.373	3	23	438	4	23	0	165	0	0
4.373	4	33	438	4	126	0	165	0	0
4.373	5	47	438	4	49	0	165	0	0
4.373	6	58	438	4	2	0	165	0	0
4.373	7	69	438	4	1	16	1836	0	0
4.374	1	5	438	5	49	0	165	0	0
4.374	2	11	438	5	34	0	165	0	0
4.374	3	30	438	5	59	0	165	0	0
4.374	4	35	438	5	145	0	165	0	0
4.374	5	46	438	5	56	0	165	0	0
4.374	6	55	438	5	40	0	165	0	0
4.374	7	67	438	5	12	4	437	0	0
4.375	1	8	438	6	7	0	165	0	0
4.375	2	12	438	6	73	0	165	0	0
4.375	3	27	438	6	65	0	165	0	0
4.375	4	40	438	6	33	0	165	0	0
4.375	5	41	438	6	58	0	165	0	0
4.375	6	59	438	6	3	0	165	0	0
4.375	7	65	438	6	4	6	621	0	0
4.376	1	4	438	7	3	0	165	0	0
4.376	2	15	438	7	99	0	165	0	0
4.376	3	29	438	7	85	0	165	0	0
4.376	4	38	438	7	37	0	165	0	0
4.376	5	49	438	7	67	0	165	0	0
4.376	6	60	438	7	8	0	165	0	0
4.376	7	63	438	7	3	14	1527	0	0
4.377	1	2	438	8	19	0	165	0	0
4.377	2	14	438	8	108	0	165	0	0
4.377	3	24	438	8	94	0	165	0	0
4.377	4	37	438	8	42	0	165	0	0
4.377	5	48	438	8	77	0	165	0	0
4.377	6	53	438	8	12	0	165	0	0
4.377	7	68	438	8	5	4	437	0	0
4.378	1	1	438	9	6	0	165	0	0
4.378	2	13	438	9	116	0	165	0	0
4.378	3	26	438	9	102	0	165	0	0
4.378	4	39	438	9	74	0	165	0	0
4.378	5	44	438	9	105	0	165	0	0
4.378	6	52	438	9	30	0	165	0	0
4.378	7	70	438	9	2	12	1191	0	0
4.379	1	8	438	10	7	0	165	0	0
4.379	2	16	438	10	44	0	165	0	0
4.379	3	25	438	10	123	0	165	0	0
4.379	4	34	438	10	89	0	165	0	0
4.379	5	42	438	10	12	0	165	0	0
4.379	6	55	438	10	40	0	165	0	0
4.379	7	66	438	10	11	4	437	0	0
4.38	1	7	439	1	8	0	165	0	0
4.38	2	16	439	1	44	0	165	0	0
4.38	3	22	439	1	160	0	165	0	0
4.38	4	31	439	1	93	0	165	0	0
4.38	5	43	439	1	23	0	165	0	0
4.38	6	56	439	1	54	0	165	0	0
4.38	7	61	439	1	7	10	935	0	0
4.381	1	6	439	2	59	0	165	0	0
4.381	2	11	439	2	34	0	165	0	0
4.381	3	28	439	2	219	0	165	0	0
4.381	4	32	439	2	110	0	165	0	0
4.381	5	45	439	2	33	0	165	0	0
4.381	6	54	439	2	55	0	165	0	0
4.381	7	64	439	2	8	18	1980	0	0
4.382	1	10	439	3	15	0	165	0	0
4.382	2	12	439	3	73	0	165	0	0
4.382	3	23	439	3	23	0	165	0	0
4.382	4	36	439	3	121	0	165	0	0
4.382	5	41	439	3	58	0	165	0	0
4.382	6	51	439	3	81	0	165	0	0
4.382	7	62	439	3	6	6	621	0	0
4.383	1	3	439	4	58	0	165	0	0
4.383	2	15	439	4	99	0	165	0	0
4.383	3	30	439	4	59	0	165	0	0
4.383	4	33	439	4	126	0	165	0	0
4.383	5	50	439	4	45	0	165	0	0
4.383	6	57	439	4	1	0	165	0	0
4.383	7	69	439	4	1	16	1836	0	0
4.384	1	2	439	5	19	0	165	0	0
4.384	2	14	439	5	108	0	165	0	0
4.384	3	27	439	5	65	0	165	0	0
4.384	4	37	439	5	42	0	165	0	0
4.384	5	47	439	5	49	0	165	0	0
4.384	6	58	439	5	2	0	165	0	0
4.384	7	67	439	5	12	4	437	0	0
4.385	1	9	439	6	23	0	165	0	0
4.385	2	13	439	6	116	0	165	0	0
4.385	3	29	439	6	85	0	165	0	0
4.385	4	35	439	6	145	0	165	0	0
4.385	5	46	439	6	56	0	165	0	0
4.385	6	59	439	6	3	0	165	0	0
4.385	7	63	439	6	3	14	1527	0	0
4.386	1	5	439	7	49	0	165	0	0
4.386	2	16	439	7	44	0	165	0	0
4.386	3	24	439	7	94	0	165	0	0
4.386	4	40	439	7	33	0	165	0	0
4.386	5	41	439	7	58	0	165	0	0
4.386	6	60	439	7	8	0	165	0	0
4.386	7	70	439	7	2	12	1191	0	0
4.387	1	4	439	8	3	0	165	0	0
4.387	2	11	439	8	34	0	165	0	0
4.387	3	22	439	8	160	0	165	0	0
4.387	4	38	439	8	37	0	165	0	0
4.387	5	49	439	8	67	0	165	0	0
4.387	6	53	439	8	12	0	165	0	0
4.387	7	68	439	8	5	4	437	0	0
4.388	1	2	439	9	19	0	165	0	0
4.388	2	12	439	9	73	0	165	0	0
4.388	3	26	439	9	102	0	165	0	0
4.388	4	37	439	9	42	0	165	0	0
4.388	5	48	439	9	77	0	165	0	0
4.388	6	52	439	9	30	0	165	0	0
4.388	7	65	439	9	4	6	621	0	0
4.389	1	1	439	10	6	0	165	0	0
4.389	2	15	439	10	99	0	165	0	0
4.389	3	23	439	10	23	0	165	0	0
4.389	4	39	439	10	74	0	165	0	0
4.389	5	44	439	10	105	0	165	0	0
4.389	6	55	439	10	40	0	165	0	0
4.389	7	61	439	10	7	10	935	0	0
4.39	1	8	440	1	7	0	165	0	0
4.39	2	14	440	1	108	0	165	0	0
4.39	3	30	440	1	59	0	165	0	0
4.39	4	34	440	1	89	0	165	0	0
4.39	5	42	440	1	12	0	165	0	0
4.39	6	56	440	1	54	0	165	0	0
4.39	7	66	440	1	11	4	437	0	0
4.391	1	7	440	2	8	0	165	0	0
4.391	2	13	440	2	116	0	165	0	0
4.391	3	25	440	2	123	0	165	0	0
4.391	4	31	440	2	93	0	165	0	0
4.391	5	47	440	2	49	0	165	0	0
4.391	6	54	440	2	55	0	165	0	0
4.391	7	64	440	2	8	18	1980	0	0
4.392	1	6	440	3	59	0	165	0	0
4.392	2	16	440	3	44	0	165	0	0
4.392	3	22	440	3	160	0	165	0	0
4.392	4	32	440	3	110	0	165	0	0
4.392	5	43	440	3	23	0	165	0	0
4.392	6	51	440	3	81	0	165	0	0
4.392	7	69	440	3	1	16	1836	0	0
4.393	1	10	440	4	15	0	165	0	0
4.393	2	11	440	4	34	0	165	0	0
4.393	3	28	440	4	219	0	165	0	0
4.393	4	36	440	4	121	0	165	0	0
4.393	5	45	440	4	33	0	165	0	0
4.393	6	57	440	4	1	0	165	0	0
4.393	7	62	440	4	6	6	621	0	0
4.394	1	3	440	5	58	0	165	0	0
4.394	2	11	440	5	34	0	165	0	0
4.394	3	23	440	5	23	0	165	0	0
4.394	4	33	440	5	126	0	165	0	0
4.394	5	50	440	5	45	0	165	0	0
4.394	6	58	440	5	2	0	165	0	0
4.394	7	67	440	5	12	4	437	0	0
4.395	1	2	440	6	19	0	165	0	0
4.395	2	12	440	6	73	0	165	0	0
4.395	3	30	440	6	59	0	165	0	0
4.395	4	35	440	6	145	0	165	0	0
4.395	5	47	440	6	49	0	165	0	0
4.395	6	59	440	6	3	0	165	0	0
4.395	7	63	440	6	3	14	1527	0	0
4.396	1	9	440	7	23	0	165	0	0
4.396	2	15	440	7	99	0	165	0	0
4.396	3	27	440	7	65	0	165	0	0
4.396	4	40	440	7	33	0	165	0	0
4.396	5	46	440	7	56	0	165	0	0
4.396	6	60	440	7	8	0	165	0	0
4.396	7	70	440	7	2	12	1191	0	0
4.397	1	5	440	8	49	0	165	0	0
4.397	2	14	440	8	108	0	165	0	0
4.397	3	29	440	8	85	0	165	0	0
4.397	4	34	440	8	89	0	165	0	0
4.397	5	41	440	8	58	0	165	0	0
4.397	6	53	440	8	12	0	165	0	0
4.397	7	68	440	8	5	4	437	0	0
4.398	1	4	440	9	3	0	165	0	0
4.398	2	13	440	9	116	0	165	0	0
4.398	3	24	440	9	94	0	165	0	0
4.398	4	38	440	9	37	0	165	0	0
4.398	5	49	440	9	67	0	165	0	0
4.398	6	54	440	9	55	0	165	0	0
4.398	7	65	440	9	4	6	621	0	0
4.399	1	2	440	10	19	0	165	0	0
4.399	2	13	440	10	116	0	165	0	0
4.399	3	26	440	10	102	0	165	0	0
4.399	4	37	440	10	42	0	165	0	0
4.399	5	48	440	10	77	0	165	0	0
4.399	6	52	440	10	30	0	165	0	0
4.399	7	61	440	10	7	10	935	0	0
4.4	1	1	441	1	6	0	165	0	0
4.4	2	16	441	1	44	0	165	0	0
4.4	3	25	441	1	123	0	165	0	0
4.4	4	39	441	1	74	0	165	0	0
4.4	5	44	441	1	105	0	165	0	0
4.4	6	55	441	1	40	0	165	0	0
4.4	7	66	441	1	11	4	437	0	0
4.401	1	8	441	2	7	0	165	0	0
4.401	2	11	441	2	34	0	165	0	0
4.401	3	22	441	2	160	0	165	0	0
4.401	4	33	441	2	126	0	165	0	0
4.401	5	42	441	2	12	0	165	0	0
4.401	6	56	441	2	54	0	165	0	0
4.401	7	64	441	2	8	18	1980	0	0
4.402	1	7	441	3	8	0	165	0	0
4.402	2	12	441	3	73	0	165	0	0
4.402	3	28	441	3	219	0	165	0	0
4.402	4	34	441	3	89	0	165	0	0
4.402	5	43	441	3	23	0	165	0	0
4.402	6	54	441	3	55	0	165	0	0
4.402	7	69	441	3	1	16	1836	0	0
4.403	1	6	441	4	59	0	165	0	0
4.403	2	15	441	4	99	0	165	0	0
4.403	3	23	441	4	23	0	165	0	0
4.403	4	31	441	4	93	0	165	0	0
4.403	5	45	441	4	33	0	165	0	0
4.403	6	51	441	4	81	0	165	0	0
4.403	7	67	441	4	12	4	437	0	0
4.404	1	5	441	5	49	0	165	0	0
4.404	2	14	441	5	108	0	165	0	0
4.404	3	30	441	5	59	0	165	0	0
4.404	4	32	441	5	110	0	165	0	0
4.404	5	50	441	5	45	0	165	0	0
4.404	6	57	441	5	1	0	165	0	0
4.404	7	62	441	5	6	6	621	0	0
4.405	1	10	441	6	15	0	165	0	0
4.405	2	13	441	6	116	0	165	0	0
4.405	3	27	441	6	65	0	165	0	0
4.405	4	36	441	6	121	0	165	0	0
4.405	5	47	441	6	49	0	165	0	0
4.405	6	58	441	6	2	0	165	0	0
4.405	7	63	441	6	3	14	1527	0	0
4.406	1	2	441	7	19	0	165	0	0
4.406	2	13	441	7	116	0	165	0	0
4.406	3	29	441	7	85	0	165	0	0
4.406	4	33	441	7	126	0	165	0	0
4.406	5	46	441	7	56	0	165	0	0
4.406	6	59	441	7	3	0	165	0	0
4.406	7	70	441	7	2	12	1191	0	0
4.407	1	3	441	8	58	0	165	0	0
4.407	2	16	441	8	44	0	165	0	0
4.407	3	24	441	8	94	0	165	0	0
4.407	4	35	441	8	145	0	165	0	0
4.407	5	41	441	8	58	0	165	0	0
4.407	6	60	441	8	8	0	165	0	0
4.407	7	68	441	8	5	4	437	0	0
4.408	1	9	441	9	23	0	165	0	0
4.408	2	16	441	9	44	0	165	0	0
4.408	3	26	441	9	102	0	165	0	0
4.408	4	40	441	9	33	0	165	0	0
4.408	5	42	441	9	12	0	165	0	0
4.408	6	53	441	9	12	0	165	0	0
4.408	7	61	441	9	7	10	935	0	0
4.409	1	7	441	10	8	0	165	0	0
4.409	2	11	441	10	34	0	165	0	0
4.409	3	25	441	10	123	0	165	0	0
4.409	4	38	441	10	37	0	165	0	0
4.409	5	49	441	10	67	0	165	0	0
4.409	6	52	441	10	30	0	165	0	0
4.409	7	66	441	10	11	4	437	0	0
4.41	1	5	442	1	49	0	165	0	0
4.41	2	12	442	1	73	0	165	0	0
4.41	3	23	442	1	23	0	165	0	0
4.41	4	37	442	1	42	0	165	0	0
4.41	5	48	442	1	77	0	165	0	0
4.41	6	51	442	1	81	0	165	0	0
4.41	7	65	442	1	4	6	621	0	0
4.411	1	4	442	2	3	0	165	0	0
4.411	2	15	442	2	99	0	165	0	0
4.411	3	22	442	2	160	0	165	0	0
4.411	4	39	442	2	74	0	165	0	0
4.411	5	44	442	2	105	0	165	0	0
4.411	6	55	442	2	40	0	165	0	0
4.411	7	64	442	2	8	18	1980	0	0
4.412	1	2	442	3	19	0	165	0	0
4.412	2	14	442	3	108	0	165	0	0
4.412	3	28	442	3	219	0	165	0	0
4.412	4	36	442	3	121	0	165	0	0
4.412	5	42	442	3	12	0	165	0	0
4.412	6	56	442	3	54	0	165	0	0
4.412	7	69	442	3	1	16	1836	0	0
4.413	1	1	442	4	6	0	165	0	0
4.413	2	13	442	4	116	0	165	0	0
4.413	3	23	442	4	23	0	165	0	0
4.413	4	34	442	4	89	0	165	0	0
4.413	5	43	442	4	23	0	165	0	0
4.413	6	54	442	4	55	0	165	0	0
4.413	7	67	442	4	12	4	437	0	0
4.414	1	8	442	5	7	0	165	0	0
4.414	2	16	442	5	44	0	165	0	0
4.414	3	30	442	5	59	0	165	0	0
4.414	4	31	442	5	93	0	165	0	0
4.414	5	45	442	5	33	0	165	0	0
4.414	6	51	442	5	81	0	165	0	0
4.414	7	63	442	5	3	14	1527	0	0
4.415	1	9	442	6	23	0	165	0	0
4.415	2	16	442	6	44	0	165	0	0
4.415	3	27	442	6	65	0	165	0	0
4.415	4	32	442	6	110	0	165	0	0
4.415	5	50	442	6	45	0	165	0	0
4.415	6	57	442	6	1	0	165	0	0
4.415	7	70	442	6	2	12	1191	0	0
4.416	1	7	442	7	8	0	165	0	0
4.416	2	11	442	7	34	0	165	0	0
4.416	3	29	442	7	85	0	165	0	0
4.416	4	36	442	7	121	0	165	0	0
4.416	5	47	442	7	49	0	165	0	0
4.416	6	58	442	7	2	0	165	0	0
4.416	7	62	442	7	6	6	621	0	0
4.417	1	6	442	8	59	0	165	0	0
4.417	2	12	442	8	73	0	165	0	0
4.417	3	24	442	8	94	0	165	0	0
4.417	4	33	442	8	126	0	165	0	0
4.417	5	46	442	8	56	0	165	0	0
4.417	6	59	442	8	3	0	165	0	0
4.417	7	68	442	8	5	4	437	0	0
4.418	1	10	442	9	15	0	165	0	0
4.418	2	15	442	9	99	0	165	0	0
4.418	3	26	442	9	102	0	165	0	0
4.418	4	39	442	9	74	0	165	0	0
4.418	5	41	442	9	58	0	165	0	0
4.418	6	60	442	9	8	0	165	0	0
4.418	7	61	442	9	7	10	935	0	0
4.419	1	3	442	10	58	0	165	0	0
4.419	2	14	442	10	108	0	165	0	0
4.419	3	25	442	10	123	0	165	0	0
4.419	4	36	442	10	121	0	165	0	0
4.419	5	42	442	10	12	0	165	0	0
4.419	6	53	442	10	12	0	165	0	0
4.419	7	66	442	10	11	4	437	0	0
4.42	1	9	443	1	23	0	165	0	0
4.42	2	13	443	1	116	0	165	0	0
4.42	3	22	443	1	160	0	165	0	0
4.42	4	34	443	1	89	0	165	0	0
4.42	5	49	443	1	67	0	165	0	0
4.42	6	52	443	1	30	0	165	0	0
4.42	7	64	443	1	8	18	1980	0	0
4.421	1	5	443	2	49	0	165	0	0
4.421	2	16	443	2	44	0	165	0	0
4.421	3	28	443	2	219	0	165	0	0
4.421	4	35	443	2	145	0	165	0	0
4.421	5	48	443	2	77	0	165	0	0
4.421	6	55	443	2	40	0	165	0	0
4.421	7	69	443	2	1	16	1836	0	0
4.422	1	4	443	3	3	0	165	0	0
4.422	2	11	443	3	34	0	165	0	0
4.422	3	23	443	3	23	0	165	0	0
4.422	4	40	443	3	33	0	165	0	0
4.422	5	44	443	3	105	0	165	0	0
4.422	6	56	443	3	54	0	165	0	0
4.422	7	65	443	3	4	6	621	0	0
4.423	1	7	443	4	8	0	165	0	0
4.423	2	12	443	4	73	0	165	0	0
4.423	3	29	443	4	85	0	165	0	0
4.423	4	38	443	4	37	0	165	0	0
4.423	5	42	443	4	12	0	165	0	0
4.423	6	54	443	4	55	0	165	0	0
4.423	7	67	443	4	12	4	437	0	0
4.424	1	2	443	5	19	0	165	0	0
4.424	2	15	443	5	99	0	165	0	0
4.424	3	30	443	5	59	0	165	0	0
4.424	4	37	443	5	42	0	165	0	0
4.424	5	43	443	5	23	0	165	0	0
4.424	6	51	443	5	81	0	165	0	0
4.424	7	63	443	5	3	14	1527	0	0
4.425	1	1	443	6	6	0	165	0	0
4.425	2	14	443	6	108	0	165	0	0
4.425	3	27	443	6	65	0	165	0	0
4.425	4	39	443	6	74	0	165	0	0
4.425	5	45	443	6	33	0	165	0	0
4.425	6	57	443	6	1	0	165	0	0
4.425	7	70	443	6	2	12	1191	0	0
4.426	1	8	443	7	7	0	165	0	0
4.426	2	13	443	7	116	0	165	0	0
4.426	3	25	443	7	123	0	165	0	0
4.426	4	34	443	7	89	0	165	0	0
4.426	5	50	443	7	45	0	165	0	0
4.426	6	58	443	7	2	0	165	0	0
4.426	7	68	443	7	5	4	437	0	0
4.427	1	9	443	8	23	0	165	0	0
4.427	2	16	443	8	44	0	165	0	0
4.427	3	29	443	8	85	0	165	0	0
4.427	4	31	443	8	93	0	165	0	0
4.427	5	47	443	8	49	0	165	0	0
4.427	6	59	443	8	3	0	165	0	0
4.427	7	62	443	8	6	6	621	0	0
4.428	1	7	443	9	8	0	165	0	0
4.428	2	11	443	9	34	0	165	0	0
4.428	3	28	443	9	219	0	165	0	0
4.428	4	32	443	9	110	0	165	0	0
